Sid,Symbol,Interval,OpenValue,LowValue,CloseValue,HighValue,VolumeValue,StartDateTime,EndDateTime
4533,ETHUSDT,1h,1756,1759.11,1749.52,1753.37,19096.76,2023-03-25 12:00:00.000,2023-03-25 12:59:59.000
4534,ETHUSDT,1h,1753.36,1754.84,1741.77,1744.05,16106.41,2023-03-25 13:00:00.000,2023-03-25 13:59:59.000
4535,ETHUSDT,1h,1744.04,1751.6,1741.66,1748.74,12403.21,2023-03-25 14:00:00.000,2023-03-25 14:59:59.000
4536,ETHUSDT,1h,1748.75,1752.8,1747.11,1747.25,7835.442,2023-03-25 15:00:00.000,2023-03-25 15:59:59.000
4537,ETHUSDT,1h,1747.26,1750.27,1736.05,1743.38,18925.79,2023-03-25 16:00:00.000,2023-03-25 16:59:59.000
4538,ETHUSDT,1h,1743.38,1750.38,1739.98,1748.17,12748.75,2023-03-25 17:00:00.000,2023-03-25 17:59:59.000
4539,ETHUSDT,1h,1748.17,1750.61,1741.72,1747.45,9940.038,2023-03-25 18:00:00.000,2023-03-25 18:59:59.000
4540,ETHUSDT,1h,1747.45,1750.52,1743.2,1745.25,7717.006,2023-03-25 19:00:00.000,2023-03-25 19:59:59.000
4541,ETHUSDT,1h,1745.24,1746.48,1738.78,1745.5,11296.15,2023-03-25 20:00:00.000,2023-03-25 20:59:59.000
4542,ETHUSDT,1h,1745.51,1758.8,1740.29,1754.42,18951.27,2023-03-25 21:00:00.000,2023-03-25 21:59:59.000
4543,ETHUSDT,1h,1754.42,1757.39,1747.79,1748.32,14177.68,2023-03-25 22:00:00.000,2023-03-25 22:59:59.000
4544,ETHUSDT,1h,1748.33,1763.23,1744.64,1754.93,20406.08,2023-03-25 23:00:00.000,2023-03-25 23:59:59.000
4545,ETHUSDT,1h,1754.93,1757.76,1752.72,1752.84,13011.51,2023-03-26 00:00:00.000,2023-03-26 00:59:59.000
4546,ETHUSDT,1h,1752.85,1754.43,1740.74,1744.32,17742.49,2023-03-26 01:00:00.000,2023-03-26 01:59:59.000
4547,ETHUSDT,1h,1744.31,1746.45,1737.5,1738.93,13881.57,2023-03-26 02:00:00.000,2023-03-26 02:59:59.000
4548,ETHUSDT,1h,1738.92,1739,1715.19,1716.98,47386.19,2023-03-26 03:00:00.000,2023-03-26 03:59:59.000
4549,ETHUSDT,1h,1716.97,1740,1713.09,1730.55,22230.15,2023-03-26 04:00:00.000,2023-03-26 04:59:59.000
4550,ETHUSDT,1h,1730.56,1737.11,1728.02,1732.76,9409.16,2023-03-26 05:00:00.000,2023-03-26 05:59:59.000
4551,ETHUSDT,1h,1732.76,1743.92,1731.22,1737.83,11482.79,2023-03-26 06:00:00.000,2023-03-26 06:59:59.000
4552,ETHUSDT,1h,1737.82,1742.65,1735.47,1741.88,5642.667,2023-03-26 07:00:00.000,2023-03-26 07:59:59.000
4553,ETHUSDT,1h,1741.88,1756.61,1739.31,1750.58,16373.29,2023-03-26 08:00:00.000,2023-03-26 08:59:59.000
4554,ETHUSDT,1h,1750.58,1755.05,1747.94,1751.7,8355.076,2023-03-26 09:00:00.000,2023-03-26 09:59:59.000
4555,ETHUSDT,1h,1751.7,1754.15,1750.34,1752.59,5861.681,2023-03-26 10:00:00.000,2023-03-26 10:59:59.000
4556,ETHUSDT,1h,1752.58,1754.87,1747.48,1749.57,7531.9,2023-03-26 11:00:00.000,2023-03-26 11:59:59.000
4557,ETHUSDT,1h,1749.58,1749.96,1746,1749.12,4774.807,2023-03-26 12:00:00.000,2023-03-26 12:59:59.000
4558,ETHUSDT,1h,1749.11,1754.43,1746.17,1753.24,5931.789,2023-03-26 13:00:00.000,2023-03-26 13:59:59.000
4559,ETHUSDT,1h,1753.23,1755.72,1750.41,1751.91,6728.666,2023-03-26 14:00:00.000,2023-03-26 14:59:59.000
4560,ETHUSDT,1h,1751.92,1755.46,1751.3,1752.55,9590.002,2023-03-26 15:00:00.000,2023-03-26 15:59:59.000
4561,ETHUSDT,1h,1752.55,1787.64,1749.8,1774.75,36934.38,2023-03-26 16:00:00.000,2023-03-26 16:59:59.000
4562,ETHUSDT,1h,1774.75,1782.16,1771.14,1774.99,18484.2,2023-03-26 17:00:00.000,2023-03-26 17:59:59.000
4563,ETHUSDT,1h,1775,1775.55,1766.4,1771.43,10682.08,2023-03-26 18:00:00.000,2023-03-26 18:59:59.000
4564,ETHUSDT,1h,1771.44,1782.31,1767.54,1777.76,14036.97,2023-03-26 19:00:00.000,2023-03-26 19:59:59.000
4565,ETHUSDT,1h,1777.77,1782.64,1770.87,1775.57,17773.27,2023-03-26 20:00:00.000,2023-03-26 20:59:59.000
4566,ETHUSDT,1h,1775.56,1801,1773.16,1796.47,38926.73,2023-03-26 21:00:00.000,2023-03-26 21:59:59.000
4567,ETHUSDT,1h,1796.48,1796.99,1753.02,1763.63,48587.08,2023-03-26 22:00:00.000,2023-03-26 22:59:59.000
4568,ETHUSDT,1h,1763.63,1769.82,1759.82,1762.81,18914.21,2023-03-26 23:00:00.000,2023-03-26 23:59:59.000
4569,ETHUSDT,1h,1762.81,1767.77,1754.33,1756.8,13163.91,2023-03-27 00:00:00.000,2023-03-27 00:59:59.000
4570,ETHUSDT,1h,1756.8,1768.46,1755.25,1766.97,11456.47,2023-03-27 01:00:00.000,2023-03-27 01:59:59.000
4571,ETHUSDT,1h,1766.98,1771.82,1763.88,1765.99,8558.743,2023-03-27 02:00:00.000,2023-03-27 02:59:59.000
4572,ETHUSDT,1h,1765.98,1769.45,1764,1765.82,5064.143,2023-03-27 03:00:00.000,2023-03-27 03:59:59.000
4573,ETHUSDT,1h,1765.83,1769.69,1754.39,1760.35,12737.33,2023-03-27 04:00:00.000,2023-03-27 04:59:59.000
4574,ETHUSDT,1h,1760.35,1764.31,1757.01,1764.12,6148.18,2023-03-27 05:00:00.000,2023-03-27 05:59:59.000
4575,ETHUSDT,1h,1764.11,1779.22,1761.22,1776.08,13690.19,2023-03-27 06:00:00.000,2023-03-27 06:59:59.000
4576,ETHUSDT,1h,1776.07,1783.7,1772.71,1773.88,14628.14,2023-03-27 07:00:00.000,2023-03-27 07:59:59.000
4577,ETHUSDT,1h,1773.88,1780.48,1771.95,1778.87,14534.56,2023-03-27 08:00:00.000,2023-03-27 08:59:59.000
4578,ETHUSDT,1h,1778.88,1780.48,1762.97,1763.31,16424.03,2023-03-27 09:00:00.000,2023-03-27 09:59:59.000
4579,ETHUSDT,1h,1763.31,1765.81,1758.94,1765.53,13562.59,2023-03-27 10:00:00.000,2023-03-27 10:59:59.000
4580,ETHUSDT,1h,1765.53,1767.6,1762.7,1765,8173.49,2023-03-27 11:00:00.000,2023-03-27 11:59:59.000
4581,ETHUSDT,1h,1765.01,1767.89,1763.94,1764.63,9030.814,2023-03-27 12:00:00.000,2023-03-27 12:59:59.000
4582,ETHUSDT,1h,1764.63,1765.62,1747.23,1750.3,19518.68,2023-03-27 13:00:00.000,2023-03-27 13:59:59.000
4583,ETHUSDT,1h,1750.31,1755.57,1746.57,1753.44,15041.86,2023-03-27 14:00:00.000,2023-03-27 14:59:59.000
4584,ETHUSDT,1h,1753.45,1756.04,1748.88,1752.2,11788.93,2023-03-27 15:00:00.000,2023-03-27 15:59:59.000
4585,ETHUSDT,1h,1752.2,1759.1,1749.37,1756.2,9656.75,2023-03-27 16:00:00.000,2023-03-27 16:59:59.000
4586,ETHUSDT,1h,1756.2,1765.02,1754.49,1763.38,15640.88,2023-03-27 17:00:00.000,2023-03-27 17:59:59.000
4587,ETHUSDT,1h,1763.37,1766.83,1760.14,1764.96,9224.871,2023-03-27 18:00:00.000,2023-03-27 18:59:59.000
4588,ETHUSDT,1h,1764.96,1770.2,1762.71,1765.42,10745.89,2023-03-27 19:00:00.000,2023-03-27 19:59:59.000
4589,ETHUSDT,1h,1765.42,1769.33,1752.49,1756.1,16119.39,2023-03-27 20:00:00.000,2023-03-27 20:59:59.000
4590,ETHUSDT,1h,1756.1,1764.75,1749.11,1754.93,23030.96,2023-03-27 21:00:00.000,2023-03-27 21:59:59.000
4591,ETHUSDT,1h,1754.92,1757.97,1719.37,1719.75,59571.01,2023-03-27 22:00:00.000,2023-03-27 22:59:59.000
4592,ETHUSDT,1h,1719.75,1721,1686.13,1711.74,127541.1,2023-03-27 23:00:00.000,2023-03-27 23:59:59.000
4593,ETHUSDT,1h,1711.73,1732,1708.17,1717.42,53200.75,2023-03-28 00:00:00.000,2023-03-28 00:59:59.000
4594,ETHUSDT,1h,1717.42,1720.74,1704.3,1707.92,28355.23,2023-03-28 01:00:00.000,2023-03-28 01:59:59.000
4595,ETHUSDT,1h,1707.92,1719.03,1706.19,1714.52,16569.13,2023-03-28 02:00:00.000,2023-03-28 02:59:59.000
4596,ETHUSDT,1h,1714.52,1719.5,1701.06,1704.58,18981.44,2023-03-28 03:00:00.000,2023-03-28 03:59:59.000
4597,ETHUSDT,1h,1704.59,1709.15,1696.29,1707.74,25315.11,2023-03-28 04:00:00.000,2023-03-28 04:59:59.000
4598,ETHUSDT,1h,1707.73,1717.21,1706,1713.01,17479.04,2023-03-28 05:00:00.000,2023-03-28 05:59:59.000
4599,ETHUSDT,1h,1713.01,1715.63,1707.06,1709.49,17793.44,2023-03-28 06:00:00.000,2023-03-28 06:59:59.000
4600,ETHUSDT,1h,1709.49,1716.94,1707.57,1715.22,13263.57,2023-03-28 07:00:00.000,2023-03-28 07:59:59.000
4601,ETHUSDT,1h,1715.21,1719.7,1706.29,1707.56,22447.03,2023-03-28 08:00:00.000,2023-03-28 08:59:59.000
4602,ETHUSDT,1h,1707.55,1726.94,1701.13,1717.02,24530.74,2023-03-28 09:00:00.000,2023-03-28 09:59:59.000
4603,ETHUSDT,1h,1717.01,1718.85,1710,1713.72,9354.543,2023-03-28 10:00:00.000,2023-03-28 10:59:59.000
4604,ETHUSDT,1h,1713.71,1713.95,1709.25,1711.65,8074.058,2023-03-28 11:00:00.000,2023-03-28 11:59:59.000
4605,ETHUSDT,1h,1711.65,1718.17,1709.53,1718.16,12827.89,2023-03-28 12:00:00.000,2023-03-28 12:59:59.000
4606,ETHUSDT,1h,1718.16,1724.31,1714.27,1724.3,15892.42,2023-03-28 13:00:00.000,2023-03-28 13:59:59.000
4607,ETHUSDT,1h,1724.31,1735.93,1723.62,1731.44,21886.58,2023-03-28 14:00:00.000,2023-03-28 14:59:59.000
4608,ETHUSDT,1h,1731.44,1734.05,1723,1724.53,14031.45,2023-03-28 15:00:00.000,2023-03-28 15:59:59.000
4609,ETHUSDT,1h,1724.54,1729.3,1721.61,1728.07,10987.09,2023-03-28 16:00:00.000,2023-03-28 16:59:59.000
4610,ETHUSDT,1h,1728.06,1729.02,1716.15,1718.7,11686.62,2023-03-28 17:00:00.000,2023-03-28 17:59:59.000
4611,ETHUSDT,1h,1718.7,1722.13,1709.87,1717.58,24343.41,2023-03-28 18:00:00.000,2023-03-28 18:59:59.000
4612,ETHUSDT,1h,1717.58,1754.48,1717.32,1745.48,38179.02,2023-03-28 19:00:00.000,2023-03-28 19:59:59.000
4613,ETHUSDT,1h,1745.48,1751.07,1730.02,1737.05,28499.83,2023-03-28 20:00:00.000,2023-03-28 20:59:59.000
4614,ETHUSDT,1h,1737.05,1745,1730.89,1737.6,23455.42,2023-03-28 21:00:00.000,2023-03-28 21:59:59.000
4615,ETHUSDT,1h,1737.59,1751.41,1735.71,1740.03,31254.81,2023-03-28 22:00:00.000,2023-03-28 22:59:59.000
4616,ETHUSDT,1h,1740.04,1746.54,1737.04,1744.08,18881.51,2023-03-28 23:00:00.000,2023-03-28 23:59:59.000
4617,ETHUSDT,1h,1744.08,1747.53,1732.47,1735.31,17449.82,2023-03-29 00:00:00.000,2023-03-29 00:59:59.000
4618,ETHUSDT,1h,1735.32,1739.78,1727.35,1736.42,18446.75,2023-03-29 01:00:00.000,2023-03-29 01:59:59.000
4619,ETHUSDT,1h,1736.42,1780.99,1735.33,1777.23,64837.53,2023-03-29 02:00:00.000,2023-03-29 02:59:59.000
4620,ETHUSDT,1h,1777.23,1795.73,1766.98,1785.85,55244.73,2023-03-29 03:00:00.000,2023-03-29 03:59:59.000
4621,ETHUSDT,1h,1785.84,1790.54,1771.17,1774.54,22581.59,2023-03-29 04:00:00.000,2023-03-29 04:59:59.000
4622,ETHUSDT,1h,1774.54,1775.82,1762,1769.05,15076.18,2023-03-29 05:00:00.000,2023-03-29 05:59:59.000
4623,ETHUSDT,1h,1769.04,1773.09,1766.39,1770.48,11546.63,2023-03-29 06:00:00.000,2023-03-29 06:59:59.000
4624,ETHUSDT,1h,1770.47,1777.75,1770.47,1772.99,14995.78,2023-03-29 07:00:00.000,2023-03-29 07:59:59.000
4625,ETHUSDT,1h,1773,1778.3,1772.48,1775.24,16888.87,2023-03-29 08:00:00.000,2023-03-29 08:59:59.000
4626,ETHUSDT,1h,1775.24,1788.99,1775.24,1778.47,23068.01,2023-03-29 09:00:00.000,2023-03-29 09:59:59.000
4627,ETHUSDT,1h,1778.47,1782.72,1777.05,1779.42,11767.34,2023-03-29 10:00:00.000,2023-03-29 10:59:59.000
4628,ETHUSDT,1h,1779.42,1781,1775.01,1778.07,11381.57,2023-03-29 11:00:00.000,2023-03-29 11:59:59.000
4629,ETHUSDT,1h,1778.06,1799,1778.06,1791.85,28314.78,2023-03-29 12:00:00.000,2023-03-29 12:59:59.000
4630,ETHUSDT,1h,1791.85,1795.02,1787.71,1789.67,16992.14,2023-03-29 13:00:00.000,2023-03-29 13:59:59.000
4631,ETHUSDT,1h,1789.67,1818,1786.34,1805.06,61339.82,2023-03-29 14:00:00.000,2023-03-29 14:59:59.000
4632,ETHUSDT,1h,1805.06,1811.51,1803.06,1804.86,20279.15,2023-03-29 15:00:00.000,2023-03-29 15:59:59.000
4633,ETHUSDT,1h,1804.85,1827.99,1799.66,1820.63,61714.37,2023-03-29 16:00:00.000,2023-03-29 16:59:59.000
4634,ETHUSDT,1h,1820.63,1824.76,1813.99,1814.24,24170.2,2023-03-29 17:00:00.000,2023-03-29 17:59:59.000
4635,ETHUSDT,1h,1814.25,1817.79,1808.14,1810.97,21130.6,2023-03-29 18:00:00.000,2023-03-29 18:59:59.000
4636,ETHUSDT,1h,1810.97,1812,1805,1811.22,16584.4,2023-03-29 19:00:00.000,2023-03-29 19:59:59.000
4637,ETHUSDT,1h,1811.23,1812.87,1801.45,1810.83,24839.08,2023-03-29 20:00:00.000,2023-03-29 20:59:59.000
4638,ETHUSDT,1h,1810.84,1815,1804,1810.18,22452.86,2023-03-29 21:00:00.000,2023-03-29 21:59:59.000
4639,ETHUSDT,1h,1810.17,1816.42,1792.43,1796.64,35337.71,2023-03-29 22:00:00.000,2023-03-29 22:59:59.000
4640,ETHUSDT,1h,1796.65,1809.62,1793.94,1807.68,18245.74,2023-03-29 23:00:00.000,2023-03-29 23:59:59.000
4641,ETHUSDT,1h,1807.67,1808.62,1791.88,1793.24,18346.09,2023-03-30 00:00:00.000,2023-03-30 00:59:59.000
4642,ETHUSDT,1h,1793.24,1803.99,1792.2,1798.5,14488.27,2023-03-30 01:00:00.000,2023-03-30 01:59:59.000
4643,ETHUSDT,1h,1798.51,1806.33,1795.89,1803.81,12473.43,2023-03-30 02:00:00.000,2023-03-30 02:59:59.000
4644,ETHUSDT,1h,1803.79,1812,1801.8,1809.02,14319.2,2023-03-30 03:00:00.000,2023-03-30 03:59:59.000
4645,ETHUSDT,1h,1809.02,1809.6,1802.12,1803.47,12499.24,2023-03-30 04:00:00.000,2023-03-30 04:59:59.000
4646,ETHUSDT,1h,1803.48,1805.84,1794.37,1794.61,9474.702,2023-03-30 05:00:00.000,2023-03-30 05:59:59.000
4647,ETHUSDT,1h,1794.61,1796.3,1782.71,1790.52,27225.99,2023-03-30 06:00:00.000,2023-03-30 06:59:59.000
4648,ETHUSDT,1h,1790.52,1800,1789.81,1793.07,13532.03,2023-03-30 07:00:00.000,2023-03-30 07:59:59.000
4649,ETHUSDT,1h,1793.06,1799.26,1776.43,1785.26,20939.41,2023-03-30 08:00:00.000,2023-03-30 08:59:59.000
4650,ETHUSDT,1h,1785.25,1794,1781.33,1791.09,26171.31,2023-03-30 09:00:00.000,2023-03-30 09:59:59.000
4651,ETHUSDT,1h,1791.09,1829.69,1790.47,1816.8,61455.45,2023-03-30 10:00:00.000,2023-03-30 10:59:59.000
4652,ETHUSDT,1h,1816.8,1817.84,1766.5,1787.66,78152.83,2023-03-30 11:00:00.000,2023-03-30 11:59:59.000
4653,ETHUSDT,1h,1787.66,1799.36,1785.52,1796.82,21351.82,2023-03-30 12:00:00.000,2023-03-30 12:59:59.000
4654,ETHUSDT,1h,1796.81,1798.29,1791,1797.13,12402.92,2023-03-30 13:00:00.000,2023-03-30 13:59:59.000
4655,ETHUSDT,1h,1797.13,1802.01,1792.8,1796.16,21874.85,2023-03-30 14:00:00.000,2023-03-30 14:59:59.000
4656,ETHUSDT,1h,1796.15,1813.27,1794.5,1806.47,23067.48,2023-03-30 15:00:00.000,2023-03-30 15:59:59.000
4657,ETHUSDT,1h,1806.46,1808.46,1798.37,1799.12,18099.29,2023-03-30 16:00:00.000,2023-03-30 16:59:59.000
4658,ETHUSDT,1h,1799.13,1801.53,1793.4,1800.63,14743.22,2023-03-30 17:00:00.000,2023-03-30 17:59:59.000
4659,ETHUSDT,1h,1800.64,1806,1798.27,1803.53,11582.38,2023-03-30 18:00:00.000,2023-03-30 18:59:59.000
4660,ETHUSDT,1h,1803.52,1807.27,1801.74,1804.62,11504.45,2023-03-30 19:00:00.000,2023-03-30 19:59:59.000
4661,ETHUSDT,1h,1804.62,1805.88,1797.05,1804.21,16682.88,2023-03-30 20:00:00.000,2023-03-30 20:59:59.000
4662,ETHUSDT,1h,1804.2,1804.95,1793.13,1797.69,18234.87,2023-03-30 21:00:00.000,2023-03-30 21:59:59.000
4663,ETHUSDT,1h,1797.69,1798.72,1786.5,1795.01,27531.96,2023-03-30 22:00:00.000,2023-03-30 22:59:59.000
4664,ETHUSDT,1h,1795,1796.61,1784.18,1789.42,27665.66,2023-03-30 23:00:00.000,2023-03-30 23:59:59.000
4665,ETHUSDT,1h,1789.41,1791.82,1778.64,1785.56,31185.22,2023-03-31 00:00:00.000,2023-03-31 00:59:59.000
4666,ETHUSDT,1h,1785.56,1787.42,1763,1770.18,40953.16,2023-03-31 01:00:00.000,2023-03-31 01:59:59.000
4667,ETHUSDT,1h,1770.19,1777.02,1767.21,1776.6,17891.6,2023-03-31 02:00:00.000,2023-03-31 02:59:59.000
4668,ETHUSDT,1h,1776.6,1784.2,1775.2,1781.62,13534.72,2023-03-31 03:00:00.000,2023-03-31 03:59:59.000
4669,ETHUSDT,1h,1781.63,1798.96,1779.1,1795.23,22030.79,2023-03-31 04:00:00.000,2023-03-31 04:59:59.000
4670,ETHUSDT,1h,1795.24,1797.68,1790.52,1792.8,12272.75,2023-03-31 05:00:00.000,2023-03-31 05:59:59.000
4671,ETHUSDT,1h,1792.79,1795.12,1782.11,1784.47,15354.06,2023-03-31 06:00:00.000,2023-03-31 06:59:59.000
4672,ETHUSDT,1h,1784.47,1800,1781.84,1793.61,15006.96,2023-03-31 07:00:00.000,2023-03-31 07:59:59.000
4673,ETHUSDT,1h,1793.6,1809.32,1789.42,1805.43,24915.35,2023-03-31 08:00:00.000,2023-03-31 08:59:59.000
4674,ETHUSDT,1h,1805.42,1817.99,1800,1802.35,28743.79,2023-03-31 09:00:00.000,2023-03-31 09:59:59.000
4675,ETHUSDT,1h,1802.35,1805.61,1799.39,1803.18,11827.33,2023-03-31 10:00:00.000,2023-03-31 10:59:59.000
4676,ETHUSDT,1h,1803.18,1808.72,1802.46,1803.22,11463.05,2023-03-31 11:00:00.000,2023-03-31 11:59:59.000
4677,ETHUSDT,1h,1803.23,1805.46,1799.96,1804.71,10624.09,2023-03-31 12:00:00.000,2023-03-31 12:59:59.000
4678,ETHUSDT,1h,1804.71,1808.5,1792.63,1796.62,13273.94,2023-03-31 13:00:00.000,2023-03-31 13:59:59.000
4679,ETHUSDT,1h,1796.61,1800,1795.05,1797.95,9957.9,2023-03-31 14:00:00.000,2023-03-31 14:59:59.000
4680,ETHUSDT,1h,1797.94,1799.02,1777.91,1795.23,35617.68,2023-03-31 15:00:00.000,2023-03-31 15:59:59.000
4681,ETHUSDT,1h,1795.23,1798.23,1786.17,1790,19260.73,2023-03-31 16:00:00.000,2023-03-31 16:59:59.000
4682,ETHUSDT,1h,1790,1794.57,1787.12,1790.16,12879.46,2023-03-31 17:00:00.000,2023-03-31 17:59:59.000
4683,ETHUSDT,1h,1790.16,1799.72,1789.29,1792.89,12925.66,2023-03-31 18:00:00.000,2023-03-31 18:59:59.000
4684,ETHUSDT,1h,1792.88,1795.97,1788.85,1792.89,13313.89,2023-03-31 19:00:00.000,2023-03-31 19:59:59.000
4685,ETHUSDT,1h,1792.9,1812.67,1790.56,1807.08,28675.02,2023-03-31 20:00:00.000,2023-03-31 20:59:59.000
4686,ETHUSDT,1h,1807.07,1840,1804.73,1826.3,71045.11,2023-03-31 21:00:00.000,2023-03-31 21:59:59.000
4687,ETHUSDT,1h,1826.3,1847.28,1825.01,1836.73,59859.17,2023-03-31 22:00:00.000,2023-03-31 22:59:59.000
4688,ETHUSDT,1h,1836.74,1842.28,1824.06,1830.6,40884.3,2023-03-31 23:00:00.000,2023-03-31 23:59:59.000
4689,ETHUSDT,1h,1830.6,1834.64,1819.04,1830.33,21192.62,2023-04-01 00:00:00.000,2023-04-01 00:59:59.000
4690,ETHUSDT,1h,1830.32,1832.06,1821.76,1825.53,17507.49,2023-04-01 01:00:00.000,2023-04-01 01:59:59.000
4691,ETHUSDT,1h,1825.53,1826.37,1821.01,1822.95,12191.32,2023-04-01 02:00:00.000,2023-04-01 02:59:59.000
4692,ETHUSDT,1h,1822.96,1831.71,1818.09,1829.22,30053.18,2023-04-01 03:00:00.000,2023-04-01 03:59:59.000
4693,ETHUSDT,1h,1829.23,1829.32,1813.95,1817.7,23232.3,2023-04-01 04:00:00.000,2023-04-01 04:59:59.000
4694,ETHUSDT,1h,1817.7,1828,1815.2,1824.26,15725.29,2023-04-01 05:00:00.000,2023-04-01 05:59:59.000
4695,ETHUSDT,1h,1824.26,1830.03,1822.11,1826.34,11066.33,2023-04-01 06:00:00.000,2023-04-01 06:59:59.000
4696,ETHUSDT,1h,1826.35,1826.72,1821.05,1821.52,18290.47,2023-04-01 07:00:00.000,2023-04-01 07:59:59.000
4697,ETHUSDT,1h,1821.52,1827.73,1819.61,1822.85,11574.68,2023-04-01 08:00:00.000,2023-04-01 08:59:59.000
4698,ETHUSDT,1h,1822.85,1834.32,1821.2,1833.43,12189,2023-04-01 09:00:00.000,2023-04-01 09:59:59.000
4699,ETHUSDT,1h,1833.43,1842.83,1824.07,1829.25,19487.46,2023-04-01 10:00:00.000,2023-04-01 10:59:59.000
4700,ETHUSDT,1h,1829.26,1829.68,1823.7,1825.99,7332.356,2023-04-01 11:00:00.000,2023-04-01 11:59:59.000
4701,ETHUSDT,1h,1825.99,1829.67,1824.4,1826.92,7221.11,2023-04-01 12:00:00.000,2023-04-01 12:59:59.000
4702,ETHUSDT,1h,1826.91,1827.31,1820.19,1825.58,10417.51,2023-04-01 13:00:00.000,2023-04-01 13:59:59.000
4703,ETHUSDT,1h,1825.58,1825.64,1812.12,1823.06,22064.65,2023-04-01 14:00:00.000,2023-04-01 14:59:59.000
4704,ETHUSDT,1h,1823.07,1826.23,1818.83,1823.46,12152.51,2023-04-01 15:00:00.000,2023-04-01 15:59:59.000
4705,ETHUSDT,1h,1823.47,1828.44,1821.07,1825.26,15199.78,2023-04-01 16:00:00.000,2023-04-01 16:59:59.000
4706,ETHUSDT,1h,1825.26,1828.32,1824.48,1824.48,8162.034,2023-04-01 17:00:00.000,2023-04-01 17:59:59.000
4707,ETHUSDT,1h,1824.48,1828.66,1822.25,1826.95,8210.893,2023-04-01 18:00:00.000,2023-04-01 18:59:59.000
4708,ETHUSDT,1h,1826.94,1828.64,1822.83,1824.04,12856.27,2023-04-01 19:00:00.000,2023-04-01 19:59:59.000
4709,ETHUSDT,1h,1824.04,1827.13,1822.44,1826.68,10797.33,2023-04-01 20:00:00.000,2023-04-01 20:59:59.000
4710,ETHUSDT,1h,1826.68,1826.69,1823.53,1825.28,9347.715,2023-04-01 21:00:00.000,2023-04-01 21:59:59.000
4711,ETHUSDT,1h,1825.29,1825.85,1814.51,1816.86,16963.43,2023-04-01 22:00:00.000,2023-04-01 22:59:59.000
4712,ETHUSDT,1h,1816.86,1821.97,1814.22,1820.38,13940.68,2023-04-01 23:00:00.000,2023-04-01 23:59:59.000
4713,ETHUSDT,1h,1820.38,1824.33,1807.81,1815.34,18603,2023-04-02 00:00:00.000,2023-04-02 00:59:59.000
4714,ETHUSDT,1h,1815.34,1819.09,1814.42,1816.83,11196.96,2023-04-02 01:00:00.000,2023-04-02 01:59:59.000
4715,ETHUSDT,1h,1816.83,1817.42,1812.29,1815.59,8416.008,2023-04-02 02:00:00.000,2023-04-02 02:59:59.000
4716,ETHUSDT,1h,1815.6,1816.22,1811.4,1814.76,6253.903,2023-04-02 03:00:00.000,2023-04-02 03:59:59.000
4717,ETHUSDT,1h,1814.76,1824.7,1814.47,1816.63,15722.25,2023-04-02 04:00:00.000,2023-04-02 04:59:59.000
4718,ETHUSDT,1h,1816.63,1822.55,1815.99,1820.7,4154.005,2023-04-02 05:00:00.000,2023-04-02 05:59:59.000
4719,ETHUSDT,1h,1820.7,1825.72,1819.63,1823.28,5891.487,2023-04-02 06:00:00.000,2023-04-02 06:59:59.000
4720,ETHUSDT,1h,1823.27,1824.54,1819.37,1820.79,4749.941,2023-04-02 07:00:00.000,2023-04-02 07:59:59.000
4721,ETHUSDT,1h,1820.8,1823.61,1812,1813.19,10673.27,2023-04-02 08:00:00.000,2023-04-02 08:59:59.000
4722,ETHUSDT,1h,1813.19,1816.95,1811.98,1811.99,8083.538,2023-04-02 09:00:00.000,2023-04-02 09:59:59.000
4723,ETHUSDT,1h,1811.98,1814.67,1809.73,1813.77,11371.83,2023-04-02 10:00:00.000,2023-04-02 10:59:59.000
4724,ETHUSDT,1h,1813.78,1818.87,1812.11,1817.68,7694.216,2023-04-02 11:00:00.000,2023-04-02 11:59:59.000
4725,ETHUSDT,1h,1817.68,1818.67,1813.42,1814.09,6475.632,2023-04-02 12:00:00.000,2023-04-02 12:59:59.000
4726,ETHUSDT,1h,1814.08,1822.56,1813.94,1821.87,10944.15,2023-04-02 13:00:00.000,2023-04-02 13:59:59.000
4727,ETHUSDT,1h,1821.86,1824.81,1819.01,1823.09,6658.255,2023-04-02 14:00:00.000,2023-04-02 14:59:59.000
4728,ETHUSDT,1h,1823.09,1824.32,1820.16,1820.6,10413.17,2023-04-02 15:00:00.000,2023-04-02 15:59:59.000
4729,ETHUSDT,1h,1820.59,1821.01,1816.34,1818.34,10099.77,2023-04-02 16:00:00.000,2023-04-02 16:59:59.000
4730,ETHUSDT,1h,1818.34,1823.66,1818.22,1821.72,9737.882,2023-04-02 17:00:00.000,2023-04-02 17:59:59.000
4731,ETHUSDT,1h,1821.73,1822.05,1816.78,1817.17,7339.795,2023-04-02 18:00:00.000,2023-04-02 18:59:59.000
4732,ETHUSDT,1h,1817.18,1819.24,1815.25,1817.42,7300.293,2023-04-02 19:00:00.000,2023-04-02 19:59:59.000
4733,ETHUSDT,1h,1817.42,1817.89,1810.2,1813.3,12890.13,2023-04-02 20:00:00.000,2023-04-02 20:59:59.000
4734,ETHUSDT,1h,1813.3,1819.91,1805.01,1813.93,25912.8,2023-04-02 21:00:00.000,2023-04-02 21:59:59.000
4735,ETHUSDT,1h,1813.93,1817,1811.41,1812.84,7707.404,2023-04-02 22:00:00.000,2023-04-02 22:59:59.000
