Sid,Symbol,Interval,OpenValue,LowValue,CloseValue,HighValue,VolumeValue,StartDateTime,EndDateTime
2938,ETHUSDT,1h,1571.41,1578.94,1565,1574.09,20451.79,2023-01-18 00:00:00.000,2023-01-18 00:59:59.000
2939,ETHUSDT,1h,1574.09,1581,1568.5,1579.1,23365.07,2023-01-18 01:00:00.000,2023-01-18 01:59:59.000
2940,ETHUSDT,1h,1579.1,1599.14,1575.86,1595.66,26781.03,2023-01-18 02:00:00.000,2023-01-18 02:59:59.000
2941,ETHUSDT,1h,1595.67,1596.55,1585.85,1588.85,17380.34,2023-01-18 03:00:00.000,2023-01-18 03:59:59.000
2942,ETHUSDT,1h,1588.86,1592.64,1578.25,1586.76,15603.2,2023-01-18 04:00:00.000,2023-01-18 04:59:59.000
2943,ETHUSDT,1h,1586.76,1587.88,1576.03,1580.85,11760.73,2023-01-18 05:00:00.000,2023-01-18 05:59:59.000
2944,ETHUSDT,1h,1580.86,1581.83,1571.9,1574.17,8016.178,2023-01-18 06:00:00.000,2023-01-18 06:59:59.000
2945,ETHUSDT,1h,1574.16,1578.53,1563.69,1565.57,18075.98,2023-01-18 07:00:00.000,2023-01-18 07:59:59.000
2946,ETHUSDT,1h,1565.56,1574.58,1562.93,1570.59,13596.59,2023-01-18 08:00:00.000,2023-01-18 08:59:59.000
2947,ETHUSDT,1h,1570.6,1581.44,1570.18,1581.09,13895.73,2023-01-18 09:00:00.000,2023-01-18 09:59:59.000
2948,ETHUSDT,1h,1581.09,1587.72,1570.44,1583.95,25015.99,2023-01-18 10:00:00.000,2023-01-18 10:59:59.000
2949,ETHUSDT,1h,1583.96,1592.01,1581.51,1582.01,20188.67,2023-01-18 11:00:00.000,2023-01-18 11:59:59.000
2950,ETHUSDT,1h,1582,1585.85,1578.86,1585.38,10783.14,2023-01-18 12:00:00.000,2023-01-18 12:59:59.000
2951,ETHUSDT,1h,1585.38,1588.72,1583.5,1587.26,11934.1,2023-01-18 13:00:00.000,2023-01-18 13:59:59.000
2952,ETHUSDT,1h,1587.26,1587.75,1580.3,1582.05,10383.34,2023-01-18 14:00:00.000,2023-01-18 14:59:59.000
2953,ETHUSDT,1h,1582.05,1584.1,1579.63,1583.14,15091.63,2023-01-18 15:00:00.000,2023-01-18 15:59:59.000
2954,ETHUSDT,1h,1583.14,1583.77,1571.57,1576.66,18081.04,2023-01-18 16:00:00.000,2023-01-18 16:59:59.000
2955,ETHUSDT,1h,1576.66,1582,1570.67,1578.47,15224.89,2023-01-18 17:00:00.000,2023-01-18 17:59:59.000
2956,ETHUSDT,1h,1578.48,1579.62,1572.27,1573.6,9872.69,2023-01-18 18:00:00.000,2023-01-18 18:59:59.000
2957,ETHUSDT,1h,1573.6,1578.41,1573.05,1575.9,6836.925,2023-01-18 19:00:00.000,2023-01-18 19:59:59.000
2958,ETHUSDT,1h,1575.9,1583.58,1575.9,1580.09,9517.826,2023-01-18 20:00:00.000,2023-01-18 20:59:59.000
2959,ETHUSDT,1h,1580.09,1599,1575.6,1594.24,52421.98,2023-01-18 21:00:00.000,2023-01-18 21:59:59.000
2960,ETHUSDT,1h,1594.23,1610,1586.92,1593.64,60405.35,2023-01-18 22:00:00.000,2023-01-18 22:59:59.000
2961,ETHUSDT,1h,1593.64,1602.7,1533.02,1549.75,109499.4,2023-01-18 23:00:00.000,2023-01-18 23:59:59.000
2962,ETHUSDT,1h,1549.63,1549.96,1501.39,1538.24,143546.1,2023-01-19 00:00:00.000,2023-01-19 00:59:59.000
2963,ETHUSDT,1h,1538.23,1566.88,1535,1541.58,84124.93,2023-01-19 01:00:00.000,2023-01-19 01:59:59.000
2964,ETHUSDT,1h,1541.58,1555,1536,1542.03,30509,2023-01-19 02:00:00.000,2023-01-19 02:59:59.000
2965,ETHUSDT,1h,1542.03,1549.1,1538.12,1541.96,13174.31,2023-01-19 03:00:00.000,2023-01-19 03:59:59.000
2966,ETHUSDT,1h,1541.96,1544.78,1516.55,1521.38,30763.22,2023-01-19 04:00:00.000,2023-01-19 04:59:59.000
2967,ETHUSDT,1h,1521.38,1532.46,1519.62,1528.46,13064.25,2023-01-19 05:00:00.000,2023-01-19 05:59:59.000
2968,ETHUSDT,1h,1528.46,1531.67,1517.39,1531.38,12766.04,2023-01-19 06:00:00.000,2023-01-19 06:59:59.000
2969,ETHUSDT,1h,1531.39,1533.28,1507.9,1511.43,21837.72,2023-01-19 07:00:00.000,2023-01-19 07:59:59.000
2970,ETHUSDT,1h,1511.44,1523.25,1509.15,1516.26,18982.55,2023-01-19 08:00:00.000,2023-01-19 08:59:59.000
2971,ETHUSDT,1h,1516.25,1523.8,1515.51,1518.14,9312.937,2023-01-19 09:00:00.000,2023-01-19 09:59:59.000
2972,ETHUSDT,1h,1518.15,1526.38,1513.91,1525.07,9716.077,2023-01-19 10:00:00.000,2023-01-19 10:59:59.000
2973,ETHUSDT,1h,1525.08,1528,1523.45,1524.82,6372.467,2023-01-19 11:00:00.000,2023-01-19 11:59:59.000
2974,ETHUSDT,1h,1524.82,1532.5,1524.82,1528.37,7071.48,2023-01-19 12:00:00.000,2023-01-19 12:59:59.000
2975,ETHUSDT,1h,1528.36,1532.06,1526.66,1528.14,3960.041,2023-01-19 13:00:00.000,2023-01-19 13:59:59.000
2976,ETHUSDT,1h,1528.14,1531.78,1525.12,1530.56,7205.384,2023-01-19 14:00:00.000,2023-01-19 14:59:59.000
2977,ETHUSDT,1h,1530.57,1532.38,1527.39,1528.65,5736.535,2023-01-19 15:00:00.000,2023-01-19 15:59:59.000
2978,ETHUSDT,1h,1528.65,1531.64,1526.09,1527.03,7159.766,2023-01-19 16:00:00.000,2023-01-19 16:59:59.000
2979,ETHUSDT,1h,1527.04,1528.59,1519.55,1527.58,10300.47,2023-01-19 17:00:00.000,2023-01-19 17:59:59.000
2980,ETHUSDT,1h,1527.58,1529.03,1522.2,1525.28,6087.287,2023-01-19 18:00:00.000,2023-01-19 18:59:59.000
2981,ETHUSDT,1h,1525.27,1525.37,1516.17,1519.61,12086.74,2023-01-19 19:00:00.000,2023-01-19 19:59:59.000
2982,ETHUSDT,1h,1519.6,1523.11,1513.33,1519.19,11231.28,2023-01-19 20:00:00.000,2023-01-19 20:59:59.000
2983,ETHUSDT,1h,1519.19,1528.23,1513.38,1525.07,20335.4,2023-01-19 21:00:00.000,2023-01-19 21:59:59.000
2984,ETHUSDT,1h,1525.07,1538.91,1519.54,1532.9,34537.65,2023-01-19 22:00:00.000,2023-01-19 22:59:59.000
2985,ETHUSDT,1h,1532.89,1547.86,1531.28,1533.09,27850.24,2023-01-19 23:00:00.000,2023-01-19 23:59:59.000
2986,ETHUSDT,1h,1533.09,1539.95,1530.78,1535.11,13534.85,2023-01-20 00:00:00.000,2023-01-20 00:59:59.000
2987,ETHUSDT,1h,1535.1,1541.61,1522.65,1529.37,16934.57,2023-01-20 01:00:00.000,2023-01-20 01:59:59.000
2988,ETHUSDT,1h,1529.38,1543.33,1528.01,1539.08,11574.91,2023-01-20 02:00:00.000,2023-01-20 02:59:59.000
2989,ETHUSDT,1h,1539.09,1554.52,1537.06,1551.95,20774.08,2023-01-20 03:00:00.000,2023-01-20 03:59:59.000
2990,ETHUSDT,1h,1551.95,1564.43,1551.94,1557.44,19952.45,2023-01-20 04:00:00.000,2023-01-20 04:59:59.000
2991,ETHUSDT,1h,1557.45,1560.12,1545,1545.01,12106.2,2023-01-20 05:00:00.000,2023-01-20 05:59:59.000
2992,ETHUSDT,1h,1545,1552.63,1544.27,1551.5,8937.775,2023-01-20 06:00:00.000,2023-01-20 06:59:59.000
2993,ETHUSDT,1h,1551.51,1555.66,1546.55,1551.09,6918.327,2023-01-20 07:00:00.000,2023-01-20 07:59:59.000
2994,ETHUSDT,1h,1551.09,1554.68,1546,1548.21,9966.808,2023-01-20 08:00:00.000,2023-01-20 08:59:59.000
2995,ETHUSDT,1h,1548.22,1558.21,1545.51,1556.18,8390.041,2023-01-20 09:00:00.000,2023-01-20 09:59:59.000
2996,ETHUSDT,1h,1556.18,1563.88,1553.61,1553.66,12407.66,2023-01-20 10:00:00.000,2023-01-20 10:59:59.000
2997,ETHUSDT,1h,1553.66,1556.12,1551.29,1554.54,4589.131,2023-01-20 11:00:00.000,2023-01-20 11:59:59.000
2998,ETHUSDT,1h,1554.55,1556.66,1545.98,1546.92,9126.303,2023-01-20 12:00:00.000,2023-01-20 12:59:59.000
2999,ETHUSDT,1h,1546.91,1551,1542.74,1547.12,10561.48,2023-01-20 13:00:00.000,2023-01-20 13:59:59.000
3000,ETHUSDT,1h,1547.11,1549.35,1543.35,1545.15,7548.024,2023-01-20 14:00:00.000,2023-01-20 14:59:59.000
3001,ETHUSDT,1h,1545.15,1553.18,1542.02,1550.33,12720.28,2023-01-20 15:00:00.000,2023-01-20 15:59:59.000
3002,ETHUSDT,1h,1550.32,1553.04,1545.26,1551.96,17744.68,2023-01-20 16:00:00.000,2023-01-20 16:59:59.000
3003,ETHUSDT,1h,1551.95,1555.85,1548.44,1552.55,8166.896,2023-01-20 17:00:00.000,2023-01-20 17:59:59.000
3004,ETHUSDT,1h,1552.55,1553.38,1548.44,1552.7,5157.168,2023-01-20 18:00:00.000,2023-01-20 18:59:59.000
3005,ETHUSDT,1h,1552.71,1554.01,1548.88,1549.49,4945.387,2023-01-20 19:00:00.000,2023-01-20 19:59:59.000
3006,ETHUSDT,1h,1549.48,1560.69,1549.02,1558.11,10813.48,2023-01-20 20:00:00.000,2023-01-20 20:59:59.000
3007,ETHUSDT,1h,1558.11,1562.7,1552.58,1554.16,8562.926,2023-01-20 21:00:00.000,2023-01-20 21:59:59.000
3008,ETHUSDT,1h,1554.17,1568,1551.44,1560.79,20702.27,2023-01-20 22:00:00.000,2023-01-20 22:59:59.000
3009,ETHUSDT,1h,1560.78,1569.9,1559.36,1563.69,15353.32,2023-01-20 23:00:00.000,2023-01-20 23:59:59.000
3010,ETHUSDT,1h,1563.69,1593.38,1561.61,1585.32,40180.94,2023-01-21 00:00:00.000,2023-01-21 00:59:59.000
3011,ETHUSDT,1h,1585.32,1596.55,1585.32,1592.02,24675.65,2023-01-21 01:00:00.000,2023-01-21 01:59:59.000
3012,ETHUSDT,1h,1592.03,1598.76,1583.66,1592,22812.85,2023-01-21 02:00:00.000,2023-01-21 02:59:59.000
3013,ETHUSDT,1h,1592,1601.53,1589,1600.49,19790.54,2023-01-21 03:00:00.000,2023-01-21 03:59:59.000
3014,ETHUSDT,1h,1600.49,1644.39,1600.48,1641.35,81252.22,2023-01-21 04:00:00.000,2023-01-21 04:59:59.000
3015,ETHUSDT,1h,1641.34,1650.95,1635.38,1636.83,27894.36,2023-01-21 05:00:00.000,2023-01-21 05:59:59.000
3016,ETHUSDT,1h,1636.83,1669.9,1635.97,1651.94,37783.62,2023-01-21 06:00:00.000,2023-01-21 06:59:59.000
3017,ETHUSDT,1h,1651.93,1662.48,1649.64,1658.52,19424.97,2023-01-21 07:00:00.000,2023-01-21 07:59:59.000
3018,ETHUSDT,1h,1658.53,1676.61,1653.21,1654.71,41929.55,2023-01-21 08:00:00.000,2023-01-21 08:59:59.000
3019,ETHUSDT,1h,1654.7,1658.17,1652.23,1652.26,15599.54,2023-01-21 09:00:00.000,2023-01-21 09:59:59.000
3020,ETHUSDT,1h,1652.25,1657,1642.6,1648.46,16476.13,2023-01-21 10:00:00.000,2023-01-21 10:59:59.000
3021,ETHUSDT,1h,1648.45,1650.34,1644.49,1648.8,9754.963,2023-01-21 11:00:00.000,2023-01-21 11:59:59.000
3022,ETHUSDT,1h,1648.81,1654.92,1647,1650.45,9497.224,2023-01-21 12:00:00.000,2023-01-21 12:59:59.000
3023,ETHUSDT,1h,1650.46,1650.46,1645.42,1646.02,7092.54,2023-01-21 13:00:00.000,2023-01-21 13:59:59.000
3024,ETHUSDT,1h,1646.03,1654.33,1645.04,1652.96,10127.61,2023-01-21 14:00:00.000,2023-01-21 14:59:59.000
3025,ETHUSDT,1h,1652.96,1654,1649.43,1651.19,8990.722,2023-01-21 15:00:00.000,2023-01-21 15:59:59.000
3026,ETHUSDT,1h,1651.2,1654.01,1646.2,1647.28,13574.46,2023-01-21 16:00:00.000,2023-01-21 16:59:59.000
3027,ETHUSDT,1h,1647.29,1665.48,1644.81,1662.28,28320.48,2023-01-21 17:00:00.000,2023-01-21 17:59:59.000
3028,ETHUSDT,1h,1662.28,1679.26,1616.21,1641.25,101287.1,2023-01-21 18:00:00.000,2023-01-21 18:59:59.000
3029,ETHUSDT,1h,1641.25,1650,1632.6,1647.04,19960.86,2023-01-21 19:00:00.000,2023-01-21 19:59:59.000
3030,ETHUSDT,1h,1647.04,1660,1645.31,1658.59,20043.09,2023-01-21 20:00:00.000,2023-01-21 20:59:59.000
3031,ETHUSDT,1h,1658.58,1658.59,1645.5,1650.54,15609.85,2023-01-21 21:00:00.000,2023-01-21 21:59:59.000
3032,ETHUSDT,1h,1650.54,1654,1646.72,1649.01,9528.69,2023-01-21 22:00:00.000,2023-01-21 22:59:59.000
3033,ETHUSDT,1h,1649.01,1667.29,1643.29,1647.26,35896.2,2023-01-21 23:00:00.000,2023-01-21 23:59:59.000
3034,ETHUSDT,1h,1647.27,1661.39,1645.84,1657.77,18836.57,2023-01-22 00:00:00.000,2023-01-22 00:59:59.000
3035,ETHUSDT,1h,1657.78,1661.49,1647.27,1655.34,18030.88,2023-01-22 01:00:00.000,2023-01-22 01:59:59.000
3036,ETHUSDT,1h,1655.34,1661.96,1649.88,1661.21,9682.141,2023-01-22 02:00:00.000,2023-01-22 02:59:59.000
3037,ETHUSDT,1h,1661.21,1668.88,1658.09,1663.19,13930.6,2023-01-22 03:00:00.000,2023-01-22 03:59:59.000
3038,ETHUSDT,1h,1663.18,1667.97,1654.13,1654.19,12146.11,2023-01-22 04:00:00.000,2023-01-22 04:59:59.000
3039,ETHUSDT,1h,1654.19,1664.57,1651.71,1663.27,10377.96,2023-01-22 05:00:00.000,2023-01-22 05:59:59.000
3040,ETHUSDT,1h,1663.26,1663.67,1625.99,1628.96,12751.22,2023-01-22 06:00:00.000,2023-01-22 06:59:59.000
3041,ETHUSDT,1h,1628.96,1643.9,1622.09,1626.66,34804.16,2023-01-22 07:00:00.000,2023-01-22 07:59:59.000
3042,ETHUSDT,1h,1626.65,1636.49,1622.55,1632.35,13924.63,2023-01-22 08:00:00.000,2023-01-22 08:59:59.000
3043,ETHUSDT,1h,1632.34,1633.13,1614.71,1623.89,23960.39,2023-01-22 09:00:00.000,2023-01-22 09:59:59.000
3044,ETHUSDT,1h,1623.88,1625.57,1604,1615.68,17542.44,2023-01-22 10:00:00.000,2023-01-22 10:59:59.000
3045,ETHUSDT,1h,1615.68,1622.85,1615.67,1622.5,11131.94,2023-01-22 11:00:00.000,2023-01-22 11:59:59.000
3046,ETHUSDT,1h,1622.51,1628.85,1620.77,1626.18,12456.3,2023-01-22 12:00:00.000,2023-01-22 12:59:59.000
3047,ETHUSDT,1h,1626.18,1631.09,1625.76,1627.73,12794.98,2023-01-22 13:00:00.000,2023-01-22 13:59:59.000
3048,ETHUSDT,1h,1627.72,1631.15,1626.5,1628.79,8155.976,2023-01-22 14:00:00.000,2023-01-22 14:59:59.000
3049,ETHUSDT,1h,1628.79,1630,1626.87,1627.08,7846.51,2023-01-22 15:00:00.000,2023-01-22 15:59:59.000
3050,ETHUSDT,1h,1627.07,1631.55,1620.83,1631.35,14179.81,2023-01-22 16:00:00.000,2023-01-22 16:59:59.000
3051,ETHUSDT,1h,1631.35,1631.85,1622.62,1624.92,13714.88,2023-01-22 17:00:00.000,2023-01-22 17:59:59.000
3052,ETHUSDT,1h,1624.92,1627.74,1620,1625.61,10884.7,2023-01-22 18:00:00.000,2023-01-22 18:59:59.000
3053,ETHUSDT,1h,1625.61,1628.33,1618.47,1624.57,9986.639,2023-01-22 19:00:00.000,2023-01-22 19:59:59.000
3054,ETHUSDT,1h,1624.57,1634.93,1620.18,1633.61,14592.64,2023-01-22 20:00:00.000,2023-01-22 20:59:59.000
3055,ETHUSDT,1h,1633.61,1638.84,1629.88,1632.01,12468.07,2023-01-22 21:00:00.000,2023-01-22 21:59:59.000
3056,ETHUSDT,1h,1632.01,1645.61,1630.77,1642.51,21972.69,2023-01-22 22:00:00.000,2023-01-22 22:59:59.000
3057,ETHUSDT,1h,1642.5,1650.51,1617.54,1635.51,48063.49,2023-01-22 23:00:00.000,2023-01-22 23:59:59.000
3058,ETHUSDT,1h,1635.5,1640.81,1629.61,1636.71,13393.7,2023-01-23 00:00:00.000,2023-01-23 00:59:59.000
3059,ETHUSDT,1h,1636.71,1663.89,1635.36,1656.63,32756.03,2023-01-23 01:00:00.000,2023-01-23 01:59:59.000
3060,ETHUSDT,1h,1656.64,1659.7,1646.02,1646.56,16107.62,2023-01-23 02:00:00.000,2023-01-23 02:59:59.000
3061,ETHUSDT,1h,1646.55,1648.14,1632.41,1635.1,16117.31,2023-01-23 03:00:00.000,2023-01-23 03:59:59.000
3062,ETHUSDT,1h,1635.11,1636.34,1607.06,1614.08,54704.36,2023-01-23 04:00:00.000,2023-01-23 04:59:59.000
3063,ETHUSDT,1h,1614.08,1630.12,1607.35,1627.58,22608.23,2023-01-23 05:00:00.000,2023-01-23 05:59:59.000
3064,ETHUSDT,1h,1627.58,1629.72,1620.79,1628.71,9453.541,2023-01-23 06:00:00.000,2023-01-23 06:59:59.000
3065,ETHUSDT,1h,1628.72,1632.93,1623.86,1627.44,12912.82,2023-01-23 07:00:00.000,2023-01-23 07:59:59.000
3066,ETHUSDT,1h,1627.43,1639.09,1625.68,1635.74,17220.46,2023-01-23 08:00:00.000,2023-01-23 08:59:59.000
3067,ETHUSDT,1h,1635.73,1642.19,1635.51,1635.64,13275.96,2023-01-23 09:00:00.000,2023-01-23 09:59:59.000
3068,ETHUSDT,1h,1635.65,1640.89,1635.64,1640.89,6955.814,2023-01-23 10:00:00.000,2023-01-23 10:59:59.000
3069,ETHUSDT,1h,1640.89,1642.58,1628.33,1630.41,11841.35,2023-01-23 11:00:00.000,2023-01-23 11:59:59.000
3070,ETHUSDT,1h,1630.41,1636.06,1628.41,1635.99,7977.185,2023-01-23 12:00:00.000,2023-01-23 12:59:59.000
3071,ETHUSDT,1h,1636,1636.73,1631.38,1632.2,6986.074,2023-01-23 13:00:00.000,2023-01-23 13:59:59.000
3072,ETHUSDT,1h,1632.19,1637.75,1631.16,1637.18,7149.217,2023-01-23 14:00:00.000,2023-01-23 14:59:59.000
3073,ETHUSDT,1h,1637.18,1638,1627.88,1633.3,12458.91,2023-01-23 15:00:00.000,2023-01-23 15:59:59.000
3074,ETHUSDT,1h,1633.31,1639.26,1630.72,1631.41,9554.004,2023-01-23 16:00:00.000,2023-01-23 16:59:59.000
3075,ETHUSDT,1h,1631.4,1635,1630.3,1634.75,7889.432,2023-01-23 17:00:00.000,2023-01-23 17:59:59.000
3076,ETHUSDT,1h,1634.76,1640,1633.51,1637.08,13436.88,2023-01-23 18:00:00.000,2023-01-23 18:59:59.000
3077,ETHUSDT,1h,1637.09,1638.07,1633.42,1636.67,10901.59,2023-01-23 19:00:00.000,2023-01-23 19:59:59.000
3078,ETHUSDT,1h,1636.66,1639.01,1630,1635.24,12737.57,2023-01-23 20:00:00.000,2023-01-23 20:59:59.000
3079,ETHUSDT,1h,1635.25,1636.68,1613.48,1622.57,27050.56,2023-01-23 21:00:00.000,2023-01-23 21:59:59.000
3080,ETHUSDT,1h,1622.57,1648.09,1585.29,1599.13,59869.07,2023-01-23 22:00:00.000,2023-01-23 22:59:59.000
3081,ETHUSDT,1h,1598.92,1626.35,1594.61,1620.85,46998.02,2023-01-23 23:00:00.000,2023-01-23 23:59:59.000
3082,ETHUSDT,1h,1620.84,1625.76,1612.38,1619.82,22345.24,2023-01-24 00:00:00.000,2023-01-24 00:59:59.000
3083,ETHUSDT,1h,1619.83,1629.28,1615.29,1629.02,19807.99,2023-01-24 01:00:00.000,2023-01-24 01:59:59.000
3084,ETHUSDT,1h,1629.03,1640.49,1626.06,1628.85,26815.54,2023-01-24 02:00:00.000,2023-01-24 02:59:59.000
3085,ETHUSDT,1h,1628.85,1630.57,1610.04,1619.88,27357.84,2023-01-24 03:00:00.000,2023-01-24 03:59:59.000
3086,ETHUSDT,1h,1619.89,1635.26,1618.65,1634.8,13128.47,2023-01-24 04:00:00.000,2023-01-24 04:59:59.000
3087,ETHUSDT,1h,1634.8,1635.5,1629.53,1631.84,9298.675,2023-01-24 05:00:00.000,2023-01-24 05:59:59.000
3088,ETHUSDT,1h,1631.84,1635.75,1622.13,1627.47,8959.692,2023-01-24 06:00:00.000,2023-01-24 06:59:59.000
3089,ETHUSDT,1h,1627.47,1630.48,1624.72,1626.29,7251.571,2023-01-24 07:00:00.000,2023-01-24 07:59:59.000
3090,ETHUSDT,1h,1626.28,1633.97,1622.8,1631.87,12071.39,2023-01-24 08:00:00.000,2023-01-24 08:59:59.000
3091,ETHUSDT,1h,1631.87,1638.62,1627.45,1637.89,13875.51,2023-01-24 09:00:00.000,2023-01-24 09:59:59.000
3092,ETHUSDT,1h,1637.89,1641.46,1635.18,1635.18,12921.86,2023-01-24 10:00:00.000,2023-01-24 10:59:59.000
3093,ETHUSDT,1h,1635.19,1639.42,1633.25,1639.01,9169.533,2023-01-24 11:00:00.000,2023-01-24 11:59:59.000
3094,ETHUSDT,1h,1639.02,1640.78,1635.39,1636.47,9205.771,2023-01-24 12:00:00.000,2023-01-24 12:59:59.000
3095,ETHUSDT,1h,1636.46,1639.28,1634.38,1637.99,11143.08,2023-01-24 13:00:00.000,2023-01-24 13:59:59.000
3096,ETHUSDT,1h,1638,1638.54,1635.15,1636.47,7300.18,2023-01-24 14:00:00.000,2023-01-24 14:59:59.000
3097,ETHUSDT,1h,1636.47,1636.96,1633.25,1635.77,9369.305,2023-01-24 15:00:00.000,2023-01-24 15:59:59.000
3098,ETHUSDT,1h,1635.77,1637.28,1634.47,1634.81,7071.865,2023-01-24 16:00:00.000,2023-01-24 16:59:59.000
3099,ETHUSDT,1h,1634.81,1635.28,1614.39,1617.94,38521.34,2023-01-24 17:00:00.000,2023-01-24 17:59:59.000
3100,ETHUSDT,1h,1617.93,1626.17,1617.14,1623,12039.99,2023-01-24 18:00:00.000,2023-01-24 18:59:59.000
3101,ETHUSDT,1h,1623.01,1626.58,1622.02,1625.6,7891.961,2023-01-24 19:00:00.000,2023-01-24 19:59:59.000
3102,ETHUSDT,1h,1625.59,1632.12,1622.22,1627.34,9920.665,2023-01-24 20:00:00.000,2023-01-24 20:59:59.000
3103,ETHUSDT,1h,1627.34,1630.76,1612.83,1617.14,18600.24,2023-01-24 21:00:00.000,2023-01-24 21:59:59.000
3104,ETHUSDT,1h,1617.14,1622.48,1604,1613.4,41583.72,2023-01-24 22:00:00.000,2023-01-24 22:59:59.000
3105,ETHUSDT,1h,1613.4,1621.6,1606.88,1620.58,17561.46,2023-01-24 23:00:00.000,2023-01-24 23:59:59.000
3106,ETHUSDT,1h,1620.57,1621.87,1612,1614.34,16965.35,2023-01-25 00:00:00.000,2023-01-25 00:59:59.000
3107,ETHUSDT,1h,1614.35,1617.6,1606.48,1616.17,16402.81,2023-01-25 01:00:00.000,2023-01-25 01:59:59.000
3108,ETHUSDT,1h,1616.18,1624.3,1613.42,1619.87,13887.09,2023-01-25 02:00:00.000,2023-01-25 02:59:59.000
3109,ETHUSDT,1h,1619.88,1624.31,1618.17,1622.41,7858.85,2023-01-25 03:00:00.000,2023-01-25 03:59:59.000
3110,ETHUSDT,1h,1622.42,1624.45,1608,1615.26,13670.27,2023-01-25 04:00:00.000,2023-01-25 04:59:59.000
3111,ETHUSDT,1h,1615.27,1621.5,1588.8,1599.01,31013.99,2023-01-25 05:00:00.000,2023-01-25 05:59:59.000
3112,ETHUSDT,1h,1599,1601.77,1535,1562.16,77703.64,2023-01-25 06:00:00.000,2023-01-25 06:59:59.000
3113,ETHUSDT,1h,1562.17,1565.27,1544.69,1555.97,46525.46,2023-01-25 07:00:00.000,2023-01-25 07:59:59.000
3114,ETHUSDT,1h,1555.97,1557,1541.53,1548.88,42208.85,2023-01-25 08:00:00.000,2023-01-25 08:59:59.000
3115,ETHUSDT,1h,1548.89,1550.47,1518,1535,67088.11,2023-01-25 09:00:00.000,2023-01-25 09:59:59.000
3116,ETHUSDT,1h,1534.99,1543.06,1534.21,1540.87,13866.25,2023-01-25 10:00:00.000,2023-01-25 10:59:59.000
3117,ETHUSDT,1h,1540.87,1546.88,1540.28,1546.63,12655.79,2023-01-25 11:00:00.000,2023-01-25 11:59:59.000
3118,ETHUSDT,1h,1546.63,1549.01,1545.83,1546.17,9355.408,2023-01-25 12:00:00.000,2023-01-25 12:59:59.000
3119,ETHUSDT,1h,1546.17,1551.74,1545.2,1549.14,10814.55,2023-01-25 13:00:00.000,2023-01-25 13:59:59.000
3120,ETHUSDT,1h,1549.14,1557.03,1546.27,1555.16,16870.05,2023-01-25 14:00:00.000,2023-01-25 14:59:59.000
3121,ETHUSDT,1h,1555.16,1558.91,1553.42,1553.81,12984.08,2023-01-25 15:00:00.000,2023-01-25 15:59:59.000
3122,ETHUSDT,1h,1553.82,1556.8,1550,1551.1,10917.66,2023-01-25 16:00:00.000,2023-01-25 16:59:59.000
3123,ETHUSDT,1h,1551.1,1552,1540.91,1545.63,18720.26,2023-01-25 17:00:00.000,2023-01-25 17:59:59.000
3124,ETHUSDT,1h,1545.62,1547.83,1538.59,1547.13,16549.32,2023-01-25 18:00:00.000,2023-01-25 18:59:59.000
3125,ETHUSDT,1h,1547.14,1549.28,1543.81,1545.49,10875.48,2023-01-25 19:00:00.000,2023-01-25 19:59:59.000
3126,ETHUSDT,1h,1545.5,1562.71,1545.44,1560.14,27377.04,2023-01-25 20:00:00.000,2023-01-25 20:59:59.000
3127,ETHUSDT,1h,1560.13,1566.58,1553.5,1554.68,25274.98,2023-01-25 21:00:00.000,2023-01-25 21:59:59.000
3128,ETHUSDT,1h,1554.68,1555.7,1533.75,1536.48,40945.57,2023-01-25 22:00:00.000,2023-01-25 22:59:59.000
3129,ETHUSDT,1h,1536.48,1546.18,1525,1543.95,35670.27,2023-01-25 23:00:00.000,2023-01-25 23:59:59.000
3130,ETHUSDT,1h,1543.95,1552.66,1541.39,1548.97,20502.4,2023-01-26 00:00:00.000,2023-01-26 00:59:59.000
3131,ETHUSDT,1h,1548.96,1553.66,1545.14,1548.7,11854.37,2023-01-26 01:00:00.000,2023-01-26 01:59:59.000
3132,ETHUSDT,1h,1548.71,1556,1547.99,1555.54,13845.63,2023-01-26 02:00:00.000,2023-01-26 02:59:59.000
3133,ETHUSDT,1h,1555.54,1562.18,1554.1,1561.48,15106.03,2023-01-26 03:00:00.000,2023-01-26 03:59:59.000
3134,ETHUSDT,1h,1561.49,1583.6,1561.48,1580.69,35374.8,2023-01-26 04:00:00.000,2023-01-26 04:59:59.000
3135,ETHUSDT,1h,1580.69,1624.13,1571.29,1618.18,57333.15,2023-01-26 05:00:00.000,2023-01-26 05:59:59.000
3136,ETHUSDT,1h,1618.19,1641,1575,1585.95,75954.45,2023-01-26 06:00:00.000,2023-01-26 06:59:59.000
3137,ETHUSDT,1h,1585.95,1617.72,1580.54,1611.94,44330.43,2023-01-26 07:00:00.000,2023-01-26 07:59:59.000
3138,ETHUSDT,1h,1611.95,1632.84,1610.63,1628.97,32266.26,2023-01-26 08:00:00.000,2023-01-26 08:59:59.000
3139,ETHUSDT,1h,1628.97,1629.64,1615.08,1616.72,25586.56,2023-01-26 09:00:00.000,2023-01-26 09:59:59.000
3140,ETHUSDT,1h,1616.72,1622.4,1610.14,1613.89,18580.46,2023-01-26 10:00:00.000,2023-01-26 10:59:59.000
