Date,Open,High,Low,Close,Volume
2022/12/30 16:21, 14120.00, 14124.00, 14081.00, 14097.00, 13932
2022/12/30 17:42, 14097.00, 14109.00, 14090.00, 14102.00, 4544
2022/12/30 19:03, 14103.00, 14132.00, 14095.00, 14124.00, 6305
2022/12/30 20:24, 14123.00, 14132.00, 14110.00, 14113.00, 4179
2022/12/30 21:45, 14113.00, 14113.00, 14067.00, 14080.00, 11441
2022/12/30 23:06, 14080.00, 14110.00, 14050.00, 14060.00, 20986
2022/12/31 00:27, 14060.00, 14089.00, 14043.00, 14046.00, 15551
2022/12/31 01:48, 14046.00, 14054.00, 14021.00, 14050.00, 12666
2022/12/31 03:09, 14050.00, 14053.00, 14005.00, 14026.00, 6951
2022/12/31 04:30, 14026.00, 14085.00, 14021.00, 14072.00, 6581
2022/12/31 05:00, 14070.00, 14130.00, 14068.00, 14100.00, 7101
2023/01/03 10:06, 14064.00, 14064.00, 13952.00, 14027.00, 79259
2023/01/03 11:27, 14028.00, 14184.00, 14019.00, 14167.00, 64385
2023/01/03 12:48, 14167.00, 14246.00, 14165.00, 14241.00, 32852
2023/01/03 13:45, 14242.00, 14247.00, 14216.00, 14230.00, 17686
2023/01/03 16:21, 14227.00, 14277.00, 14207.00, 14267.00, 14468
2023/01/03 17:42, 14267.00, 14309.00, 14262.00, 14302.00, 12308
2023/01/03 19:03, 14303.00, 14315.00, 14286.00, 14296.00, 7592
2023/01/03 20:24, 14298.00, 14299.00, 14226.00, 14251.00, 14062
2023/01/03 21:45, 14251.00, 14269.00, 14231.00, 14259.00, 11560
2023/01/03 23:06, 14259.00, 14304.00, 14210.00, 14228.00, 29757
2023/01/04 00:27, 14228.00, 14241.00, 14174.00, 14194.00, 31513
2023/01/04 01:48, 14194.00, 14197.00, 14148.00, 14150.00, 15711
2023/01/04 03:09, 14150.00, 14185.00, 14146.00, 14175.00, 5319
2023/01/04 04:30, 14174.00, 14217.00, 14150.00, 14192.00, 5841
2023/01/04 05:00, 14192.00, 14202.00, 14186.00, 14190.00, 1635
2023/01/04 10:06, 14199.00, 14271.00, 14180.00, 14242.00, 56675
2023/01/04 11:27, 14244.00, 14253.00, 14204.00, 14238.00, 24277
2023/01/04 12:48, 14239.00, 14239.00, 14187.00, 14204.00, 19570
2023/01/04 13:45, 14205.00, 14245.00, 14203.00, 14209.00, 14250
2023/01/04 16:21, 14207.00, 14261.00, 14204.00, 14258.00, 8511
2023/01/04 17:42, 14257.00, 14268.00, 14234.00, 14241.00, 8685
2023/01/04 19:03, 14240.00, 14254.00, 14228.00, 14240.00, 5386
2023/01/04 20:24, 14240.00, 14252.00, 14233.00, 14239.00, 4292
2023/01/04 21:45, 14238.00, 14267.00, 14223.00, 14261.00, 9623
2023/01/04 23:06, 14261.00, 14304.00, 14242.00, 14243.00, 33437
2023/01/05 00:27, 14243.00, 14293.00, 14211.00, 14287.00, 28188
2023/01/05 01:48, 14288.00, 14343.00, 14286.00, 14340.00, 17202
2023/01/05 03:09, 14341.00, 14348.00, 14289.00, 14316.00, 12578
2023/01/05 04:30, 14315.00, 14350.00, 14282.00, 14326.00, 11157
2023/01/05 05:00, 14326.00, 14332.00, 14306.00, 14328.00, 2459
2023/01/05 10:06, 14325.00, 14375.00, 14268.00, 14272.00, 68434
2023/01/05 11:27, 14271.00, 14299.00, 14259.00, 14281.00, 30589
2023/01/05 12:48, 14282.00, 14284.00, 14239.00, 14268.00, 21808
2023/01/05 13:45, 14268.00, 14290.00, 14261.00, 14289.00, 13981
2023/01/05 16:21, 14277.00, 14285.00, 14261.00, 14277.00, 7527
2023/01/05 17:42, 14276.00, 14307.00, 14272.00, 14302.00, 8408
2023/01/05 19:03, 14302.00, 14322.00, 14293.00, 14319.00, 7134
2023/01/05 20:24, 14318.00, 14330.00, 14308.00, 14316.00, 5594
2023/01/05 21:45, 14316.00, 14324.00, 14257.00, 14270.00, 16752
2023/01/05 23:06, 14271.00, 14275.00, 14223.00, 14243.00, 28261
2023/01/06 00:27, 14243.00, 14274.00, 14226.00, 14235.00, 19060
2023/01/06 01:48, 14234.00, 14261.00, 14234.00, 14248.00, 6431
2023/01/06 03:09, 14247.00, 14277.00, 14228.00, 14266.00, 6710
2023/01/06 04:30, 14266.00, 14274.00, 14237.00, 14247.00, 3063
2023/01/06 05:00, 14246.00, 14254.00, 14235.00, 14238.00, 1629
2023/01/06 10:06, 14274.00, 14346.00, 14274.00, 14312.00, 53178
2023/01/06 11:27, 14312.00, 14390.00, 14290.00, 14387.00, 40230
2023/01/06 12:48, 14387.00, 14404.00, 14368.00, 14369.00, 22576
2023/01/06 13:45, 14369.00, 14385.00, 14355.00, 14366.00, 14288
2023/01/06 16:21, 14361.00, 14383.00, 14340.00, 14353.00, 9728
2023/01/06 17:42, 14353.00, 14357.00, 14335.00, 14340.00, 5391
2023/01/06 19:03, 14341.00, 14371.00, 14340.00, 14353.00, 5799
2023/01/06 20:24, 14353.00, 14369.00, 14348.00, 14357.00, 3881
2023/01/06 21:45, 14358.00, 14426.00, 14324.00, 14404.00, 27157
2023/01/06 23:06, 14406.00, 14444.00, 14367.00, 14407.00, 44638
2023/01/07 00:27, 14406.00, 14508.00, 14402.00, 14500.00, 34107
2023/01/07 01:48, 14500.00, 14559.00, 14496.00, 14540.00, 17219
2023/01/07 03:09, 14540.00, 14568.00, 14529.00, 14566.00, 6056
2023/01/07 04:30, 14566.00, 14619.00, 14565.00, 14600.00, 8228
2023/01/07 05:00, 14599.00, 14608.00, 14578.00, 14591.00, 3350
2023/01/09 10:06, 14619.00, 14665.00, 14582.00, 14655.00, 66555
2023/01/09 11:27, 14655.00, 14679.00, 14636.00, 14675.00, 21888
2023/01/09 12:48, 14675.00, 14733.00, 14674.00, 14727.00, 19692
2023/01/09 13:45, 14729.00, 14771.00, 14719.00, 14768.00, 17980
2023/01/09 16:21, 14760.00, 14765.00, 14731.00, 14746.00, 8898
2023/01/09 17:42, 14746.00, 14809.00, 14743.00, 14808.00, 11198
2023/01/09 19:03, 14809.00, 14825.00, 14783.00, 14802.00, 10686
2023/01/09 20:24, 14802.00, 14807.00, 14786.00, 14804.00, 3815
2023/01/09 21:45, 14804.00, 14832.00, 14793.00, 14821.00, 10995
2023/01/09 23:06, 14822.00, 14892.00, 14810.00, 14880.00, 25912
2023/01/10 00:27, 14880.00, 14902.00, 14842.00, 14899.00, 20204
2023/01/10 01:48, 14899.00, 14900.00, 14855.00, 14861.00, 7038
2023/01/10 03:09, 14860.00, 14877.00, 14801.00, 14831.00, 8822
2023/01/10 04:30, 14830.00, 14845.00, 14778.00, 14792.00, 7258
2023/01/10 05:00, 14792.00, 14794.00, 14768.00, 14781.00, 2967
2023/01/10 10:06, 14748.00, 14829.00, 14738.00, 14812.00, 50253
2023/01/10 11:27, 14811.00, 14815.00, 14735.00, 14768.00, 33017
2023/01/10 12:48, 14769.00, 14802.00, 14758.00, 14780.00, 16956
2023/01/10 13:45, 14781.00, 14824.00, 14772.00, 14810.00, 14404
2023/01/10 16:21, 14801.00, 14826.00, 14789.00, 14817.00, 7466
2023/01/10 17:42, 14818.00, 14852.00, 14818.00, 14840.00, 9824
2023/01/10 19:03, 14840.00, 14857.00, 14832.00, 14840.00, 5023
2023/01/10 20:24, 14841.00, 14842.00, 14784.00, 14797.00, 10678
2023/01/10 21:45, 14797.00, 14822.00, 14783.00, 14801.00, 9671
2023/01/10 23:06, 14801.00, 14873.00, 14800.00, 14831.00, 29773
2023/01/11 00:27, 14831.00, 14864.00, 14797.00, 14833.00, 20992
2023/01/11 01:48, 14834.00, 14850.00, 14817.00, 14844.00, 5213
2023/01/11 03:09, 14844.00, 14866.00, 14838.00, 14865.00, 3339
2023/01/11 04:30, 14865.00, 14872.00, 14836.00, 14852.00, 3219
2023/01/11 05:00, 14852.00, 14864.00, 14847.00, 14862.00, 1224
2023/01/11 10:06, 14862.00, 14884.00, 14784.00, 14811.00, 51102
2023/01/11 11:27, 14811.00, 14811.00, 14746.00, 14763.00, 29303
2023/01/11 12:48, 14762.00, 14792.00, 14760.00, 14778.00, 16680
2023/01/11 13:45, 14778.00, 14803.00, 14774.00, 14791.00, 13828
2023/01/11 16:21, 14778.00, 14778.00, 14713.00, 14763.00, 14617
2023/01/11 17:42, 14763.00, 14790.00, 14749.00, 14783.00, 7641
2023/01/11 19:03, 14783.00, 14795.00, 14771.00, 14777.00, 4897
2023/01/11 20:24, 14777.00, 14788.00, 14758.00, 14767.00, 5515
2023/01/11 21:45, 14767.00, 14798.00, 14763.00, 14797.00, 6980
2023/01/11 23:06, 14797.00, 14844.00, 14797.00, 14831.00, 22308
2023/01/12 00:27, 14833.00, 14836.00, 14789.00, 14825.00, 15281
2023/01/12 01:48, 14824.00, 14838.00, 14816.00, 14830.00, 5522
2023/01/12 03:09, 14829.00, 14858.00, 14818.00, 14847.00, 5746
2023/01/12 04:30, 14847.00, 14872.00, 14844.00, 14865.00, 3117
2023/01/12 05:00, 14866.00, 14866.00, 14846.00, 14857.00, 1560
2023/01/12 10:06, 14829.00, 14840.00, 14779.00, 14784.00, 43123
