Sid,Symbol,HighValue,LowValue,OpenValue,CloseValue,Volumn,Period,StartTime,EndTime,StartPoint,HistroyHigh,NewHigh,PeriodLow,HistoryLow,NewLow,PeriodHigh,PeriodMean,Buy,BuyInv,BuyWinRate,BuyInvWinRate
14070,ETHUSDT,436.74,432.48,432.65,436.39,22231.22,4h,2018-07-14 20:00:00.000,2018-07-14 23:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
14071,ETHUSDT,439.24,431.13,436.4,434.92,27383.68,4h,2018-07-15 00:00:00.000,2018-07-15 03:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
14072,ETHUSDT,440,430.3,434.91,433.19,16507.35,4h,2018-07-15 04:00:00.000,2018-07-15 07:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
14073,ETHUSDT,433.98,430.52,433.2,433.5,16253.06,4h,2018-07-15 08:00:00.000,2018-07-15 11:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
14074,ETHUSDT,437.48,433.12,433.41,436.71,28411.02,4h,2018-07-15 12:00:00.000,2018-07-15 15:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
14075,ETHUSDT,448.45,436.16,436.66,447.09,22227.5,4h,2018-07-15 16:00:00.000,2018-07-15 19:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
14076,ETHUSDT,452.99,443.65,447.08,452.96,31359.28,4h,2018-07-15 20:00:00.000,2018-07-15 23:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
14077,ETHUSDT,455,448,452.86,450.19,25239.82,4h,2018-07-16 00:00:00.000,2018-07-16 03:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
14078,ETHUSDT,453.65,447.66,450.09,449.78,16924.59,4h,2018-07-16 04:00:00.000,2018-07-16 07:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
14079,ETHUSDT,451.77,444.03,449.79,447.58,18770.8,4h,2018-07-16 08:00:00.000,2018-07-16 11:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
14080,ETHUSDT,456.23,446.25,447.67,452.82,25189.11,4h,2018-07-16 12:00:00.000,2018-07-16 15:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
14081,ETHUSDT,477.68,451.84,452.87,473.58,42812.99,4h,2018-07-16 16:00:00.000,2018-07-16 19:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
14082,ETHUSDT,476.99,470.1,473.5,473.6,35166.45,4h,2018-07-16 20:00:00.000,2018-07-16 23:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
14083,ETHUSDT,480,471.97,473.65,477.88,27925.65,4h,2018-07-17 00:00:00.000,2018-07-17 03:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
14084,ETHUSDT,480.57,473.87,478.22,478.49,22575.71,4h,2018-07-17 04:00:00.000,2018-07-17 07:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
14085,ETHUSDT,481.03,475.56,478.49,479.95,25005.25,4h,2018-07-17 08:00:00.000,2018-07-17 11:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
14086,ETHUSDT,482.38,470.22,479.92,473.99,27632.28,4h,2018-07-17 12:00:00.000,2018-07-17 15:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
14087,ETHUSDT,475.99,465.53,473.82,466.67,25774.63,4h,2018-07-17 16:00:00.000,2018-07-17 19:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
14088,ETHUSDT,473.78,465.29,467.04,473.16,33733.75,4h,2018-07-17 20:00:00.000,2018-07-17 23:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
14089,ETHUSDT,512,470.06,472.98,498.47,71916.34,4h,2018-07-18 00:00:00.000,2018-07-18 03:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
14090,ETHUSDT,504.63,497.95,498.47,498.76,31255.82,4h,2018-07-18 04:00:00.000,2018-07-18 07:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
14091,ETHUSDT,515.47,498.39,498.89,505.04,37044.69,4h,2018-07-18 08:00:00.000,2018-07-18 11:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
14092,ETHUSDT,506.58,500.59,505.1,504.11,34841.68,4h,2018-07-18 12:00:00.000,2018-07-18 15:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
14093,ETHUSDT,504.5,494.21,504.11,497.87,35248.07,4h,2018-07-18 16:00:00.000,2018-07-18 19:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
14094,ETHUSDT,501,488.5,497.88,493.99,41440.3,4h,2018-07-18 20:00:00.000,2018-07-18 23:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
14095,ETHUSDT,499.5,481,493.96,483.35,43549.19,4h,2018-07-19 00:00:00.000,2018-07-19 03:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
14096,ETHUSDT,483.73,468.01,483.72,479.41,44013.88,4h,2018-07-19 04:00:00.000,2018-07-19 07:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
14097,ETHUSDT,479.49,469.02,479.4,474.27,28944.66,4h,2018-07-19 08:00:00.000,2018-07-19 11:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
14098,ETHUSDT,478.69,473.58,474.12,476.39,25091.84,4h,2018-07-19 12:00:00.000,2018-07-19 15:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
14099,ETHUSDT,481.17,475,476.26,479.89,24047.45,4h,2018-07-19 16:00:00.000,2018-07-19 19:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
14100,ETHUSDT,484.15,465.79,480.27,468.43,42054.33,4h,2018-07-19 20:00:00.000,2018-07-19 23:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
14101,ETHUSDT,472.89,462.57,468.43,467.85,31890.05,4h,2018-07-20 00:00:00.000,2018-07-20 03:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
14102,ETHUSDT,478.18,466,467.46,468.57,19279.73,4h,2018-07-20 04:00:00.000,2018-07-20 07:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
14103,ETHUSDT,469.01,458.59,468.7,466.59,27308.75,4h,2018-07-20 08:00:00.000,2018-07-20 11:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
14104,ETHUSDT,466.98,451.93,466.59,459.76,29571.97,4h,2018-07-20 12:00:00.000,2018-07-20 15:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
14105,ETHUSDT,469.48,459,459.76,465.16,29610.35,4h,2018-07-20 16:00:00.000,2018-07-20 19:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
14106,ETHUSDT,466.18,457.18,465.42,458.24,22069.73,4h,2018-07-20 20:00:00.000,2018-07-20 23:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
14107,ETHUSDT,471.02,444.51,457.92,445.71,38197.6,4h,2018-07-21 00:00:00.000,2018-07-21 03:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
14108,ETHUSDT,450.33,440,445.51,449.04,14114.98,4h,2018-07-21 04:00:00.000,2018-07-21 07:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
14109,ETHUSDT,455.53,441.18,449.04,454.7,15976.73,4h,2018-07-21 08:00:00.000,2018-07-21 11:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
14110,ETHUSDT,464.51,452.38,454.7,459.6,13955.75,4h,2018-07-21 12:00:00.000,2018-07-21 15:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
14111,ETHUSDT,463.54,450.28,459.6,457.05,13281.27,4h,2018-07-21 16:00:00.000,2018-07-21 19:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
14112,ETHUSDT,467.43,454.99,457.05,466.2,10924.4,4h,2018-07-21 20:00:00.000,2018-07-21 23:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
14113,ETHUSDT,468.97,461.79,466,465.98,12770.42,4h,2018-07-22 00:00:00.000,2018-07-22 03:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
14114,ETHUSDT,468.97,460.23,465.98,460.23,7351.074,4h,2018-07-22 04:00:00.000,2018-07-22 07:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
14115,ETHUSDT,467.26,455.48,460.23,460.67,9707.767,4h,2018-07-22 08:00:00.000,2018-07-22 11:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
14116,ETHUSDT,464.44,459.6,460.84,461.1,6353.411,4h,2018-07-22 12:00:00.000,2018-07-22 15:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
14117,ETHUSDT,464.96,460.77,461.1,463.9,7916.335,4h,2018-07-22 16:00:00.000,2018-07-22 19:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
14118,ETHUSDT,472.2,462.96,463.89,468.61,16658.21,4h,2018-07-22 20:00:00.000,2018-07-22 23:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
14119,ETHUSDT,469.77,460.88,468.78,464,9537.243,4h,2018-07-23 00:00:00.000,2018-07-23 03:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
14120,ETHUSDT,467.06,454.19,464.08,457.47,10511.93,4h,2018-07-23 04:00:00.000,2018-07-23 07:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
14121,ETHUSDT,468.47,455,457.47,465.98,13672.32,4h,2018-07-23 08:00:00.000,2018-07-23 11:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
14122,ETHUSDT,469.82,464.26,465.83,465.61,13792.19,4h,2018-07-23 12:00:00.000,2018-07-23 15:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
14123,ETHUSDT,466.23,458.84,465.61,462.7,25458.39,4h,2018-07-23 16:00:00.000,2018-07-23 19:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
14124,ETHUSDT,464.98,460.19,462.48,463.49,15676.87,4h,2018-07-23 20:00:00.000,2018-07-23 23:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
14125,ETHUSDT,464.97,450.16,463.44,451.27,24491.4,4h,2018-07-24 00:00:00.000,2018-07-24 03:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
14126,ETHUSDT,452.96,447.11,451.27,450.05,13470.28,4h,2018-07-24 04:00:00.000,2018-07-24 07:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
14127,ETHUSDT,454.4,448.47,450.05,450.86,17434.86,4h,2018-07-24 08:00:00.000,2018-07-24 11:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
14128,ETHUSDT,477,450.24,451.03,472.33,44193.66,4h,2018-07-24 12:00:00.000,2018-07-24 15:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
14129,ETHUSDT,476.88,466.32,472.34,475.18,24553.15,4h,2018-07-24 16:00:00.000,2018-07-24 19:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
14130,ETHUSDT,484.27,468.05,475.7,474.91,44066.56,4h,2018-07-24 20:00:00.000,2018-07-24 23:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
14131,ETHUSDT,478.97,471,474.84,476.27,16220.74,4h,2018-07-25 00:00:00.000,2018-07-25 03:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
14132,ETHUSDT,481,471.49,476.19,479.28,11817.79,4h,2018-07-25 04:00:00.000,2018-07-25 07:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
14133,ETHUSDT,485.39,475.2,479.24,480.12,20303.58,4h,2018-07-25 08:00:00.000,2018-07-25 11:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
14134,ETHUSDT,485.77,476.61,480.13,477.65,31341.78,4h,2018-07-25 12:00:00.000,2018-07-25 15:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
14135,ETHUSDT,477.87,467.18,477.65,469.04,34365.45,4h,2018-07-25 16:00:00.000,2018-07-25 19:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
14136,ETHUSDT,472.86,464,469.53,467.8,32604.86,4h,2018-07-25 20:00:00.000,2018-07-25 23:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
14137,ETHUSDT,474.6,466.36,467.8,474.23,28962.05,4h,2018-07-26 00:00:00.000,2018-07-26 03:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
14138,ETHUSDT,478.91,471.01,474.25,472.1,22897.83,4h,2018-07-26 04:00:00.000,2018-07-26 07:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
14139,ETHUSDT,477.17,471.98,472.11,476.07,21136.09,4h,2018-07-26 08:00:00.000,2018-07-26 11:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
14140,ETHUSDT,485,475.77,476.29,480.37,29159.66,4h,2018-07-26 12:00:00.000,2018-07-26 15:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
14141,ETHUSDT,483.9,476.4,480.37,477.83,30155.38,4h,2018-07-26 16:00:00.000,2018-07-26 19:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
14142,ETHUSDT,478.73,474,478,475.56,29361.74,4h,2018-07-26 20:00:00.000,2018-07-26 23:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
14143,ETHUSDT,480,473,475.57,478.32,28963.84,4h,2018-07-27 00:00:00.000,2018-07-27 03:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
14144,ETHUSDT,480,460,478.27,462.64,35199.51,4h,2018-07-27 04:00:00.000,2018-07-27 07:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
14145,ETHUSDT,465.96,461.63,462.17,463.24,29775,4h,2018-07-27 08:00:00.000,2018-07-27 11:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
14146,ETHUSDT,465.72,457.82,463.59,460.86,29673.69,4h,2018-07-27 12:00:00.000,2018-07-27 15:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
14147,ETHUSDT,467.12,460.64,460.9,462.62,33737.38,4h,2018-07-27 16:00:00.000,2018-07-27 19:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
14148,ETHUSDT,469.12,455.84,462.62,466.51,40544.05,4h,2018-07-27 20:00:00.000,2018-07-27 23:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
14149,ETHUSDT,470.18,465.37,466.54,467.36,36017.23,4h,2018-07-28 00:00:00.000,2018-07-28 03:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
14150,ETHUSDT,474,466.61,467.36,470.09,28557.44,4h,2018-07-28 04:00:00.000,2018-07-28 07:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
14151,ETHUSDT,472,467.28,470.09,468.99,23143.69,4h,2018-07-28 08:00:00.000,2018-07-28 11:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
14152,ETHUSDT,471.12,468.3,468.84,469.79,24825.72,4h,2018-07-28 12:00:00.000,2018-07-28 15:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
14153,ETHUSDT,471.74,466.32,469.9,467.54,26366.01,4h,2018-07-28 16:00:00.000,2018-07-28 19:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
14154,ETHUSDT,468.39,460.82,467.54,463.17,30609.56,4h,2018-07-28 20:00:00.000,2018-07-28 23:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
14155,ETHUSDT,466.4,463.15,463.17,465.34,32343.05,4h,2018-07-29 00:00:00.000,2018-07-29 03:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
14156,ETHUSDT,469.45,463.42,465.33,469.29,19574.56,4h,2018-07-29 04:00:00.000,2018-07-29 07:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
14157,ETHUSDT,472,465.01,468.44,466.57,24204.97,4h,2018-07-29 08:00:00.000,2018-07-29 11:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
14158,ETHUSDT,467.13,463.81,466.29,464.32,22206.49,4h,2018-07-29 12:00:00.000,2018-07-29 15:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
14159,ETHUSDT,465.71,461.6,464.48,464.65,25631.99,4h,2018-07-29 16:00:00.000,2018-07-29 19:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
14160,ETHUSDT,467.72,463.21,464.73,467.29,28816.5,4h,2018-07-29 20:00:00.000,2018-07-29 23:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
14161,ETHUSDT,467.5,463.91,467.29,466.54,21823.49,4h,2018-07-30 00:00:00.000,2018-07-30 03:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
14162,ETHUSDT,469.84,464.1,466.54,466.4,16064.12,4h,2018-07-30 04:00:00.000,2018-07-30 07:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
14163,ETHUSDT,469.79,459.33,466.4,464.72,32440.21,4h,2018-07-30 08:00:00.000,2018-07-30 11:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
14164,ETHUSDT,465.28,462,464.8,463.99,22341.33,4h,2018-07-30 12:00:00.000,2018-07-30 15:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
14165,ETHUSDT,464.78,459.5,464.27,461.33,34176.31,4h,2018-07-30 16:00:00.000,2018-07-30 19:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
14166,ETHUSDT,462.68,455.22,461.6,456.32,28969.64,4h,2018-07-30 20:00:00.000,2018-07-30 23:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
14167,ETHUSDT,456.7,446.1,456.32,454.17,37658.16,4h,2018-07-31 00:00:00.000,2018-07-31 03:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
14168,ETHUSDT,458.39,451.26,454.22,456.23,23996.15,4h,2018-07-31 04:00:00.000,2018-07-31 07:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
14169,ETHUSDT,457.3,450.48,456.19,450.8,25538.44,4h,2018-07-31 08:00:00.000,2018-07-31 11:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
14170,ETHUSDT,452.35,449,450.79,449.61,28802.76,4h,2018-07-31 12:00:00.000,2018-07-31 15:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
14171,ETHUSDT,449.66,431.9,449.65,437.7,47679.34,4h,2018-07-31 16:00:00.000,2018-07-31 19:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
14172,ETHUSDT,438.47,427.3,438.25,430,49368.7,4h,2018-07-31 20:00:00.000,2018-07-31 23:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
14173,ETHUSDT,436,428.64,430,434.96,33410.47,4h,2018-08-01 00:00:00.000,2018-08-01 03:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
14174,ETHUSDT,434.94,427,434.84,432.22,30113.85,4h,2018-08-01 04:00:00.000,2018-08-01 07:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
14175,ETHUSDT,434.99,411.62,432.2,417.62,37687.02,4h,2018-08-01 08:00:00.000,2018-08-01 11:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
14176,ETHUSDT,422.64,414.29,417.47,421.51,35901.47,4h,2018-08-01 12:00:00.000,2018-08-01 15:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
14177,ETHUSDT,427.46,420.48,421.5,424.64,30567.83,4h,2018-08-01 16:00:00.000,2018-08-01 19:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
14178,ETHUSDT,425.72,420.7,424.23,421.29,34760.39,4h,2018-08-01 20:00:00.000,2018-08-01 23:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
14179,ETHUSDT,422.72,416.25,421.36,420.02,28529.61,4h,2018-08-02 00:00:00.000,2018-08-02 03:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
14180,ETHUSDT,421.97,406.55,420.02,420.41,42123.78,4h,2018-08-02 04:00:00.000,2018-08-02 07:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
14181,ETHUSDT,425.52,419.82,420.37,421.59,32410.61,4h,2018-08-02 08:00:00.000,2018-08-02 11:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
14182,ETHUSDT,422.13,418.22,421.23,421.46,22722.87,4h,2018-08-02 12:00:00.000,2018-08-02 15:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
14183,ETHUSDT,421.73,412.85,421.46,414.7,28839.22,4h,2018-08-02 16:00:00.000,2018-08-02 19:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
14184,ETHUSDT,415.72,408.73,414.96,411.91,38317.62,4h,2018-08-02 20:00:00.000,2018-08-02 23:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
14185,ETHUSDT,415.52,407.43,411.89,409.16,36116.57,4h,2018-08-03 00:00:00.000,2018-08-03 03:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
14186,ETHUSDT,412.51,408.69,409.16,410.62,20014.21,4h,2018-08-03 04:00:00.000,2018-08-03 07:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
14187,ETHUSDT,411.09,396.61,410.62,401.26,32116.18,4h,2018-08-03 08:00:00.000,2018-08-03 11:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
14188,ETHUSDT,409.13,397.31,401.25,408.94,37133.41,4h,2018-08-03 12:00:00.000,2018-08-03 15:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
14189,ETHUSDT,411.96,406.48,409.02,410.4,26767.81,4h,2018-08-03 16:00:00.000,2018-08-03 19:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
14190,ETHUSDT,416.1,409,410.4,414.64,40379.63,4h,2018-08-03 20:00:00.000,2018-08-03 23:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
14191,ETHUSDT,420.01,410.99,414.38,413.5,32503.61,4h,2018-08-04 00:00:00.000,2018-08-04 03:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
14192,ETHUSDT,419,413.36,413.36,417.52,32255.98,4h,2018-08-04 04:00:00.000,2018-08-04 07:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
