Sid,Symbol,HighValue,LowValue,OpenValue,CloseValue,Volumn,Period,StartTime,EndTime,StartPoint,HistroyHigh,NewHigh,PeriodLow,HistoryLow,NewLow,PeriodHigh,PeriodMean,Buy,BuyInv,BuyWinRate,BuyInvWinRate
12095,ETHUSDT,312.18,298.21,307.74,301.6,1208.052,4h,2017-08-18 00:00:00.000,2017-08-18 03:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12096,ETHUSDT,310.85,299.01,301.6,302,1200.942,4h,2017-08-18 04:00:00.000,2017-08-18 07:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12097,ETHUSDT,306.47,295.19,302,301.4,1690.583,4h,2017-08-18 08:00:00.000,2017-08-18 11:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12098,ETHUSDT,309.49,298.41,301.4,306.24,1732.526,4h,2017-08-18 12:00:00.000,2017-08-18 15:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12099,ETHUSDT,311.79,303.22,306.24,307.78,1213.013,4h,2017-08-18 16:00:00.000,2017-08-18 19:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12100,ETHUSDT,310.29,296.32,307.78,298.8,1358.995,4h,2017-08-18 20:00:00.000,2017-08-18 23:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12101,ETHUSDT,301.11,287.37,298.8,293.83,1620.715,4h,2017-08-19 00:00:00.000,2017-08-19 03:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12102,ETHUSDT,295.46,283.94,295.46,293.96,1922.015,4h,2017-08-19 04:00:00.000,2017-08-19 07:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12103,ETHUSDT,299.84,292.83,293.31,293.22,282.193,4h,2017-08-19 08:00:00.000,2017-08-19 11:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12104,ETHUSDT,299.9,287.01,294.69,290.16,235.2921,4h,2017-08-19 12:00:00.000,2017-08-19 15:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12105,ETHUSDT,293.17,278,290.16,282.58,1139.03,4h,2017-08-19 16:00:00.000,2017-08-19 19:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12106,ETHUSDT,290.85,279.56,281.39,288.64,288.2999,4h,2017-08-19 20:00:00.000,2017-08-19 23:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12107,ETHUSDT,295,284.16,288.64,293.31,127.3859,4h,2017-08-20 00:00:00.000,2017-08-20 03:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12108,ETHUSDT,294.9,288.8,290.6,290.91,73.99638,4h,2017-08-20 04:00:00.000,2017-08-20 07:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12109,ETHUSDT,292.42,285.96,289.41,292.41,68.40092,4h,2017-08-20 08:00:00.000,2017-08-20 11:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12110,ETHUSDT,295.56,285.39,287.97,292.08,252.2623,4h,2017-08-20 12:00:00.000,2017-08-20 15:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12111,ETHUSDT,296.89,282.85,293.02,295,240.7597,4h,2017-08-20 16:00:00.000,2017-08-20 19:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12112,ETHUSDT,296.92,292.28,295,295.1,67.3647,4h,2017-08-20 20:00:00.000,2017-08-20 23:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12113,ETHUSDT,300.53,293.28,295.1,297.88,361.567,4h,2017-08-21 00:00:00.000,2017-08-21 03:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12114,ETHUSDT,300.53,294.51,297.87,299.1,1519.784,4h,2017-08-21 04:00:00.000,2017-08-21 07:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12115,ETHUSDT,300.9,294.6,299.1,299.85,723.806,4h,2017-08-21 08:00:00.000,2017-08-21 11:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12116,ETHUSDT,329.49,299.11,300.03,318.5,888.5711,4h,2017-08-21 12:00:00.000,2017-08-21 15:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12117,ETHUSDT,333.66,312.6,317.48,331.53,207.3769,4h,2017-08-21 16:00:00.000,2017-08-21 19:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12118,ETHUSDT,346.52,325.42,331.33,334.94,1227.44,4h,2017-08-21 20:00:00.000,2017-08-21 23:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12119,ETHUSDT,342.72,316.82,334.34,329.71,1715.073,4h,2017-08-22 00:00:00.000,2017-08-22 03:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12120,ETHUSDT,332.74,316.12,332.27,323.29,457.1785,4h,2017-08-22 04:00:00.000,2017-08-22 07:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12121,ETHUSDT,330.41,280,321.04,280,809.6152,4h,2017-08-22 08:00:00.000,2017-08-22 11:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12122,ETHUSDT,310.24,144.21,144.21,300.35,707.4725,4h,2017-08-22 12:00:00.000,2017-08-22 15:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12123,ETHUSDT,313.16,296,300.35,308.03,2176.125,4h,2017-08-22 16:00:00.000,2017-08-22 19:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12124,ETHUSDT,311.24,301.48,311.16,308.39,1756.831,4h,2017-08-22 20:00:00.000,2017-08-22 23:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12125,ETHUSDT,320.76,305.08,305.08,307.03,1304.251,4h,2017-08-23 00:00:00.000,2017-08-23 03:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12126,ETHUSDT,313.99,305.08,307.03,309.8,1202.056,4h,2017-08-23 04:00:00.000,2017-08-23 07:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12127,ETHUSDT,319.78,309.41,312.25,317.26,1088.333,4h,2017-08-23 08:00:00.000,2017-08-23 11:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12128,ETHUSDT,324.99,315.35,315.45,319.06,1376.063,4h,2017-08-23 12:00:00.000,2017-08-23 15:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12129,ETHUSDT,324.51,318.02,319.06,319.2,1285.874,4h,2017-08-23 16:00:00.000,2017-08-23 19:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12130,ETHUSDT,322,313.75,319.2,319.2,2106.385,4h,2017-08-23 20:00:00.000,2017-08-23 23:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12131,ETHUSDT,322.34,315.53,317.87,318.57,1635.497,4h,2017-08-24 00:00:00.000,2017-08-24 03:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12132,ETHUSDT,320.2,312.05,318.57,315.74,1173.573,4h,2017-08-24 04:00:00.000,2017-08-24 07:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12133,ETHUSDT,318.45,314.01,315.74,315.22,1061.174,4h,2017-08-24 08:00:00.000,2017-08-24 11:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12134,ETHUSDT,322.36,314.31,315.22,318.54,1074.076,4h,2017-08-24 12:00:00.000,2017-08-24 15:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12135,ETHUSDT,323.61,316.14,318.54,323.61,1670.503,4h,2017-08-24 16:00:00.000,2017-08-24 19:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12136,ETHUSDT,328.04,317.9,322.51,321.2,1138.048,4h,2017-08-24 20:00:00.000,2017-08-24 23:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12137,ETHUSDT,325.35,318.97,323.67,321.23,909.1259,4h,2017-08-25 00:00:00.000,2017-08-25 03:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12138,ETHUSDT,326.33,318.97,321.23,323.42,900.3444,4h,2017-08-25 04:00:00.000,2017-08-25 07:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12139,ETHUSDT,330.44,323.42,323.42,326.55,1406.849,4h,2017-08-25 08:00:00.000,2017-08-25 11:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12140,ETHUSDT,335,326.55,326.55,330.29,1115.607,4h,2017-08-25 12:00:00.000,2017-08-25 15:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12141,ETHUSDT,335.41,327.4,330.29,331.26,1199.426,4h,2017-08-25 16:00:00.000,2017-08-25 19:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12142,ETHUSDT,335.33,328.72,329.68,333.15,1961.178,4h,2017-08-25 20:00:00.000,2017-08-25 23:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12143,ETHUSDT,338.28,325.42,335.29,328.71,751.2595,4h,2017-08-26 00:00:00.000,2017-08-26 03:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12144,ETHUSDT,332.27,324.9,329.91,327.24,691.6506,4h,2017-08-26 04:00:00.000,2017-08-26 07:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12145,ETHUSDT,332.27,323.41,327.24,323.46,569.578,4h,2017-08-26 08:00:00.000,2017-08-26 11:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12146,ETHUSDT,329.69,323.41,323.46,327.9,1070.698,4h,2017-08-26 12:00:00.000,2017-08-26 15:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12147,ETHUSDT,331.25,326.69,328.45,327.89,856.541,4h,2017-08-26 16:00:00.000,2017-08-26 19:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12148,ETHUSDT,335.44,324.06,328.25,327,940.5848,4h,2017-08-26 20:00:00.000,2017-08-26 23:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12149,ETHUSDT,334.17,326.7,327.01,331.19,803.001,4h,2017-08-27 00:00:00.000,2017-08-27 03:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12150,ETHUSDT,334.17,329.33,332.68,330.79,637.2819,4h,2017-08-27 04:00:00.000,2017-08-27 07:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12151,ETHUSDT,338.28,330.79,332.18,331.62,1056.622,4h,2017-08-27 08:00:00.000,2017-08-27 11:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12152,ETHUSDT,338.29,331.49,334.5,332.77,689.1668,4h,2017-08-27 12:00:00.000,2017-08-27 15:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12153,ETHUSDT,338.42,330.73,332.77,333.94,857.2499,4h,2017-08-27 16:00:00.000,2017-08-27 19:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12154,ETHUSDT,336.99,331.88,333.93,334.67,665.5423,4h,2017-08-27 20:00:00.000,2017-08-27 23:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12155,ETHUSDT,341.47,332.97,335.04,339.64,795.1318,4h,2017-08-28 00:00:00.000,2017-08-28 03:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12156,ETHUSDT,348.13,337.12,341.47,348.13,571.7241,4h,2017-08-28 04:00:00.000,2017-08-28 07:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12157,ETHUSDT,351,343.44,348.11,343.44,740.6343,4h,2017-08-28 08:00:00.000,2017-08-28 11:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12158,ETHUSDT,343.69,331.95,343.43,338.77,1139.949,4h,2017-08-28 12:00:00.000,2017-08-28 15:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12159,ETHUSDT,342.86,336.54,340.89,341.9,636.0476,4h,2017-08-28 16:00:00.000,2017-08-28 19:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12160,ETHUSDT,347.41,339.34,339.62,341.83,587.2952,4h,2017-08-28 20:00:00.000,2017-08-28 23:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12161,ETHUSDT,347.42,340.49,341.83,344.3,759.0623,4h,2017-08-29 00:00:00.000,2017-08-29 03:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12162,ETHUSDT,348.5,342.16,342.54,346,416.1934,4h,2017-08-29 04:00:00.000,2017-08-29 07:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12163,ETHUSDT,353.23,346,347,350.03,276.8458,4h,2017-08-29 08:00:00.000,2017-08-29 11:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12164,ETHUSDT,360.79,350.02,351.19,354.18,381.6272,4h,2017-08-29 12:00:00.000,2017-08-29 15:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12165,ETHUSDT,367.13,354.01,354.17,356.75,463.4403,4h,2017-08-29 16:00:00.000,2017-08-29 19:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12166,ETHUSDT,367.4,358.1,358.1,364.57,737.9557,4h,2017-08-29 20:00:00.000,2017-08-29 23:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12167,ETHUSDT,373.66,362.79,365.74,367.44,694.8425,4h,2017-08-30 00:00:00.000,2017-08-30 03:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12168,ETHUSDT,377.6,367.36,367.44,374.7,477.4228,4h,2017-08-30 04:00:00.000,2017-08-30 07:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12169,ETHUSDT,377.8,367.37,374.7,373,344.2985,4h,2017-08-30 08:00:00.000,2017-08-30 11:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12170,ETHUSDT,393.71,372.92,373,378.14,452.4388,4h,2017-08-30 12:00:00.000,2017-08-30 15:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12171,ETHUSDT,384.33,362.05,378.16,375.9,1349.922,4h,2017-08-30 16:00:00.000,2017-08-30 19:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12172,ETHUSDT,385.33,370.49,373.01,379.38,1027.512,4h,2017-08-30 20:00:00.000,2017-08-30 23:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12173,ETHUSDT,389.8,378.72,379.38,383.38,678.1019,4h,2017-08-31 00:00:00.000,2017-08-31 03:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12174,ETHUSDT,387.29,380.74,385.34,385.93,594.3239,4h,2017-08-31 04:00:00.000,2017-08-31 07:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12175,ETHUSDT,384.64,377.78,384.64,383.51,676.3998,4h,2017-08-31 08:00:00.000,2017-08-31 11:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12176,ETHUSDT,385.94,379.21,383.66,383.14,482.6769,4h,2017-08-31 12:00:00.000,2017-08-31 15:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12177,ETHUSDT,387.42,378.85,381.89,387.42,788.3641,4h,2017-08-31 16:00:00.000,2017-08-31 19:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12178,ETHUSDT,389.36,383.48,385.82,383.76,905.2839,4h,2017-08-31 20:00:00.000,2017-08-31 23:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12179,ETHUSDT,387.39,383.13,384.38,384.45,878.8837,4h,2017-09-01 00:00:00.000,2017-09-01 03:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12180,ETHUSDT,388.25,383.19,385.1,384.79,704.2601,4h,2017-09-01 04:00:00.000,2017-09-01 07:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12181,ETHUSDT,394.39,384.79,386.44,390.86,752.097,4h,2017-09-01 08:00:00.000,2017-09-01 11:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12182,ETHUSDT,394.27,383.18,392.65,388.4,754.4447,4h,2017-09-01 12:00:00.000,2017-09-01 15:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12183,ETHUSDT,393.08,387.46,389.48,389.64,865.1982,4h,2017-09-01 16:00:00.000,2017-09-01 19:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12184,ETHUSDT,391.2,385.88,389.56,387.01,827.8431,4h,2017-09-01 20:00:00.000,2017-09-01 23:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12185,ETHUSDT,393.4,386.05,387.91,388.08,797.6167,4h,2017-09-02 00:00:00.000,2017-09-02 03:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12186,ETHUSDT,394.02,388.08,389.62,388.46,201.4846,4h,2017-09-02 04:00:00.000,2017-09-02 07:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12187,ETHUSDT,394.32,373.66,388.58,378.52,916.2155,4h,2017-09-02 08:00:00.000,2017-09-02 11:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12188,ETHUSDT,379.6,347,378.51,363.7,1906.758,4h,2017-09-02 12:00:00.000,2017-09-02 15:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12189,ETHUSDT,364.84,350.42,364.83,357,1296.26,4h,2017-09-02 16:00:00.000,2017-09-02 19:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12190,ETHUSDT,360.28,327.09,358.25,341.72,1569.166,4h,2017-09-02 20:00:00.000,2017-09-02 23:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12191,ETHUSDT,345.27,329.73,341.72,336.18,1353.982,4h,2017-09-03 00:00:00.000,2017-09-03 03:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12192,ETHUSDT,343.15,320.08,338.08,343.14,1197.946,4h,2017-09-03 04:00:00.000,2017-09-03 07:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12193,ETHUSDT,352.67,340.2,343.56,348.85,1014.478,4h,2017-09-03 08:00:00.000,2017-09-03 11:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12194,ETHUSDT,367.28,348.84,348.85,357.81,697.5323,4h,2017-09-03 12:00:00.000,2017-09-03 15:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12195,ETHUSDT,363.45,334.75,357.82,336.54,1200.039,4h,2017-09-03 16:00:00.000,2017-09-03 19:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12196,ETHUSDT,348.22,320.08,337.69,329.34,1590.167,4h,2017-09-03 20:00:00.000,2017-09-03 23:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12197,ETHUSDT,347.73,328.3,329.35,343.03,451.7682,4h,2017-09-04 00:00:00.000,2017-09-04 03:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12198,ETHUSDT,347.68,337.35,343.61,341.77,299.6376,4h,2017-09-04 04:00:00.000,2017-09-04 07:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12199,ETHUSDT,344.55,328.27,339.29,329.62,348.0023,4h,2017-09-04 08:00:00.000,2017-09-04 11:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12200,ETHUSDT,339.26,270.38,329.62,275.01,1369.081,4h,2017-09-04 12:00:00.000,2017-09-04 15:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12201,ETHUSDT,314.27,270,284.51,289.93,2246.119,4h,2017-09-04 16:00:00.000,2017-09-04 19:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12202,ETHUSDT,298.18,267.94,286.35,269.54,1435.023,4h,2017-09-04 20:00:00.000,2017-09-04 23:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12203,ETHUSDT,302.55,268.2,268.93,296.43,660.7227,4h,2017-09-05 00:00:00.000,2017-09-05 03:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12204,ETHUSDT,312.92,282.36,299.04,283.77,678.8627,4h,2017-09-05 04:00:00.000,2017-09-05 07:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12205,ETHUSDT,298.74,235.55,286.81,271.12,2602.054,4h,2017-09-05 08:00:00.000,2017-09-05 11:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12206,ETHUSDT,297.25,268.11,269.61,296.52,1541.687,4h,2017-09-05 12:00:00.000,2017-09-05 15:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12207,ETHUSDT,299.64,282.52,296.56,295.98,1497.652,4h,2017-09-05 16:00:00.000,2017-09-05 19:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12208,ETHUSDT,304.99,289.1,295.79,291.66,1281.646,4h,2017-09-05 20:00:00.000,2017-09-05 23:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12209,ETHUSDT,321.52,285.94,290.07,318.26,677.8013,4h,2017-09-06 00:00:00.000,2017-09-06 03:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12210,ETHUSDT,320.45,309.76,318.71,312.09,743.5795,4h,2017-09-06 04:00:00.000,2017-09-06 07:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12211,ETHUSDT,333.12,312.09,313.29,325.73,1625.393,4h,2017-09-06 08:00:00.000,2017-09-06 11:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12212,ETHUSDT,328.06,314.76,325.55,318.53,886.1957,4h,2017-09-06 12:00:00.000,2017-09-06 15:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12213,ETHUSDT,335.02,319.02,320.31,335.02,1046.051,4h,2017-09-06 16:00:00.000,2017-09-06 19:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12214,ETHUSDT,335.24,321.01,331.73,335,1719.354,4h,2017-09-06 20:00:00.000,2017-09-06 23:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12215,ETHUSDT,335,335,335,335,0,4h,2017-09-07 00:00:00.000,2017-09-07 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12216,ETHUSDT,336.34,335,335,335,209.317,4h,2017-09-07 04:00:00.000,2017-09-07 07:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12217,ETHUSDT,335.01,320.35,335.01,326.59,695.1382,4h,2017-09-07 08:00:00.000,2017-09-07 11:59:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
