Sid,StartTime,HighValue,LowValue,OpenValue,CloseValue,Volumn
415278,2017-08-18 00:00:00.000,312.18,298.21,307.74,302,2408.994
415279,2017-08-18 08:00:00.000,309.49,295.19,302,306.24,3423.109
415280,2017-08-18 16:00:00.000,311.79,296.32,306.24,298.8,2572.008
415281,2017-08-19 00:00:00.000,301.11,283.94,298.8,293.96,3542.729
415282,2017-08-19 08:00:00.000,299.9,287.01,293.31,290.16,517.485
415283,2017-08-19 16:00:00.000,293.17,278,290.16,288.64,1427.33
415284,2017-08-20 00:00:00.000,295,284.16,288.64,290.91,201.3823
415285,2017-08-20 08:00:00.000,295.56,285.39,289.41,292.08,320.6632
415286,2017-08-20 16:00:00.000,296.92,282.85,293.02,295.1,308.1244
415287,2017-08-21 00:00:00.000,300.53,293.28,295.1,299.1,1881.351
415288,2017-08-21 08:00:00.000,329.49,294.6,299.1,318.5,1612.377
415289,2017-08-21 16:00:00.000,346.52,312.6,317.48,334.94,1434.817
415290,2017-08-22 00:00:00.000,342.72,316.12,334.34,323.29,2172.251
415291,2017-08-22 08:00:00.000,330.41,144.21,321.04,300.35,1517.088
415292,2017-08-22 16:00:00.000,313.16,296,300.35,308.39,3932.956
415293,2017-08-23 00:00:00.000,320.76,305.08,305.08,309.8,2506.308
415294,2017-08-23 08:00:00.000,324.99,309.41,312.25,319.06,2464.397
415295,2017-08-23 16:00:00.000,324.51,313.75,319.06,319.2,3392.26
415296,2017-08-24 00:00:00.000,322.34,312.05,317.87,315.74,2809.069
415297,2017-08-24 08:00:00.000,322.36,314.01,315.74,318.54,2135.25
415298,2017-08-24 16:00:00.000,328.04,316.14,318.54,321.2,2808.552
415299,2017-08-25 00:00:00.000,326.33,318.97,323.67,323.42,1809.47
415300,2017-08-25 08:00:00.000,335,323.42,323.42,330.29,2522.455
415301,2017-08-25 16:00:00.000,335.41,327.4,330.29,333.15,3160.604
415302,2017-08-26 00:00:00.000,338.28,324.9,335.29,327.24,1442.91
415303,2017-08-26 08:00:00.000,332.27,323.41,327.24,327.9,1640.276
415304,2017-08-26 16:00:00.000,335.44,324.06,328.45,327,1797.126
415305,2017-08-27 00:00:00.000,334.17,326.7,327.01,330.79,1440.283
415306,2017-08-27 08:00:00.000,338.29,330.79,332.18,332.77,1745.789
415307,2017-08-27 16:00:00.000,338.42,330.73,332.77,334.67,1522.792
415308,2017-08-28 00:00:00.000,348.13,332.97,335.04,348.13,1366.856
415309,2017-08-28 08:00:00.000,351,331.95,348.11,338.77,1880.583
415310,2017-08-28 16:00:00.000,347.41,336.54,340.89,341.83,1223.343
415311,2017-08-29 00:00:00.000,348.5,340.49,341.83,346,1175.256
415312,2017-08-29 08:00:00.000,360.79,346,347,354.18,658.473
415313,2017-08-29 16:00:00.000,367.4,354.01,354.17,364.57,1201.396
415314,2017-08-30 00:00:00.000,377.6,362.79,365.74,374.7,1172.265
415315,2017-08-30 08:00:00.000,393.71,367.37,374.7,378.14,796.7372
415316,2017-08-30 16:00:00.000,385.33,362.05,378.16,379.38,2377.433
415317,2017-08-31 00:00:00.000,389.8,378.72,379.38,385.93,1272.426
415318,2017-08-31 08:00:00.000,385.94,377.78,384.64,383.14,1159.077
415319,2017-08-31 16:00:00.000,389.36,378.85,381.89,383.76,1693.648
415320,2017-09-01 00:00:00.000,388.25,383.13,384.38,384.79,1583.144
415321,2017-09-01 08:00:00.000,394.39,383.18,386.44,388.4,1506.542
415322,2017-09-01 16:00:00.000,393.08,385.88,389.48,387.01,1693.041
415323,2017-09-02 00:00:00.000,394.02,386.05,387.91,388.46,999.1013
415324,2017-09-02 08:00:00.000,394.32,347,388.58,363.7,2822.973
415325,2017-09-02 16:00:00.000,364.84,327.09,364.83,341.72,2865.426
415326,2017-09-03 00:00:00.000,345.27,320.08,341.72,343.14,2551.928
415327,2017-09-03 08:00:00.000,367.28,340.2,343.56,357.81,1712.011
415328,2017-09-03 16:00:00.000,363.45,320.08,357.82,329.34,2790.206
415329,2017-09-04 00:00:00.000,347.73,328.3,329.35,341.77,751.4058
415330,2017-09-04 08:00:00.000,344.55,270.38,339.29,275.01,1717.083
415331,2017-09-04 16:00:00.000,314.27,267.94,284.51,269.54,3681.142
415332,2017-09-05 00:00:00.000,312.92,268.2,268.93,283.77,1339.585
415333,2017-09-05 08:00:00.000,298.74,235.55,286.81,296.52,4143.741
415334,2017-09-05 16:00:00.000,304.99,282.52,296.56,291.66,2779.298
415335,2017-09-06 00:00:00.000,321.52,285.94,290.07,312.09,1421.381
415336,2017-09-06 08:00:00.000,333.12,312.09,313.29,318.53,2511.589
415337,2017-09-06 16:00:00.000,335.24,319.02,320.31,335,2765.404
415338,2017-09-07 00:00:00.000,336.34,335,335,335,209.317
415339,2017-09-07 08:00:00.000,335.01,320.35,335.01,323.57,952.6568
415340,2017-09-07 16:00:00.000,338.38,320.17,323.57,337,1434.604
415341,2017-09-08 00:00:00.000,342.5,328.81,337,334.49,716.6372
415342,2017-09-08 08:00:00.000,335.1,324.72,334.49,329.57,678.345
415343,2017-09-08 16:00:00.000,333.76,272,329.57,294.05,2631.331
415344,2017-09-09 00:00:00.000,310.46,280.8,294.06,302.99,1606.081
415345,2017-09-09 08:00:00.000,306.42,281.66,300.01,299.68,1265.452
415346,2017-09-09 16:00:00.000,307,295,301,298.98,754.6031
415347,2017-09-10 00:00:00.000,302.77,285.17,298.61,296.74,720.5328
415348,2017-09-10 08:00:00.000,299,261.03,296.72,276.86,1610.171
415349,2017-09-10 16:00:00.000,288,265,276.86,283.2,1618.452
415350,2017-09-11 00:00:00.000,302.78,283,283.13,293.5,927.8283
415351,2017-09-11 08:00:00.000,304.98,285.21,293.51,293.96,3489.858
415352,2017-09-11 16:00:00.000,300.97,288.98,293.35,299.2,938.5737
415353,2017-09-12 00:00:00.000,301.99,293.38,299.2,297.3,401.2149
415354,2017-09-12 08:00:00.000,316.46,297.51,297.78,314.15,2136.618
415355,2017-09-12 16:00:00.000,313.7,300,313.7,304.21,2185.374
415356,2017-09-13 00:00:00.000,305.22,286.01,304.06,293.96,854.3222
415357,2017-09-13 08:00:00.000,294.5,267,293.93,277.83,1853.89
415358,2017-09-13 16:00:00.000,280.63,257.05,278.55,266.93,3168.562
415359,2017-09-14 00:00:00.000,282.77,264.95,266.93,276.91,1428.776
415360,2017-09-14 08:00:00.000,283.77,266.95,275.76,270.85,1370.977
415361,2017-09-14 16:00:00.000,273,229.77,270.85,243.48,6979.108
415362,2017-09-15 00:00:00.000,244.99,215,241.95,215.21,4251.872
415363,2017-09-15 08:00:00.000,243.96,212.11,217,220,4091.848
415364,2017-09-15 16:00:00.000,270.93,192,218.93,262.28,7065.032
415365,2017-09-16 00:00:00.000,267.69,235.03,257.03,253,3067.015
415366,2017-09-16 08:00:00.000,271.81,250,255.99,263.55,4307.19
415367,2017-09-16 16:00:00.000,268.72,235.51,263.55,243,4534.369
415368,2017-09-17 00:00:00.000,257,243,244,249.31,1520.5
415369,2017-09-17 08:00:00.000,252.54,242,249.32,242.09,1506.801
415370,2017-09-17 16:00:00.000,254,239.02,242.1,253.25,1913.357
415371,2017-09-18 00:00:00.000,264.39,252.01,253,257.55,1194.375
415372,2017-09-18 08:00:00.000,299,257.11,257.53,289.05,2141.705
415373,2017-09-18 16:00:00.000,306.22,279.61,291,290.87,1778.998
415374,2017-09-19 00:00:00.000,296,285.1,290.11,294.57,205.2677
415375,2017-09-19 08:00:00.000,300,277.41,296,277.41,790.1041
415376,2017-09-19 16:00:00.000,294.99,279.65,279.65,289.98,606.4822
415377,2017-09-20 00:00:00.000,289.96,278,289.44,284,473.3222
415378,2017-09-20 08:00:00.000,288,275.91,284.01,288,396.5663
415379,2017-09-20 16:00:00.000,294,280.98,286.09,291.01,495.725
415380,2017-09-21 00:00:00.000,293.94,282,291,282,168.276
415381,2017-09-21 08:00:00.000,286,278.05,285.1,285,338.0474
415382,2017-09-21 16:00:00.000,287,265.5,285,267.02,698.0087
415383,2017-09-22 00:00:00.000,270.8,252.1,270.77,257,876.4998
415384,2017-09-22 08:00:00.000,272.97,258,258,263.32,642.8362
415385,2017-09-22 16:00:00.000,264.79,253.01,263.32,253.01,587.5568
415386,2017-09-23 00:00:00.000,266.61,254.88,254.88,264,234.1194
415387,2017-09-23 08:00:00.000,268.7,255.11,259.99,265.27,255.3439
415388,2017-09-23 16:00:00.000,283.09,266.99,266.99,280,445.8408
415389,2017-09-24 00:00:00.000,286.23,277.07,278.21,285.93,2123.151
415390,2017-09-24 08:00:00.000,294.61,275,286.5,278.5,2580.998
415391,2017-09-24 16:00:00.000,288.18,277.95,278.95,284.84,1916.852
415392,2017-09-25 00:00:00.000,287.14,277.06,285.5,282,1077.694
415393,2017-09-25 08:00:00.000,291.3,281.34,282,289.5,2114.621
415394,2017-09-25 16:00:00.000,297.12,287,289.5,295,2111.389
415395,2017-09-26 00:00:00.000,299,291.03,295.06,294.42,1644.47
415396,2017-09-26 08:00:00.000,296.81,287.94,294.42,293.5,1618.671
415397,2017-09-26 16:00:00.000,295.52,289.53,293,289.54,1643.683
415398,2017-09-27 00:00:00.000,291,286.24,289.54,287.9,1304.574
415399,2017-09-27 08:00:00.000,292.88,286.13,289.91,291,1250.021
415400,2017-09-27 16:00:00.000,303.49,287.78,289.45,298.68,2614.179
415401,2017-09-28 00:00:00.000,313,297.01,299.84,309.74,1653.904
415402,2017-09-28 08:00:00.000,311.81,303.05,309.81,305.57,2199.747
415403,2017-09-28 16:00:00.000,310.63,297.73,306.17,299.42,2814.378
415404,2017-09-29 00:00:00.000,304.06,296.89,299.42,302.44,1586.785
415405,2017-09-29 08:00:00.000,303,274,302.44,290.49,5827.802
415406,2017-09-29 16:00:00.000,302.97,285.55,290.47,293.14,3356.186
415407,2017-09-30 00:00:00.000,298.6,290.11,293.14,292.22,1905.212
415408,2017-09-30 08:00:00.000,306.5,292.22,292.62,301.01,1551.865
415409,2017-09-30 16:00:00.000,307.47,298.21,300.02,304.9,1537.693
415410,2017-10-01 00:00:00.000,307.49,301.21,305.42,304.36,931.0501
415411,2017-10-01 08:00:00.000,305.5,298.08,305.13,300.52,1669.004
415412,2017-10-01 16:00:00.000,302.85,294,300.76,300.22,2066.017
415413,2017-10-02 00:00:00.000,306,298.77,300.21,303.95,1325.036
415414,2017-10-02 08:00:00.000,305,300.2,303.94,302.38,1628.543
415415,2017-10-02 16:00:00.000,304.85,296.71,301.76,300.8,1433.424
415416,2017-10-03 00:00:00.000,301.83,295,300.19,296.5,648.8704
415417,2017-10-03 08:00:00.000,301.99,290.06,298.15,291.77,2740.432
415418,2017-10-03 16:00:00.000,293.36,283.18,291.76,291.29,1672.299
415419,2017-10-04 00:00:00.000,293.7,287.14,291.29,292.48,1134.126
415420,2017-10-04 08:00:00.000,297.97,291.02,292.47,295.89,1706.23
415421,2017-10-04 16:00:00.000,295.89,288,295.89,294.38,1361.468
415422,2017-10-05 00:00:00.000,294.39,288,294.38,291.99,947.1899
415423,2017-10-05 08:00:00.000,294.8,285.53,290,289.12,1409.315
415424,2017-10-05 16:00:00.000,296.17,286,288.81,294.51,1172.137
415425,2017-10-06 00:00:00.000,297.44,293.6,295,294.81,830.9382
415426,2017-10-06 08:00:00.000,301.9,293.78,294.78,300.29,1195.21
415427,2017-10-06 16:00:00.000,303.89,298.24,299.81,301.67,1504.886
415428,2017-10-07 00:00:00.000,310.8,300.45,301.68,310.8,840.928
415429,2017-10-07 08:00:00.000,314.28,303.6,309.9,307.01,871.249
415430,2017-10-07 16:00:00.000,311.89,304.99,306.71,310.06,596.7283
415431,2017-10-08 00:00:00.000,318.5,306.34,310.01,311.01,697.8135
415432,2017-10-08 08:00:00.000,314.46,310.47,311.08,311.38,808.8818
415433,2017-10-08 16:00:00.000,316.47,309.5,312,313.97,1172.498
415434,2017-10-09 00:00:00.000,317.07,309,313.5,311.07,979.5518
415435,2017-10-09 08:00:00.000,312.13,303,311.13,304.02,1042.102
415436,2017-10-09 16:00:00.000,309.31,297,305.01,300.01,1291.112
415437,2017-10-10 00:00:00.000,300.92,286.65,300.01,297.19,2552.165
415438,2017-10-10 08:00:00.000,300,293,297.35,296,1965.51
415439,2017-10-10 16:00:00.000,307.21,293,296.54,305.42,2007.466
415440,2017-10-11 00:00:00.000,308.56,297.9,307.21,298.64,2776.299
415441,2017-10-11 08:00:00.000,305.5,298.61,300.88,303.75,2096.682
415442,2017-10-11 16:00:00.000,304.64,298.02,302.47,299.82,1247.731
415443,2017-10-12 00:00:00.000,304.77,299.2,299.86,304.01,380.2733
415444,2017-10-12 08:00:00.000,309.35,303.6,304.01,307.09,989.6544
415445,2017-10-12 16:00:00.000,310,303.8,306.02,306.45,3781.325
415446,2017-10-13 00:00:00.000,308.02,302.71,306.45,303.99,3056.777
415447,2017-10-13 08:00:00.000,339.5,297,303.52,328,7929.838
415448,2017-10-13 16:00:00.000,353.96,323.81,328.53,341.5,6581.931
415449,2017-10-14 00:00:00.000,351.99,333.15,342.22,337.96,3413.596
415450,2017-10-14 08:00:00.000,349.77,335,337.96,346.53,2641.251
415451,2017-10-14 16:00:00.000,349.8,340.11,347.48,344.04,2811.333
415452,2017-10-15 00:00:00.000,349.79,340,344.15,342,2279.381
415453,2017-10-15 08:00:00.000,348,337.03,342,341.49,3192.872
415454,2017-10-15 16:00:00.000,341.88,316.17,341.4,333.56,4617.014
415455,2017-10-16 00:00:00.000,337.99,325.15,333.55,337.96,2201.461
415456,2017-10-16 08:00:00.000,354,336.01,337.5,339.99,3338.378
415457,2017-10-16 16:00:00.000,346.92,337.03,339.99,338.96,2983.562
415458,2017-10-17 00:00:00.000,342.47,332.78,341.99,335.19,2341.531
415459,2017-10-17 08:00:00.000,336.58,324.93,335.18,326.73,2422.942
415460,2017-10-17 16:00:00.000,333.55,320.46,326.81,322.29,2431.777
415461,2017-10-18 00:00:00.000,323,312.65,322.29,315.19,3292.024
415462,2017-10-18 08:00:00.000,318,300,315.19,302.7,5189.861
415463,2017-10-18 16:00:00.000,307.08,284.68,300.01,306.4,4884.178
415464,2017-10-19 00:00:00.000,313.98,300.01,305.1,309.7,2834.006
415465,2017-10-19 08:00:00.000,315,301.22,311.52,305.01,2587.253
415466,2017-10-19 16:00:00.000,313.93,300,305.02,305.65,3181.164
415467,2017-10-20 00:00:00.000,311.98,304.8,305.66,308.66,2910.331
415468,2017-10-20 08:00:00.000,308.69,302.13,308.66,302.37,2378.274
415469,2017-10-20 16:00:00.000,311.18,302.01,302.4,305.55,3123.811
415470,2017-10-21 00:00:00.000,308.83,302,305.98,304.51,3237.233
415471,2017-10-21 08:00:00.000,305.34,294.2,304.51,297.95,3623.222
415472,2017-10-21 16:00:00.000,302.13,290.16,298.09,291.12,2511.402
415473,2017-10-22 00:00:00.000,302.25,290,292.18,298.94,2457.008
415474,2017-10-22 08:00:00.000,306.99,293.31,298.99,295.98,2719.259
415475,2017-10-22 16:00:00.000,297.96,290,295.99,297.53,2676.079
415476,2017-10-23 00:00:00.000,297.71,290.01,297.34,293.79,1777.732
415477,2017-10-23 08:00:00.000,294.6,286,293.78,286.11,2800.707
415478,2017-10-23 16:00:00.000,288.73,272.2,286.02,279.48,4144.312
415479,2017-10-24 00:00:00.000,284.48,275.1,279.49,281.09,2713.766
415480,2017-10-24 08:00:00.000,310,275.5,282.27,303.97,6067.957
415481,2017-10-24 16:00:00.000,309,302.07,303.99,307.02,4337.702
415482,2017-10-25 00:00:00.000,307.85,293.99,307.84,297.38,3661.021
415483,2017-10-25 08:00:00.000,298.15,281,295.43,297.03,4009.08
415484,2017-10-25 16:00:00.000,300,288.42,297.03,291.72,3986.272
415485,2017-10-26 00:00:00.000,298.14,291.51,291.58,294.49,1707.74
415486,2017-10-26 08:00:00.000,297.95,293.85,294.1,294.56,2423.591
415487,2017-10-26 16:00:00.000,299.76,294,294.74,295.52,2877.13
415488,2017-10-27 00:00:00.000,297.41,291.03,296.11,294.71,2512.306
415489,2017-10-27 08:00:00.000,298.1,294.5,294.72,296.39,1963.786
415490,2017-10-27 16:00:00.000,297.36,292.03,296.38,293.92,2009.162
415491,2017-10-28 00:00:00.000,296.36,293.91,294.1,296.33,2299.2
415492,2017-10-28 08:00:00.000,297,292.8,296.14,294.01,1865.016
415493,2017-10-28 16:00:00.000,296.7,290.1,294.01,293,1926.342
415494,2017-10-29 00:00:00.000,295.4,291,292.12,291.87,2057.509
415495,2017-10-29 08:00:00.000,297.08,291.86,291.86,296.06,2423.901
415496,2017-10-29 16:00:00.000,309.4,295.03,296.07,308.11,3385.442
415497,2017-10-30 00:00:00.000,308.12,300.85,308.11,305,3209.79
415498,2017-10-30 08:00:00.000,316,302.1,305,308.34,3656.873
415499,2017-10-30 16:00:00.000,311.29,304.85,308.35,306.62,3241.257
415500,2017-10-31 00:00:00.000,307.97,305,306.61,307.25,2047.99
415501,2017-10-31 08:00:00.000,309.99,305.95,305.95,307.63,2103.632
415502,2017-10-31 16:00:00.000,308.99,304.38,307.63,305.43,3007.538
415503,2017-11-01 00:00:00.000,308.36,304.01,305.42,304.9,2529.242
415504,2017-11-01 08:00:00.000,305.9,301.54,304.89,303.01,2797.372
415505,2017-11-01 16:00:00.000,304.97,295.99,303.01,298.99,4460.465
415506,2017-11-02 00:00:00.000,300.79,286.34,298.63,287.01,2585.33
415507,2017-11-02 08:00:00.000,293,274.73,287.3,281.11,4931.854
415508,2017-11-02 16:00:00.000,289.96,275.4,281.13,284.02,5890.715
415509,2017-11-03 00:00:00.000,289.99,281,284.05,283.12,2601.289
415510,2017-11-03 08:00:00.000,292.17,282,283.12,290.36,2800.921
415511,2017-11-03 16:00:00.000,299.24,285,290.36,297.16,3206.118
415512,2017-11-04 00:00:00.000,307,292.96,297.16,304.08,2186.995
415513,2017-11-04 08:00:00.000,304.09,292.11,304.09,297.81,3144.581
415514,2017-11-04 16:00:00.000,304.99,296.85,296.86,299.88,2718.339
415515,2017-11-05 00:00:00.000,300.7,296.11,300.67,298.04,1965.497
415516,2017-11-05 08:00:00.000,302.14,297.04,298.1,297.87,2169.948
415517,2017-11-05 16:00:00.000,300.16,294,298.85,295.78,3106.8
415518,2017-11-06 00:00:00.000,297.1,293.13,295.73,295.53,1361.674
415519,2017-11-06 08:00:00.000,296.84,290.11,295.19,293.94,2994.971
415520,2017-11-06 16:00:00.000,305.58,293.72,293.84,301.34,2610.513
415521,2017-11-07 00:00:00.000,304.95,296.12,301.33,297.97,1910.017
415522,2017-11-07 08:00:00.000,302,295.2,297.25,298.75,2562.706
415523,2017-11-07 16:00:00.000,303.52,287,299.82,290.22,4066.15
415524,2017-11-08 00:00:00.000,293.83,287.11,289.53,291.78,2789.723
415525,2017-11-08 08:00:00.000,297.44,290.02,291.31,296.44,2555.3
415526,2017-11-08 16:00:00.000,299.85,295.16,297.18,299.69,2926.246
415527,2017-11-09 00:00:00.000,320,292.5,299.64,303.02,10480.31
415528,2017-11-09 08:00:00.000,314.9,299.5,303.6,314.8,3948.332
415529,2017-11-09 16:00:00.000,329,310,314.28,327.54,4281.405
415530,2017-11-10 00:00:00.000,328.89,315,327.55,317.87,2921.563
415531,2017-11-10 08:00:00.000,319.5,313,318.5,314.99,3231.105
415532,2017-11-10 16:00:00.000,322.65,296.12,314.99,301,6539.419
415533,2017-11-11 00:00:00.000,306.47,285.82,300.98,293.5,5826.642
415534,2017-11-11 08:00:00.000,302.99,291.91,293.52,300.98,3319.767
415535,2017-11-11 16:00:00.000,305,292,300.98,299,3577.398
415536,2017-11-12 00:00:00.000,318,294.22,298.43,310.02,3952.997
415537,2017-11-12 08:00:00.000,312.52,281.01,310.87,297.86,8237.637
415538,2017-11-12 16:00:00.000,308.76,290.01,296.98,306.42,8189.086
415539,2017-11-13 00:00:00.000,316.99,299.5,306.42,305.24,4696.43
415540,2017-11-13 08:00:00.000,318.88,303.7,304,312.99,6812.232
415541,2017-11-13 16:00:00.000,314.88,308,312.27,310.82,5489.085
415542,2017-11-14 00:00:00.000,313.48,305,310.94,312.99,3250.357
415543,2017-11-14 08:00:00.000,328.01,312.94,313,326.24,5663.703
415544,2017-11-14 16:00:00.000,336.99,317.4,326.51,327.16,8264.035
415545,2017-11-15 00:00:00.000,337.54,324.5,326.97,335.61,3781.485
415546,2017-11-15 08:00:00.000,339,329.04,335.6,335.2,5338.751
415547,2017-11-15 16:00:00.000,335.99,324,335.25,326.87,6352.339
415548,2017-11-16 00:00:00.000,333.89,325.01,327.08,331.33,3906.071
415549,2017-11-16 08:00:00.000,331.7,325.2,330.98,327.65,4958.554
415550,2017-11-16 16:00:00.000,330,321.41,327.62,329.2,5226.406
415551,2017-11-17 00:00:00.000,334.75,325.5,329.8,331.49,3960.757
415552,2017-11-17 08:00:00.000,333.19,323.84,331.49,325.4,6951.717
415553,2017-11-17 16:00:00.000,333.88,324.12,325.35,332.73,6430
415554,2017-11-18 00:00:00.000,334.6,328.82,332.57,331.23,4660.308
415555,2017-11-18 08:00:00.000,333.4,326.01,331.2,330.4,4743.066
415556,2017-11-18 16:00:00.000,334.98,329.02,330.6,334.88,5560.375
415557,2017-11-19 00:00:00.000,349.9,332.52,334.49,346.66,4058.055
415558,2017-11-19 08:00:00.000,373.56,343.07,346.66,361.99,7806.559
415559,2017-11-19 16:00:00.000,365.85,351.53,361.98,356.72,6609.52
415560,2017-11-20 00:00:00.000,364.49,347.54,356.81,354.15,4981.67
415561,2017-11-20 08:00:00.000,364,353.9,355.15,356.97,7313.314
415562,2017-11-20 16:00:00.000,363.22,356.28,356.96,362.91,5809.562
415563,2017-11-21 00:00:00.000,372.5,362.5,362.89,367.42,5154.143
415564,2017-11-21 08:00:00.000,374.99,350.02,367.42,363.28,14135.67
415565,2017-11-21 16:00:00.000,374.47,362.95,363.35,371.8,7093.092
415566,2017-11-22 00:00:00.000,375.5,360,371.6,362.12,5008.88
415567,2017-11-22 08:00:00.000,371.24,360.55,362.12,370.06,5451.854
415568,2017-11-22 16:00:00.000,370.1,359,370.06,365.19,7132.694
415569,2017-11-23 00:00:00.000,384.84,363.25,365.18,380.65,5537.036
415570,2017-11-23 08:00:00.000,384.08,373.75,380.63,380.07,7310.083
415571,2017-11-23 16:00:00.000,416.65,370.02,380.01,411.5,10949.87
415572,2017-11-24 00:00:00.000,425,405,411.5,405,7149.052
415573,2017-11-24 08:00:00.000,415.11,395.32,405.03,408,7203.428
415574,2017-11-24 16:00:00.000,460,392.8,407.98,455.39,14915.62
415575,2017-11-25 00:00:00.000,475,445.05,454.02,469,8279.31
415576,2017-11-25 08:00:00.000,484.47,456.17,467.57,464.03,9650.909
415577,2017-11-25 16:00:00.000,472.99,450,464.03,468.9,7260.973
415578,2017-11-26 00:00:00.000,470,460,468.88,461.82,4516.749
415579,2017-11-26 08:00:00.000,462.51,436.14,461,451.02,8063.792
415580,2017-11-26 16:00:00.000,465,451.08,451.1,453.22,7176.528
415581,2017-11-27 00:00:00.000,464.47,445,453.21,462.84,6450.798
415582,2017-11-27 08:00:00.000,486.94,461.01,462.84,483,8920.613
415583,2017-11-27 16:00:00.000,485.3,453,482.98,473.08,9430.453
415584,2017-11-28 00:00:00.000,478.7,460.29,473.09,472.31,5410.048
415585,2017-11-28 08:00:00.000,477.5,465.97,472.32,473.3,7940.231
415586,2017-11-28 16:00:00.000,473.3,453.5,473.3,467.22,10473.03
415587,2017-11-29 00:00:00.000,474.99,459.31,466.05,466.17,5553.984
415588,2017-11-29 08:00:00.000,480,455,466.17,464.45,12420.29
415589,2017-11-29 16:00:00.000,515,464.02,464.43,484.96,17111.67
415590,2017-11-30 00:00:00.000,488.04,385,484.55,421.7,21781.53
415591,2017-11-30 08:00:00.000,460,417.33,421.92,434.43,15687.64
415592,2017-11-30 16:00:00.000,447.5,387.01,434.47,392.77,18856.08
415593,2017-12-01 00:00:00.000,441,389,392.76,427.43,10640.5
415594,2017-12-01 08:00:00.000,432.93,413.74,428.05,418.8,10614.36
415595,2017-12-01 16:00:00.000,457.83,418.73,419.81,446.66,15348.48
415596,2017-12-02 00:00:00.000,465.97,443.73,448.23,457.51,7109.383
415597,2017-12-02 08:00:00.000,469.75,448.01,457.53,463.55,10518.35
415598,2017-12-02 16:00:00.000,471.91,445,463.54,450.01,10911.35
415599,2017-12-03 00:00:00.000,462.98,448.9,450.02,457.63,4366.437
415600,2017-12-03 08:00:00.000,466.99,452.65,457.31,466.54,6032.986
415601,2017-12-03 16:00:00.000,485.9,463.39,466.32,475.99,9323.233
415602,2017-12-04 00:00:00.000,481.1,440.11,475.99,460.3,9133.841
415603,2017-12-04 08:00:00.000,469.57,456.5,460.3,468.79,7582.286
415604,2017-12-04 16:00:00.000,470.98,445,468.69,459.51,8588.11
415605,2017-12-05 00:00:00.000,466.97,447.5,459.5,466.67,7012.262
415606,2017-12-05 08:00:00.000,468.67,460,466.66,465.99,7651.131
415607,2017-12-05 16:00:00.000,467.64,450.02,465.98,455.71,9768.22
415608,2017-12-06 00:00:00.000,462,445.21,456.19,452.26,7967.767
415609,2017-12-06 08:00:00.000,455.1,436,452.26,444.43,12356.58
415610,2017-12-06 16:00:00.000,448,409.99,444.44,420.45,15398.74
415611,2017-12-07 00:00:00.000,434.6,400,420.62,411.01,10883.44
415612,2017-12-07 08:00:00.000,427.61,401,413.5,421.02,13334.21
415613,2017-12-07 16:00:00.000,425.61,391,422.62,396.51,15609.61
415614,2017-12-08 00:00:00.000,417,375.01,396.52,406.33,12399.92
415615,2017-12-08 08:00:00.000,422.95,390,406.52,412.21,18263.78
415616,2017-12-08 16:00:00.000,454.2,407.75,412.21,436.85,13935.21
415617,2017-12-09 00:00:00.000,456.78,433.28,436.85,442.56,8865.613
415618,2017-12-09 08:00:00.000,479.52,440.6,442.56,473,11546.62
415619,2017-12-09 16:00:00.000,487,457,473,474.05,12266.08
415620,2017-12-10 00:00:00.000,488,426.4,474.05,460,18105.63
415621,2017-12-10 08:00:00.000,460.05,403.2,460,425.74,15733.02
415622,2017-12-10 16:00:00.000,446,417.12,429.71,442.53,10285.03
415623,2017-12-11 00:00:00.000,452,423.01,443.53,427.35,8901.212
415624,2017-12-11 08:00:00.000,462.49,427.35,427.35,455.4,10906.87
415625,2017-12-11 16:00:00.000,470,449.15,456.88,465.5,9010.191
415626,2017-12-12 00:00:00.000,512,462.67,465.51,508.7,9846.105
415627,2017-12-12 08:00:00.000,560,494.89,508.44,529.58,19127.36
415628,2017-12-12 16:00:00.000,639.27,510,529.85,609.5,23557.76
415629,2017-12-13 00:00:00.000,630,550,609.5,620,16701.91
415630,2017-12-13 08:00:00.000,627.97,539.93,622,613,22117.8
415631,2017-12-13 16:00:00.000,705.69,604.57,614,679.23,18310.96
415632,2017-12-14 00:00:00.000,693.45,608.19,679.61,683.99,17265.44
415633,2017-12-14 08:00:00.000,729.9,673.3,683.98,706.04,14916.42
415634,2017-12-14 16:00:00.000,747.6,630.5,706.06,665.06,36147.04
415635,2017-12-15 00:00:00.000,680,644.4,667.55,679.76,9855.812
415636,2017-12-15 08:00:00.000,681.97,594.6,679.76,654.51,19833.85
415637,2017-12-15 16:00:00.000,689,626.12,654.5,683.32,12654.59
415638,2017-12-16 00:00:00.000,685,669.01,684.51,674.95,7289.721
415639,2017-12-16 08:00:00.000,712,670,673.75,680.01,12989.4
415640,2017-12-16 16:00:00.000,699,673.4,681.18,675.25,7408.889
415641,2017-12-17 00:00:00.000,688.99,669.22,673.4,682.81,6467.769
415642,2017-12-17 08:00:00.000,720,680.33,681.8,712.99,12653
415643,2017-12-17 16:00:00.000,715.01,697.31,712.96,704.53,10284.88
415644,2017-12-18 00:00:00.000,728,695.95,704.53,707.64,8460.569
415645,2017-12-18 08:00:00.000,712,638,707.62,700,18176.58
415646,2017-12-18 16:00:00.000,748.01,695,700.63,723.98,15719.98
