Sid,StartTime,HighValue,LowValue,OpenValue,CloseValue,Volumn
416388,2018-08-24 00:00:00.000,280.3,270.35,271.9,275.99,98003.91
416389,2018-08-24 08:00:00.000,277.12,272.71,276.06,276.13,88447.71
416390,2018-08-24 16:00:00.000,278.47,270.22,276.18,272,97379.19
416391,2018-08-25 00:00:00.000,283.1,271.82,272,281.19,86023.32
416392,2018-08-25 08:00:00.000,282.71,275.99,281.05,276.62,89193.11
416393,2018-08-25 16:00:00.000,281,276.51,276.64,280.09,79308.55
416394,2018-08-26 00:00:00.000,281,277.1,280.01,277.55,84873.83
416395,2018-08-26 08:00:00.000,277.91,268.69,277.54,272.53,80183.98
416396,2018-08-26 16:00:00.000,276.23,271.3,272.55,273.45,71663.17
416397,2018-08-27 00:00:00.000,274.9,271.13,273.63,274.29,80678.8
416398,2018-08-27 08:00:00.000,279.51,271.59,274.17,276.63,103115.2
416399,2018-08-27 16:00:00.000,278.77,274.05,276.63,277.28,74024.64
416400,2018-08-28 00:00:00.000,288.15,276.02,277.23,287.71,103880.8
416401,2018-08-28 08:00:00.000,288,282.66,287.71,285.39,97118.01
416402,2018-08-28 16:00:00.000,292.44,284.49,285.39,288.59,102269.5
416403,2018-08-29 00:00:00.000,298,286.39,288.53,295.44,118935.8
416404,2018-08-29 08:00:00.000,297,289.94,295.44,292.56,99388.27
416405,2018-08-29 16:00:00.000,296.37,283.55,292.56,286.51,120178.4
416406,2018-08-30 00:00:00.000,292.06,283.86,286.65,288.4,104708.8
416407,2018-08-30 08:00:00.000,291,281,288.35,283.17,97761.45
416408,2018-08-30 16:00:00.000,283.55,274.55,283.16,278.48,114303.4
416409,2018-08-31 00:00:00.000,287,271.88,278.56,283.89,124928.3
416410,2018-08-31 08:00:00.000,284.27,278.01,283.9,278.81,95227.98
416411,2018-08-31 16:00:00.000,289,276.59,278.8,278.23,108565.6
416412,2018-09-01 00:00:00.000,285.09,277.82,278.23,281.41,98869.83
416413,2018-09-01 08:00:00.000,289.23,281.34,281.46,286.54,72821.21
416414,2018-09-01 16:00:00.000,298.15,284.28,286.6,295.54,114228.3
416415,2018-09-02 00:00:00.000,302,294,295.55,295.71,107894.9
416416,2018-09-02 08:00:00.000,298.84,290.96,295.8,296.82,46530.79
416417,2018-09-02 16:00:00.000,299.33,288.87,296.84,291.51,70197.96
416418,2018-09-03 00:00:00.000,297,290.24,291.51,295.41,36571.31
416419,2018-09-03 08:00:00.000,296.62,287.51,295.51,289.87,68818.12
416420,2018-09-03 16:00:00.000,290.8,285.99,289.76,289.69,95621.58
416421,2018-09-04 00:00:00.000,293.36,287.51,289.7,289.09,110314
416422,2018-09-04 08:00:00.000,291.56,283.04,289.09,287.55,109658.5
416423,2018-09-04 16:00:00.000,292.64,283.5,287.55,289.33,113042.2
416424,2018-09-05 00:00:00.000,289.82,283,289.33,285.3,107401.4
416425,2018-09-05 08:00:00.000,287.62,283.33,285.18,283.6,87681.91
416426,2018-09-05 16:00:00.000,285,251.3,283.61,255.91,227505.6
416427,2018-09-06 00:00:00.000,256.87,227,255.89,228.53,213546.8
416428,2018-09-06 08:00:00.000,233.19,212,228.28,227.58,254224
416429,2018-09-06 16:00:00.000,232.45,220.5,227.51,226.6,161289.8
416430,2018-09-07 00:00:00.000,231.57,218.13,226.41,229.7,137483
416431,2018-09-07 08:00:00.000,234.69,224.8,229.73,225.7,125366.8
416432,2018-09-07 16:00:00.000,226.02,213.5,225.77,215.79,163336.1
416433,2018-09-08 00:00:00.000,221,214,215.89,215.22,109676.9
416434,2018-09-08 08:00:00.000,220.2,215.03,215.19,217.32,47449.59
416435,2018-09-08 16:00:00.000,219.83,215,217.32,216.35,50070.85
416436,2018-09-09 00:00:00.000,216.64,190.01,216.42,196.71,221339.4
416437,2018-09-09 08:00:00.000,197.34,185.02,196.87,190,118666.3
416438,2018-09-09 16:00:00.000,208.6,189.73,190.02,201.42,193778.8
416439,2018-09-10 00:00:00.000,203.13,191.8,201.45,195.81,116809.9
416440,2018-09-10 08:00:00.000,203.42,195.95,196.13,198.98,139385.5
416441,2018-09-10 16:00:00.000,199.21,192,198.95,194.94,123049.9
416442,2018-09-11 00:00:00.000,197.98,187.1,194.99,197.15,156054.5
416443,2018-09-11 08:00:00.000,200.2,191.4,197.22,193.59,143678.5
416444,2018-09-11 16:00:00.000,194.89,183,193.63,184.32,145438.5
416445,2018-09-12 00:00:00.000,187.12,176.16,184.32,185.18,187628.8
416446,2018-09-12 08:00:00.000,185.22,167.64,185.14,170.81,176749.8
416447,2018-09-12 16:00:00.000,175.26,167.32,170.92,171.65,171488.4
416448,2018-09-13 00:00:00.000,184.9,169.45,171.59,183.12,155809.5
416449,2018-09-13 08:00:00.000,192.74,183.15,183.17,186.59,169460.5
416450,2018-09-13 16:00:00.000,208.06,186.56,186.59,202.68,310400.4
416451,2018-09-14 00:00:00.000,215,200.35,202.68,210.68,259642.4
416452,2018-09-14 08:00:00.000,224.2,207.61,210.91,212.82,267857.2
416453,2018-09-14 16:00:00.000,214,202.6,212.81,208.13,296721.5
416454,2018-09-15 00:00:00.000,221.62,208.12,208.14,208.82,269367.1
416455,2018-09-15 08:00:00.000,216.58,207.64,208.55,213.68,124529.1
416456,2018-09-15 16:00:00.000,227.4,213.64,213.83,224.04,204617
416457,2018-09-16 00:00:00.000,227.42,218.7,224.12,221.29,111900.4
416458,2018-09-16 08:00:00.000,222.64,208.1,221.62,214.02,195664.8
416459,2018-09-16 16:00:00.000,221.33,213.28,214.04,217.55,134746.5
416460,2018-09-17 00:00:00.000,223.5,214.1,217.55,220.17,95127.27
416461,2018-09-17 08:00:00.000,225,216.6,220.24,218.27,162888.3
416462,2018-09-17 16:00:00.000,222,202.65,218.28,206.31,325982.7
416463,2018-09-18 00:00:00.000,208.71,192.4,206.28,196.16,336149.9
416464,2018-09-18 08:00:00.000,201.1,193.47,196.25,200.21,185137.5
416465,2018-09-18 16:00:00.000,215.47,195.15,200.22,211.47,292253.5
416466,2018-09-19 00:00:00.000,213.98,205.1,211.5,208.17,106975.1
416467,2018-09-19 08:00:00.000,214.84,207.51,208.42,211.57,89643.48
416468,2018-09-19 16:00:00.000,212.7,203,211.6,209.66,125043.6
416469,2018-09-20 00:00:00.000,213.4,197.58,209.53,209.79,281413.4
416470,2018-09-20 08:00:00.000,211.64,207,209.79,209.18,113211.5
416471,2018-09-20 16:00:00.000,215,207.35,209.18,210.4,199149.4
416472,2018-09-21 00:00:00.000,226.68,205.56,210.43,224,261271.3
416473,2018-09-21 08:00:00.000,227.58,220.66,224,226.29,197053.2
416474,2018-09-21 16:00:00.000,232.1,223.02,226.29,226.19,315314.7
416475,2018-09-22 00:00:00.000,252.11,226.06,226.19,247.73,328661.3
416476,2018-09-22 08:00:00.000,255.13,238,247.67,240.87,215047.6
416477,2018-09-22 16:00:00.000,242.87,232.7,240.87,239.5,132975.8
416478,2018-09-23 00:00:00.000,245.87,238.02,239.5,241.01,75717.3
416479,2018-09-23 08:00:00.000,242.75,237,241.01,240.21,71333.85
416480,2018-09-23 16:00:00.000,249.73,239.63,240.33,241.68,117186.4
416481,2018-09-24 00:00:00.000,245.6,240,241.68,244.5,46693.85
416482,2018-09-24 08:00:00.000,246.2,231,244.54,236.05,133674.4
416483,2018-09-24 16:00:00.000,236.4,229.09,236.06,233.15,122180.7
416484,2018-09-25 00:00:00.000,237.29,225.3,233.03,228.06,94284.05
416485,2018-09-25 08:00:00.000,228.1,207.4,228.06,208.97,242195.5
416486,2018-09-25 16:00:00.000,213.69,203.61,208.95,210.18,251565.1
416487,2018-09-26 00:00:00.000,219.64,205.93,210.13,219.62,216890.1
416488,2018-09-26 08:00:00.000,219.9,207.5,219.5,214.2,190856.9
416489,2018-09-26 16:00:00.000,223.6,210.79,214.2,220.08,234803.2
416490,2018-09-27 00:00:00.000,221.99,213,220.18,214.42,188094.2
416491,2018-09-27 08:00:00.000,219.88,213,214.38,213.49,141839.7
416492,2018-09-27 16:00:00.000,221.16,205.01,213.47,217,213078.8
416493,2018-09-28 00:00:00.000,234,216.99,216.99,229.13,227356
416494,2018-09-28 08:00:00.000,234.42,228,229.1,230.6,207871.8
416495,2018-09-28 16:00:00.000,230.6,220.12,230.53,226.18,223130.2
416496,2018-09-29 00:00:00.000,226.9,215.53,226.19,221.84,187432.7
416497,2018-09-29 08:00:00.000,221.98,214.18,221.89,220.89,168370.1
416498,2018-09-29 16:00:00.000,237.77,220.78,221.09,232.24,293865.1
416499,2018-09-30 00:00:00.000,236.63,228.4,232.1,231.62,141765.8
416500,2018-09-30 08:00:00.000,233.73,228.21,231.62,232.22,115473.5
416501,2018-09-30 16:00:00.000,239,231.5,232.19,233.54,173167.6
416502,2018-10-01 00:00:00.000,235.42,226.5,233.47,232.94,143554.3
416503,2018-10-01 08:00:00.000,235.88,229.36,233.04,229.65,68925.55
416504,2018-10-01 16:00:00.000,232.73,224.46,229.64,227.7,115627.3
416505,2018-10-02 00:00:00.000,232.2,225.5,227.7,231.61,138347.6
416506,2018-10-02 08:00:00.000,232.51,228.57,231.62,230.26,113172.7
416507,2018-10-02 16:00:00.000,230.75,225.9,230.35,227.75,152903.7
416508,2018-10-03 00:00:00.000,228.5,223.37,227.67,225.69,135228.9
416509,2018-10-03 08:00:00.000,226.43,216.51,225.7,218.4,138549.4
416510,2018-10-03 16:00:00.000,224.1,216.65,218.5,221.59,73823.52
416511,2018-10-04 00:00:00.000,222.68,216.52,221.6,220.77,63236.3
416512,2018-10-04 08:00:00.000,227.16,219.49,220.67,223.21,72430.3
416513,2018-10-04 16:00:00.000,225.44,222.69,223.15,224.54,35065.67
416514,2018-10-05 00:00:00.000,225.72,220.25,224.55,222.66,50641.46
416515,2018-10-05 08:00:00.000,225,219.35,222.66,221.22,48175.79
416516,2018-10-05 16:00:00.000,225.7,220.85,221.22,224.63,37494.96
416517,2018-10-06 00:00:00.000,231.75,222.52,224.62,228.37,52059.61
416518,2018-10-06 08:00:00.000,228.86,225.64,228.36,227.69,35034.73
416519,2018-10-06 16:00:00.000,228.75,223.15,227.69,225.27,44917.78
416520,2018-10-07 00:00:00.000,225.81,223.79,225.28,225.4,20305.06
416521,2018-10-07 08:00:00.000,226.86,223.57,225.39,223.97,14968.57
416522,2018-10-07 16:00:00.000,224.36,221.48,223.98,223.49,27456.47
416523,2018-10-08 00:00:00.000,227.75,222.76,223.41,226.14,32308.63
416524,2018-10-08 08:00:00.000,227.12,224.21,226.26,224.98,88245.14
416525,2018-10-08 16:00:00.000,232.7,224.54,224.99,229.51,87195.82
416526,2018-10-09 00:00:00.000,231.88,229.25,229.59,230.01,35548.46
416527,2018-10-09 08:00:00.000,231.02,228.55,230.01,230.86,31152.93
416528,2018-10-09 16:00:00.000,230.98,226.56,230.85,228.41,49257.66
416529,2018-10-10 00:00:00.000,229.67,227.73,228.49,228.4,19835.6
416530,2018-10-10 08:00:00.000,228.78,224.05,228.4,226,50373.93
416531,2018-10-10 16:00:00.000,227.3,224.77,226,225.11,40340.83
416532,2018-10-11 00:00:00.000,227.9,224.76,224.89,226.74,32033.45
416533,2018-10-11 08:00:00.000,226.91,196,226.7,200.53,255431.5
416534,2018-10-11 16:00:00.000,204.07,195.3,200.52,201,135156.1
416535,2018-10-12 00:00:00.000,204.05,189.01,201,191.58,106671.1
416536,2018-10-12 08:00:00.000,201.87,190.04,191.55,199.23,116876
416537,2018-10-12 16:00:00.000,201.16,196.2,199.08,199.5,61323.42
416538,2018-10-13 00:00:00.000,199.96,195.83,199.5,196.96,38249.01
416539,2018-10-13 08:00:00.000,200.58,196.27,196.96,200.11,33962.13
416540,2018-10-13 16:00:00.000,202.78,199.53,200.06,201.08,41826.26
416541,2018-10-14 00:00:00.000,201.99,199.8,201.16,201.3,31427.14
416542,2018-10-14 08:00:00.000,203.56,199.91,201.39,202.5,27855.08
416543,2018-10-14 16:00:00.000,203.19,201.1,202.5,202.15,23901.09
416544,2018-10-15 00:00:00.000,202.89,194.33,202.06,197.01,58798.02
416545,2018-10-15 08:00:00.000,239,194.6,196.84,216.8,493283.2
416546,2018-10-15 16:00:00.000,225,213.28,216.94,216.7,330553.3
416547,2018-10-16 00:00:00.000,218.79,209.13,216.7,214.39,150021.3
416548,2018-10-16 08:00:00.000,219.95,211.55,214.39,216.04,59515.09
416549,2018-10-16 16:00:00.000,216.3,213,216.08,213.67,47158.03
416550,2018-10-17 00:00:00.000,216.5,212,213.67,215.09,39306.97
416551,2018-10-17 08:00:00.000,216.99,214.02,215.2,214.22,40055.33
416552,2018-10-17 16:00:00.000,215.7,210,214.15,213.77,93343.89
416553,2018-10-18 00:00:00.000,214.08,211.8,213.77,212.85,20369.63
416554,2018-10-18 08:00:00.000,215.3,212.1,212.9,213.05,44305.81
416555,2018-10-18 16:00:00.000,213.4,207.22,213.05,209.68,55762.51
416556,2018-10-19 00:00:00.000,209.99,203.53,209.8,206.24,50161.29
416557,2018-10-19 08:00:00.000,207.96,204.45,206.25,204.65,55955
416558,2018-10-19 16:00:00.000,208,204.52,204.66,205.9,93196.04
416559,2018-10-20 00:00:00.000,207.3,204.21,205.9,205,105509.5
416560,2018-10-20 08:00:00.000,209.69,203.57,205.1,207.93,34114.48
416561,2018-10-20 16:00:00.000,209.39,207.2,207.93,207.55,18821.82
416562,2018-10-21 00:00:00.000,208.92,207.02,207.53,207.91,9440.397
416563,2018-10-21 08:00:00.000,211.99,207.81,207.91,209.8,24978.1
416564,2018-10-21 16:00:00.000,210.81,208.56,209.88,210.35,39314.04
416565,2018-10-22 00:00:00.000,210.68,206.74,210.35,207.49,18985.22
416566,2018-10-22 08:00:00.000,209.3,205,207.46,207.99,85567.7
416567,2018-10-22 16:00:00.000,208.3,205,208.03,206.09,82964.73
416568,2018-10-23 00:00:00.000,207.23,205.2,206.07,206.67,37514.48
416569,2018-10-23 08:00:00.000,207.8,205.49,206.67,205.65,29922.97
416570,2018-10-23 16:00:00.000,205.92,202.14,205.7,203.95,46250.55
416571,2018-10-24 00:00:00.000,207.45,203.9,203.94,205.85,36579.52
416572,2018-10-24 08:00:00.000,207.77,205.66,205.85,207.14,35271.79
416573,2018-10-24 16:00:00.000,207.95,205.7,207.14,205.7,23906.14
416574,2018-10-25 00:00:00.000,206.65,204.73,205.7,205.35,37950.89
416575,2018-10-25 08:00:00.000,205.94,202.88,205.35,204.21,31701.66
416576,2018-10-25 16:00:00.000,205.45,204,204.24,204.18,26015.62
416577,2018-10-26 00:00:00.000,205.11,203.51,204.17,203.93,19694.29
416578,2018-10-26 08:00:00.000,204.65,203,203.84,203.54,27063.57
416579,2018-10-26 16:00:00.000,209,203.22,203.53,204.26,53412.23
416580,2018-10-27 00:00:00.000,205.3,203.93,204.27,204.92,10668.03
416581,2018-10-27 08:00:00.000,205.86,204.88,204.92,205.23,14199
416582,2018-10-27 16:00:00.000,206.15,203.2,205.21,203.7,22380.45
416583,2018-10-28 00:00:00.000,204.73,203.09,203.72,204.45,13656.23
416584,2018-10-28 08:00:00.000,205,203.8,204.45,204.22,12578.76
416585,2018-10-28 16:00:00.000,205.94,203.88,204.22,204.9,18242.14
416586,2018-10-29 00:00:00.000,205.72,203.62,204.81,204.99,13573.94
416587,2018-10-29 08:00:00.000,205.49,204.68,204.99,205.25,16233.81
416588,2018-10-29 16:00:00.000,205.49,195.28,205.25,198.41,81072.62
416589,2018-10-30 00:00:00.000,198.57,195.54,198.56,196.96,20975.4
416590,2018-10-30 08:00:00.000,198.6,196.71,196.95,197.86,21728.64
416591,2018-10-30 16:00:00.000,198.32,196.7,197.87,197.36,30902.15
416592,2018-10-31 00:00:00.000,198.34,195.91,197.36,197.27,31003.03
416593,2018-10-31 08:00:00.000,197.73,196.46,197.24,196.84,21001.63
416594,2018-10-31 16:00:00.000,201.45,193.01,196.84,199.36,62093.03
416595,2018-11-01 00:00:00.000,199.73,197.57,199.6,198.73,31645.04
416596,2018-11-01 08:00:00.000,199.51,197.88,198.7,199.17,28483.76
416597,2018-11-01 16:00:00.000,199.4,198.13,199.17,198.55,24496.3
416598,2018-11-02 00:00:00.000,200.95,198.26,198.54,199.96,33117.93
416599,2018-11-02 08:00:00.000,202.3,199.82,199.93,200.68,27493.77
416600,2018-11-02 16:00:00.000,203.74,199.34,200.69,202.21,42098.79
416601,2018-11-03 00:00:00.000,203.13,201.57,202.22,202.35,27530.66
416602,2018-11-03 08:00:00.000,202.69,200.69,202.31,201.07,21697.99
416603,2018-11-03 16:00:00.000,201.53,198.59,201.01,199.92,33129.36
416604,2018-11-04 00:00:00.000,201.05,199.55,199.91,200.31,17257.58
416605,2018-11-04 08:00:00.000,203.37,199,200.27,201.57,34282.13
416606,2018-11-04 16:00:00.000,207.47,200.1,201.59,205.84,41410
416607,2018-11-05 00:00:00.000,218.76,204.86,205.74,212.11,106842.5
416608,2018-11-05 08:00:00.000,212.46,208.45,212.13,210.46,34825.46
416609,2018-11-05 16:00:00.000,213.39,208.12,210.46,211.49,65917.56
416610,2018-11-06 00:00:00.000,211.68,207.62,211.52,210.66,40689.12
416611,2018-11-06 08:00:00.000,212.79,209.11,210.64,211.54,38544.04
416612,2018-11-06 16:00:00.000,218.55,211.37,211.49,217.34,96985.88
416613,2018-11-07 00:00:00.000,221.25,214.6,217.34,220.74,62267.57
416614,2018-11-07 08:00:00.000,224.8,218.16,220.77,220.7,83985.16
416615,2018-11-07 16:00:00.000,224.37,217.01,220.68,218.18,89003.45
416616,2018-11-08 00:00:00.000,220.9,217.78,218.18,219.07,31942.42
416617,2018-11-08 08:00:00.000,220.78,213.78,219.06,215.61,75635.11
416618,2018-11-08 16:00:00.000,218.18,214.73,215.61,215.2,51967.32
416619,2018-11-09 00:00:00.000,216.04,212.49,215.11,212.79,62226.06
416620,2018-11-09 08:00:00.000,215,212.71,212.79,214.77,43770.8
416621,2018-11-09 16:00:00.000,215.51,209.51,214.77,211.11,69378.98
416622,2018-11-10 00:00:00.000,211.95,209.1,211.13,210.77,39066.16
416623,2018-11-10 08:00:00.000,213.65,210.5,210.78,212.62,42066.2
416624,2018-11-10 16:00:00.000,215,211.8,212.64,213.97,46100.07
416625,2018-11-11 00:00:00.000,215.55,209.02,213.97,213.25,43218.21
416626,2018-11-11 08:00:00.000,213.98,211.72,213.27,213.11,34595.95
416627,2018-11-11 16:00:00.000,213.99,209.68,213.11,210.4,47999.77
416628,2018-11-12 00:00:00.000,213.73,209,210.49,212.54,53673.09
416629,2018-11-12 08:00:00.000,214.22,211.37,212.6,211.59,33206.48
416630,2018-11-12 16:00:00.000,213.85,210.9,211.61,213.32,43128.27
416631,2018-11-13 00:00:00.000,213.5,211,213.3,212.89,23629.23
416632,2018-11-13 08:00:00.000,213.35,209.53,212.91,211.67,35530.7
416633,2018-11-13 16:00:00.000,212.42,209.75,211.65,212.19,40088.32
416634,2018-11-14 00:00:00.000,213.8,209.2,212.12,209.84,38847.35
416635,2018-11-14 08:00:00.000,210.3,208.88,209.84,210.26,9896.16
416636,2018-11-14 16:00:00.000,210.28,189.79,210.28,191.49,112672
416637,2018-11-15 00:00:00.000,194.89,176.16,191.44,187.43,312108
416638,2018-11-15 08:00:00.000,190,176.5,187.43,183.77,137133.9
416639,2018-11-15 16:00:00.000,184.68,170.99,183.63,180.76,191822.3
416640,2018-11-16 00:00:00.000,184.8,177,180.77,184.35,123459.9
416641,2018-11-16 08:00:00.000,185,180.21,184.35,181.23,72288.47
416642,2018-11-16 16:00:00.000,182.94,176.51,181.23,178.7,98247.17
416643,2018-11-17 00:00:00.000,180.64,173,178.71,176.89,71174.71
416644,2018-11-17 08:00:00.000,177.91,173.94,176.93,177.66,54472.29
416645,2018-11-17 16:00:00.000,177.8,174.51,177.78,174.57,52030.63
416646,2018-11-18 00:00:00.000,177.29,174.44,174.57,176.2,38301.79
416647,2018-11-18 08:00:00.000,179.59,176.1,176.2,178.14,47572.23
416648,2018-11-18 16:00:00.000,178.4,176.15,178.15,177.29,37987.17
416649,2018-11-19 00:00:00.000,182.94,176.7,177.28,178.97,56176.92
416650,2018-11-19 08:00:00.000,179.33,161.62,179.04,162.6,145124.6
416651,2018-11-19 16:00:00.000,162.78,152,162.75,156.96,243994.7
416652,2018-11-20 00:00:00.000,158,146.47,156.96,150.81,207670.5
416653,2018-11-20 08:00:00.000,154.7,137,150.76,138.28,227435
416654,2018-11-20 16:00:00.000,149.72,126.95,138.25,149.22,427882.6
416655,2018-11-21 00:00:00.000,151.14,128.88,149.23,133.82,341234.7
416656,2018-11-21 08:00:00.000,139.1,127.15,133.68,136.63,286401.1
416657,2018-11-21 16:00:00.000,142.01,134.6,136.62,137.75,271654.7
416658,2018-11-22 00:00:00.000,139.54,132.84,137.78,138.23,160902
416659,2018-11-22 08:00:00.000,140.4,136.11,138.36,136.96,91165.1
416660,2018-11-22 16:00:00.000,137.24,130.1,136.95,133.34,129224
416661,2018-11-23 00:00:00.000,134.03,125.64,133.36,126.63,114285
416662,2018-11-23 08:00:00.000,128.9,118.56,126.58,126.09,243867
416663,2018-11-23 16:00:00.000,128.77,121.7,126.13,124.09,135149.9
416664,2018-11-24 00:00:00.000,126.38,120.25,124.1,125.02,125335.4
416665,2018-11-24 08:00:00.000,130.81,123.55,125,124.29,118007.8
416666,2018-11-24 16:00:00.000,125.86,122.58,124.31,124.18,92323.21
416667,2018-11-25 00:00:00.000,124.2,112.32,124.17,114.89,260990.6
416668,2018-11-25 08:00:00.000,116.13,106,114.83,109.33,251396.1
416669,2018-11-25 16:00:00.000,118,102.95,109.35,112.08,311322.3
416670,2018-11-26 00:00:00.000,122.35,108.61,112.08,118.67,273514.9
416671,2018-11-26 08:00:00.000,121.5,114.93,118.65,117.59,182967
416672,2018-11-26 16:00:00.000,117.74,110,117.55,110.79,213147.8
416673,2018-11-27 00:00:00.000,114.17,106.41,110.78,110.68,283376.9
416674,2018-11-27 08:00:00.000,111.07,106.24,110.66,108.96,146448.4
416675,2018-11-27 16:00:00.000,109.03,102.36,108.97,106.36,203671.5
416676,2018-11-28 00:00:00.000,114.31,105.51,106.36,111.43,173904.5
416677,2018-11-28 08:00:00.000,117.89,111.37,111.38,117.34,188152.9
416678,2018-11-28 16:00:00.000,121.82,114.45,117.33,120.31,186294.2
416679,2018-11-29 00:00:00.000,126.8,118.14,120.23,122.9,204105.7
416680,2018-11-29 08:00:00.000,123.84,115.99,122.88,119,138137.3
416681,2018-11-29 16:00:00.000,124,116.62,119.03,118,192906.3
416682,2018-11-30 00:00:00.000,121.18,114.78,118.04,117.98,147733.7
416683,2018-11-30 08:00:00.000,120.26,115.4,117.99,117.26,127275.7
416684,2018-11-30 16:00:00.000,118.78,112.01,117.29,113.89,185131.3
416685,2018-12-01 00:00:00.000,115.82,111.09,113.92,113.73,106186.7
416686,2018-12-01 08:00:00.000,114.42,111.35,113.71,112.35,68737.1
416687,2018-12-01 16:00:00.000,120.8,112.25,112.34,118.94,174288.7
416688,2018-12-02 00:00:00.000,120.17,117.17,118.96,118.1,87133.23
416689,2018-12-02 08:00:00.000,120.73,116.3,118.09,117.52,93017.54
416690,2018-12-02 16:00:00.000,118.78,116,117.52,117.51,100401.8
416691,2018-12-03 00:00:00.000,118.66,116,117.47,116.57,80238.25
416692,2018-12-03 08:00:00.000,116.96,109.95,116.63,113.42,123201.8
416693,2018-12-03 16:00:00.000,114.65,107.33,113.42,108,108866.1
416694,2018-12-04 00:00:00.000,110.38,106.7,108,108.76,92378.16
416695,2018-12-04 08:00:00.000,112.35,106,108.76,112.35,127506.7
416696,2018-12-04 16:00:00.000,113.2,110.5,112.33,112.17,90391.84
416697,2018-12-05 00:00:00.000,112.41,109.02,112.2,109.94,57422.48
416698,2018-12-05 08:00:00.000,110.58,106.31,109.92,107.14,90134.77
416699,2018-12-05 16:00:00.000,109.22,106,107.13,107.08,82977.02
416700,2018-12-06 00:00:00.000,107.19,102.38,107.07,102.71,180959.7
416701,2018-12-06 08:00:00.000,104.68,95.97,102.73,103.23,199614.6
416702,2018-12-06 16:00:00.000,104,97,103.23,98.36,200546.3
416703,2018-12-07 00:00:00.000,98.75,90.2,98.36,91,185977.7
416704,2018-12-07 08:00:00.000,94.5,82.66,91.18,86.25,414837.7
416705,2018-12-07 16:00:00.000,88.34,83.55,86.27,85.03,208937.5
416706,2018-12-08 00:00:00.000,96.9,82.07,85.05,93.05,406298.4
416707,2018-12-08 08:00:00.000,98,91.04,93.06,91.73,228038.6
416708,2018-12-08 16:00:00.000,91.77,85,91.73,88.26,224281.2
416709,2018-12-09 00:00:00.000,93.6,84.55,88.27,90.38,245897.3
416710,2018-12-09 08:00:00.000,92.29,89.01,90.39,90.08,132584.5
416711,2018-12-09 16:00:00.000,96.7,88.63,90.18,95.54,190941
416712,2018-12-10 00:00:00.000,98.7,92.65,95.52,93.26,196993.9
416713,2018-12-10 08:00:00.000,95.21,90.04,93.26,91.61,125473.3
416714,2018-12-10 16:00:00.000,92.62,88.53,91.59,89.07,152761.3
416715,2018-12-11 00:00:00.000,91.69,88.11,89.06,89.91,130338.5
416716,2018-12-11 08:00:00.000,91.65,88.6,89.88,89.71,94921.93
416717,2018-12-11 16:00:00.000,90.72,86.34,89.71,86.64,152578.5
416718,2018-12-12 00:00:00.000,89.43,85.83,86.65,87.76,92491.38
416719,2018-12-12 08:00:00.000,89.5,86.63,87.77,88.88,86488.46
416720,2018-12-12 16:00:00.000,91.2,88.3,88.88,90.39,123299.5
416721,2018-12-13 00:00:00.000,91.31,88.85,90.4,89.41,75648.06
416722,2018-12-13 08:00:00.000,89.75,87.77,89.39,89,73285.29
416723,2018-12-13 16:00:00.000,90.68,88.6,88.99,90.45,91289.71
416724,2018-12-14 00:00:00.000,90.71,84.71,90.45,86.34,166643.3
416725,2018-12-14 08:00:00.000,87.25,85,86.35,86.11,83116.94
416726,2018-12-14 16:00:00.000,86.63,85.04,86.12,85.53,86308.84
416727,2018-12-15 00:00:00.000,85.76,82.2,85.55,83.82,148578
416728,2018-12-15 08:00:00.000,85,83.33,83.82,84.29,59489.14
416729,2018-12-15 16:00:00.000,84.47,81.79,84.29,82.17,85428.95
416730,2018-12-16 00:00:00.000,84.7,81.85,82.16,83.76,72442.57
416731,2018-12-16 08:00:00.000,87.64,83.73,83.75,86.11,110399
416732,2018-12-16 16:00:00.000,87.41,85.28,86.11,86.2,70912.97
416733,2018-12-17 00:00:00.000,86.81,84.23,86.19,84.67,60054.78
416734,2018-12-17 08:00:00.000,86.57,84.4,84.68,86.32,68946.9
416735,2018-12-17 16:00:00.000,91.05,85.6,86.33,89.83,157998.3
416736,2018-12-18 00:00:00.000,97,89.8,89.8,94.02,245307.1
416737,2018-12-18 08:00:00.000,95.78,92.36,94.03,93.57,125887.3
416738,2018-12-18 16:00:00.000,96.28,91.34,93.56,93.82,204005.9
416739,2018-12-19 00:00:00.000,101.3,92.68,93.82,100.39,200053.6
416740,2018-12-19 08:00:00.000,104.47,98.89,100.39,100.73,289927.1
416741,2018-12-19 16:00:00.000,107.55,100.22,100.72,101.93,319166
416742,2018-12-20 00:00:00.000,104.95,97.75,101.91,98.74,218655.5
416743,2018-12-20 08:00:00.000,101.89,97.88,98.73,101.02,126875.7
416744,2018-12-20 16:00:00.000,109.43,101.01,101.02,107.69,358138.8
416745,2018-12-21 00:00:00.000,116,107.07,107.68,114.05,374598.1
416746,2018-12-21 08:00:00.000,118,109,113.71,112.83,250457.3
416747,2018-12-21 16:00:00.000,116.49,110.16,112.82,110.96,205343.3
416748,2018-12-22 00:00:00.000,112.5,104.76,110.96,107.69,210248.1
416749,2018-12-22 08:00:00.000,108.9,105.38,107.67,107.69,88422.25
416750,2018-12-22 16:00:00.000,113.43,107.01,107.65,111,162337.3
416751,2018-12-23 00:00:00.000,115.5,108.5,111,115.2,154913.3
