StartTime,Symbol,High,Low,Open,Close,Volume,Period,reg5,reg20,OBV,RSI5,RSI20,SMA5,SMA20
2017/8/25 8:00,ETHUSDT,330.44,323.42,323.42,326.55,1406.849,4h,0.006138731,0.042033155,12603.48044,76.23716329,58.33570725,323.202,314.7845
2017/8/25 12:00,ETHUSDT,335,326.55,326.55,330.29,1115.607,4h,0.017735891,0.054524795,13719.08744,82.54706721,60.18236087,324.538,315.1345
2017/8/25 16:00,ETHUSDT,335.41,327.4,330.29,331.26,1199.426,4h,0.020199101,0.04275637,14918.51344,83.93043814,60.65840793,326.55,317.6975
2017/8/25 20:00,ETHUSDT,335.33,328.72,329.68,333.15,1961.178,4h,0.017997782,0.040688699,16879.69144,86.53069122,61.60001963,328.934,319.3375
2017/8/26 0:00,ETHUSDT,338.28,325.42,335.29,328.71,751.2595,4h,0.005329502,0.039009729,16128.43194,58.65838676,58.15789826,329.992,320.3715
2017/8/26 4:00,ETHUSDT,332.27,324.9,329.91,327.24,691.6506,4h,-0.006417981,0.035747686,15436.78134,51.75868504,57.04696333,330.13,321.314
2017/8/26 8:00,ETHUSDT,332.27,323.41,327.24,323.46,569.578,4h,-0.016025416,0.028936524,14867.20334,37.55852573,54.24237285,328.764,322.1355
2017/8/26 12:00,ETHUSDT,329.69,323.41,323.46,327.9,1070.698,4h,-0.011758207,0.024989484,15937.90134,55.48860975,56.86441792,328.092,323.0405
2017/8/26 16:00,ETHUSDT,331.25,326.69,328.45,327.89,856.541,4h,-0.000733996,0.024193305,15081.36034,55.44378797,56.85669375,327.04,323.572
2017/8/26 20:00,ETHUSDT,335.44,324.06,328.25,327,940.5848,4h,0.002961561,0.023399881,14140.77554,50.87221229,56.1422512,326.698,323.969
2017/8/27 0:00,ETHUSDT,334.17,326.7,327.01,331.19,803.001,4h,0.010890035,0.024310238,14943.77654,66.92242299,58.71322182,327.488,324.5685
2017/8/27 4:00,ETHUSDT,334.17,329.33,332.68,330.79,637.2819,4h,0.006761149,0.024407454,14306.49464,64.41128001,58.36938038,328.954,325.148
2017/8/27 8:00,ETHUSDT,338.28,330.79,332.18,331.62,1056.622,4h,0.008358046,0.023969631,15363.11664,67.56777194,58.8951672,329.698,325.8005
2017/8/27 12:00,ETHUSDT,338.29,331.49,334.5,332.77,689.1668,4h,0.008866703,0.021890798,16052.28344,71.88633739,59.63862935,330.674,326.652
2017/8/27 16:00,ETHUSDT,338.42,330.73,332.77,333.94,857.2499,4h,0.005517666,0.019237496,16909.53334,75.95767581,60.40557474,332.062,327.588
2017/8/27 20:00,ETHUSDT,336.99,331.88,333.93,334.67,665.5423,4h,0.007419996,0.017779694,17575.07564,78.39756192,60.89361938,332.758,328.3945
2017/8/28 0:00,ETHUSDT,341.47,332.97,335.04,339.64,795.1318,4h,0.013135628,0.02060876,18370.20744,88.40851871,64.06771675,334.528,329.196
2017/8/28 4:00,ETHUSDT,348.13,337.12,341.47,348.13,571.7241,4h,0.026403193,0.025372069,18941.93154,94.17379346,68.64407427,337.83,330.5425
2017/8/28 8:00,ETHUSDT,351,343.44,348.11,343.44,740.6343,4h,0.023385002,0.02653347,18201.29724,70.09877353,63.91090897,339.964,331.653
2017/8/28 12:00,ETHUSDT,343.69,331.95,343.43,338.77,1139.949,4h,0.008620906,0.025525685,17061.34824,53.17792824,59.60327146,340.93,332.4205
2017/8/28 16:00,ETHUSDT,342.86,336.54,340.89,341.9,636.0476,4h,-0.00346256,0.026891596,17697.39584,61.0540347,61.43701521,342.376,333.188
2017/8/28 20:00,ETHUSDT,347.41,339.34,339.62,341.83,587.2952,4h,-0.010102973,0.029431372,17110.10064,60.76827461,61.37143259,342.814,333.765
2017/8/29 0:00,ETHUSDT,347.42,340.49,341.83,344.3,759.0623,4h,0.003423023,0.033059541,17869.16294,67.48144114,62.84461255,342.048,334.417
2017/8/29 4:00,ETHUSDT,348.5,342.16,342.54,346,416.1934,4h,0.012055504,0.037818891,18285.35634,71.65434593,63.84360161,342.56,335.0595
2017/8/29 8:00,ETHUSDT,353.23,346,347,350.03,276.8458,4h,0.014512583,0.04145284,18562.20214,79.46344477,66.11689091,344.812,336.1255
2017/8/29 12:00,ETHUSDT,360.79,350.02,351.19,354.18,381.6272,4h,0.021462409,0.045157762,18943.82934,84.83965814,68.27880545,347.268,337.4725
2017/8/29 16:00,ETHUSDT,367.13,354.01,354.17,356.75,463.4403,4h,0.023132424,0.046708692,19407.26964,87.39420649,69.54548954,350.252,339.137
2017/8/29 20:00,ETHUSDT,367.4,358.1,358.1,364.57,737.9557,4h,0.030317755,0.0525096,20145.22534,92.31774607,72.99891453,354.306,340.9705
2017/8/30 0:00,ETHUSDT,373.66,362.79,365.74,367.44,694.8425,4h,0.030877074,0.057759866,20840.06784,93.48509454,74.1321253,358.594,342.948
2017/8/30 4:00,ETHUSDT,377.6,367.36,367.44,374.7,477.4228,4h,0.034848977,0.06384323,21317.49064,95.59946827,76.73236201,363.528,345.333
2017/8/30 8:00,ETHUSDT,377.8,367.37,374.7,373,344.2985,4h,0.028425831,0.068948868,20973.19214,87.30593279,74.87716421,367.292,347.4235
2017/8/30 12:00,ETHUSDT,393.71,372.92,373,378.14,452.4388,4h,0.021554833,0.074067558,21425.63094,90.44031538,76.6722112,371.57,349.791
2017/8/30 16:00,ETHUSDT,384.33,362.05,378.16,375.9,1349.922,4h,0.013339883,0.076313785,20075.70894,79.71769658,74.23888736,373.836,352.005
2017/8/30 20:00,ETHUSDT,385.33,370.49,373.01,379.38,1027.512,4h,0.007981996,0.078546042,21103.22094,83.51353404,75.50992847,376.224,354.3355
2017/8/31 0:00,ETHUSDT,389.8,378.72,379.38,383.38,678.1019,4h,0.014257197,0.080888439,21781.32284,87.00721564,76.88955167,377.96,356.8075
2017/8/31 4:00,ETHUSDT,387.29,380.74,385.34,385.93,594.3239,4h,0.014842534,0.082363394,22375.64674,88.88429623,77.73137401,380.546,359.3705
2017/8/31 8:00,ETHUSDT,384.64,377.78,384.64,383.51,676.3998,4h,0.013972823,0.082886157,21699.24694,75.87983754,75.00216102,381.62,361.564
2017/8/31 12:00,ETHUSDT,385.94,379.21,383.66,383.14,482.6769,4h,0.004891642,0.085420957,21216.57004,73.81582149,74.58072617,383.068,363.3145
2017/8/31 16:00,ETHUSDT,387.42,378.85,381.89,387.42,788.3641,4h,0.003368464,0.085834755,22004.93414,81.20725844,76.20851007,384.676,365.5135
2017/8/31 20:00,ETHUSDT,389.36,383.48,385.82,383.76,905.2839,4h,-0.000273753,0.080439728,21099.65024,62.3834784,72.05503459,384.752,367.763
2017/9/1 0:00,ETHUSDT,387.39,383.13,384.38,384.45,878.8837,4h,0.001592816,0.074882394,21978.53394,64.3318449,72.35404355,384.456,369.8905
2017/9/1 4:00,ETHUSDT,388.25,383.19,385.1,384.79,704.2601,4h,0.000210112,0.067587942,22682.79404,65.43458616,72.5066296,384.712,372.0385
2017/9/1 8:00,ETHUSDT,394.39,384.79,386.44,390.86,752.097,4h,0.005016108,0.062157902,23434.89104,79.54639388,75.09030412,386.256,374.3665
2017/9/1 12:00,ETHUSDT,394.27,383.18,392.65,388.4,754.4447,4h,0.009944711,0.054516308,22680.44634,65.9139256,72.19598973,386.452,376.4865
2017/9/1 16:00,ETHUSDT,393.08,387.46,389.48,389.64,865.1982,4h,0.008840332,0.047491025,23545.64454,69.23588981,72.75322666,387.628,378.467
2017/9/1 20:00,ETHUSDT,391.2,385.88,389.56,387.01,827.8431,4h,0.002032061,0.03964931,22717.80144,55.01977693,69.63731643,388.14,380.1085
2017/9/2 0:00,ETHUSDT,393.4,386.05,387.91,388.08,797.6167,4h,-0.004378586,0.032068587,23515.41814,59.27257338,70.18418602,388.798,381.675
2017/9/2 4:00,ETHUSDT,394.02,388.08,389.62,388.46,201.4846,4h,-0.000908342,0.026944894,23716.90274,60.91313905,70.3835984,388.318,382.8695
2017/9/2 8:00,ETHUSDT,394.32,373.66,388.58,378.52,916.2155,4h,-0.013180592,0.018045719,22800.68724,26.28849998,59.43780179,386.342,383.4235
2017/9/2 12:00,ETHUSDT,379.6,347,378.51,363.7,1906.758,4h,-0.03609302,0.005896132,20893.92924,12.76533535,47.77690107,381.154,382.8735
2017/9/2 16:00,ETHUSDT,364.84,350.42,364.83,357,1296.26,4h,-0.056720017,-0.009373811,19597.66924,9.890220926,43.69722045,375.152,382.0735
2017/9/2 20:00,ETHUSDT,360.28,327.09,358.25,341.72,1569.166,4h,-0.076913309,-0.028069714,18028.50324,6.023025215,36.26354791,365.88,380.2525
2017/9/3 0:00,ETHUSDT,345.27,329.73,341.72,336.18,1353.982,4h,-0.073439744,-0.048706971,16674.52124,5.116358718,34.0526756,355.424,378.2665
2017/9/3 4:00,ETHUSDT,343.15,320.08,338.08,343.14,1197.946,4h,-0.043535549,-0.063210508,17872.46724,23.25796326,38.97297402,348.348,376.4545
2017/9/3 8:00,ETHUSDT,352.67,340.2,343.56,348.85,1014.478,4h,-0.010550981,-0.071935895,18886.94524,35.838417,42.66701797,345.378,374.728
2017/9/3 12:00,ETHUSDT,367.28,348.84,348.85,357.81,697.5323,4h,0.03178643,-0.074131622,19584.47754,51.44965156,47.87832338,345.54,373.322
2017/9/3 16:00,ETHUSDT,363.45,334.75,357.82,336.54,1200.039,4h,0.01093954,-0.085490795,18384.43854,29.87800582,39.01644866,344.504,370.9735
2017/9/3 20:00,ETHUSDT,348.22,320.08,337.69,329.34,1590.167,4h,-0.028478258,-0.098220313,16794.27154,25.37606185,36.60244371,343.136,368.2835
2017/9/4 0:00,ETHUSDT,347.73,328.3,329.35,343.03,451.7682,4h,-0.028622804,-0.10058674,17246.03974,45.05353071,43.5881183,343.114,366.064
2017/9/4 4:00,ETHUSDT,347.68,337.35,343.61,341.77,299.6376,4h,-0.018337478,-0.103223038,16946.40214,43.72699836,43.12771779,341.698,363.9645
2017/9/4 8:00,ETHUSDT,344.55,328.27,339.29,329.62,348.0023,4h,-0.001027574,-0.109124707,16598.39984,32.2732534,38.95157941,336.06,361.223
2017/9/4 12:00,ETHUSDT,339.26,270.38,329.62,275.01,1369.081,4h,-0.092081678,-0.13742863,15229.31884,13.05738594,26.71334108,323.754,355.734
2017/9/4 16:00,ETHUSDT,314.27,270,284.51,289.93,2246.119,4h,-0.133598613,-0.151487397,17475.43784,27.74895101,32.7866121,315.872,350.6875
2017/9/4 20:00,ETHUSDT,298.18,267.94,286.35,269.54,1435.023,4h,-0.149071803,-0.172019736,16040.41484,21.53310282,29.29435308,301.174,344.7445
2017/9/5 0:00,ETHUSDT,302.55,268.2,268.93,296.43,660.7227,4h,-0.060093668,-0.173750787,16701.13754,42.6941223,38.40237093,292.106,340.084
2017/9/5 4:00,ETHUSDT,312.92,282.36,299.04,283.77,678.8627,4h,0.02078277,-0.178481715,16022.27484,36.84626815,36.09790112,282.936,334.922
2017/9/5 8:00,ETHUSDT,298.74,235.55,286.81,271.12,2602.054,4h,-0.020291534,-0.184017857,13420.22084,31.46353564,33.95477813,282.158,329.074
2017/9/5 12:00,ETHUSDT,297.25,268.11,269.61,296.52,1541.687,4h,0.024735125,-0.170617451,14961.90784,49.85109071,41.31832766,283.476,324.477
2017/9/5 16:00,ETHUSDT,299.64,282.52,296.56,295.98,1497.652,4h,0.010045855,-0.157487289,13464.25584,49.49818263,41.21549224,288.764,320.35
2017/9/5 20:00,ETHUSDT,304.99,289.1,295.79,291.66,1281.646,4h,0.034568969,-0.149720727,12182.60984,46.22574869,40.36939815,287.81,316.748
2017/9/6 0:00,ETHUSDT,321.52,285.94,290.07,318.26,677.8013,4h,0.074226061,-0.127593155,12860.41114,64.36076392,47.37185605,294.708,314.811
2017/9/6 4:00,ETHUSDT,320.45,309.76,318.71,312.09,743.5795,4h,0.043174183,-0.114578631,12116.83164,58.62802267,46.05145875,302.902,313.3295
2017/9/6 8:00,ETHUSDT,333.12,312.09,313.29,325.73,1625.393,4h,0.063358114,-0.095740558,13742.22464,66.79986862,49.3375244,308.744,312.807
2017/9/6 12:00,ETHUSDT,328.06,314.76,325.55,318.53,886.1957,4h,0.047830213,-0.0762118,12856.02894,59.09770645,47.72237357,313.254,311.5765
2017/9/6 16:00,ETHUSDT,335.02,319.02,320.31,335.02,1046.051,4h,0.030395981,-0.043499397,13902.07994,69.24852692,51.54644448,321.926,310.885
2017/9/6 20:00,ETHUSDT,335.24,321.01,331.73,335,1719.354,4h,0.041484784,-0.004851067,12182.72594,69.22248219,51.54163105,325.274,309.7445
2017/9/7 0:00,ETHUSDT,335,335,335,335,0,4h,0.025992832,0.02319489,12182.72594,69.22248219,51.54163105,329.856,309.6675
2017/9/7 4:00,ETHUSDT,336.34,335,335,335,209.317,4h,0.024304752,0.047211397,12182.72594,69.22248219,51.54163105,331.71,309.9505
2017/9/7 8:00,ETHUSDT,335.01,320.35,335.01,326.59,695.1382,4h,-0.012389309,0.074591004,11487.58774,52.88635395,49.28448003,333.322,309.1285
2017/9/7 12:00,ETHUSDT,330.45,321.31,326.59,323.57,257.5186,4h,-0.023135822,0.100780039,11230.06914,47.82066481,48.48193439,331.032,308.2185
2017/9/7 16:00,ETHUSDT,332.53,320.17,323.57,329.94,470.7312,4h,-0.015993429,0.124083963,11700.80034,58.34132248,50.27957663,330.02,308.2345
2017/9/7 20:00,ETHUSDT,338.38,327.79,329.94,337,963.8723,4h,0.005448118,0.118822658,12664.67264,67.43714708,52.2244489,330.42,311.334
2017/9/8 0:00,ETHUSDT,342.5,328.81,337,333.52,522.9905,4h,0.020246806,0.117259342,12141.68214,59.44057014,51.18559386,330.124,313.5135
2017/9/8 4:00,ETHUSDT,338.35,329.15,334.77,334.49,193.6467,4h,0.018769715,0.102293049,12335.32884,61.04979659,51.46884431,331.704,316.761
2017/9/8 8:00,ETHUSDT,335.1,326.79,334.49,330,380.7244,4h,-0.001758037,0.097169144,11954.60444,49.65144957,50.05367132,332.99,318.4395
2017/9/8 12:00,ETHUSDT,331.68,324.72,329.35,329.57,297.6206,4h,-0.013522939,0.083068231,11656.98384,48.56596952,49.91531549,332.916,320.7295
2017/9/8 16:00,ETHUSDT,333.76,329.57,329.57,331.53,288.2026,4h,-0.006569815,0.060773083,11945.18644,54.26307784,50.57086952,331.822,323.75
2017/9/8 20:00,ETHUSDT,331.57,272,330.1,294.05,2343.129,4h,-0.059938596,0.031488211,9602.05744,14.87625234,40.02553044,323.928,323.6265
2017/9/9 0:00,ETHUSDT,310.46,280.8,294.06,294.06,899.6008,4h,-0.083161316,0.002022583,10501.65824,14.89685402,40.02904263,315.842,323.5305
2017/9/9 4:00,ETHUSDT,306.9,281.52,294.06,302.99,706.4799,4h,-0.071406627,-0.025274878,11208.13814,32.99783701,43.1580619,310.44,324.097
2017/9/9 8:00,ETHUSDT,302,286.96,300.01,292.31,794.0672,4h,-0.056120402,-0.044156995,10414.07094,25.03686218,40.49796967,302.988,322.7995
2017/9/9 12:00,ETHUSDT,306.42,281.66,292.31,299.68,471.385,4h,0.007852688,-0.061442711,10885.45594,37.94992679,43.04783716,296.618,322.179
2017/9/9 16:00,ETHUSDT,303,295,301,303,233.0602,4h,0.011958482,-0.069188723,11118.51614,43.43646859,44.18208108,298.408,321.0425
2017/9/9 20:00,ETHUSDT,307,295.01,300.83,298.98,521.543,4h,0.002184287,-0.081695702,10596.97314,38.30949788,43.08832566,299.392,320.065
2017/9/10 0:00,ETHUSDT,298.98,285.17,298.61,298.76,372.2887,4h,0.010009096,-0.084535478,10224.68444,38.00264739,43.02696531,298.546,318.252
2017/9/10 4:00,ETHUSDT,302.77,294.56,298.62,296.74,348.2441,4h,-0.008278429,-0.086546814,9876.44034,34.80317798,42.44279799,299.432,316.339
2017/9/10 8:00,ETHUSDT,299,281.51,296.72,290.58,564.9657,4h,-0.022286067,-0.089742779,9311.47464,26.34758188,40.67032383,297.612,314.118
2017/9/10 12:00,ETHUSDT,291,261.03,285.67,276.86,1045.205,4h,-0.043897788,-0.097779946,8266.26964,15.71668817,37.0434144,292.384,311.211
2017/9/10 16:00,ETHUSDT,287.05,265,276.86,280.22,1134.573,4h,-0.048317267,-0.105673206,9400.84264,24.98256272,38.45820065,288.632,308.8925
2017/9/10 20:00,ETHUSDT,288,279.98,281.8,283.2,483.879,4h,-0.032109717,-0.111244334,9884.72164,33.13237694,39.72280902,285.52,306.874
2017/9/11 0:00,ETHUSDT,302.78,283,283.13,302.78,608.6138,4h,0.026247332,-0.100654635,10493.33544,64.6625797,47.22346962,286.728,305.516
2017/9/11 4:00,ETHUSDT,302.78,291.87,302.78,293.5,319.2145,4h,0.04758045,-0.089496563,10174.12094,50.54311622,44.4631557,287.312,303.341
2017/9/11 8:00,ETHUSDT,304.98,285.21,293.51,301.76,2013.89,4h,0.04471148,-0.073296999,12188.01094,60.20990497,47.34675046,292.292,301.753
2017/9/11 12:00,ETHUSDT,304.89,286.82,301.73,293.96,1475.968,4h,0.017014708,-0.058794004,10712.04294,48.9226144,45.02305638,295.04,299.7265
2017/9/11 16:00,ETHUSDT,297.36,288.98,293.35,294.46,385.8452,4h,-0.013329991,-0.044151258,11097.88814,49.67850803,45.20451822,297.292,297.9495
2017/9/11 20:00,ETHUSDT,300.97,292.16,293.44,299.2,552.7285,4h,0.003386075,-0.025015787,11650.61664,57.18660754,46.95178896,296.576,296.431
2017/9/12 0:00,ETHUSDT,301.99,294.77,299.2,295.56,247.9217,4h,-0.005905103,-0.004749696,11402.69494,50.0223144,45.77197232,296.988,294.6325
2017/9/12 4:00,ETHUSDT,297.74,293.38,296.17,297.3,153.2931,4h,0.006435962,-0.003657565,11555.98804,53.50297784,46.44907358,296.096,294.795
2017/9/12 8:00,ETHUSDT,304.41,297.51,297.78,304.41,1075.63,4h,0.014785327,0.001079651,12631.61804,65.70324388,49.17851579,298.186,295.3125
2017/9/12 12:00,ETHUSDT,316.46,302.62,303.01,314.15,1060.988,4h,0.031409079,0.015732681,13692.60604,76.33576071,52.65803281,302.124,295.8705
2017/9/12 16:00,ETHUSDT,313.7,302.32,313.7,310.95,782.3313,4h,0.038307268,0.021640704,12910.27474,67.71458865,51.44005203,304.474,296.8025
2017/9/12 20:00,ETHUSDT,311.81,300,311.25,304.21,1403.042,4h,0.016284065,0.027280381,11507.23274,52.19480989,48.93079917,306.204,297.029
2017/9/13 0:00,ETHUSDT,305.22,286.01,304.06,295.07,698.7083,4h,-0.022922775,0.029799558,10808.52444,37.59058098,45.74547344,305.758,296.6325
2017/9/13 4:00,ETHUSDT,297.66,291.42,293.82,293.96,155.614,4h,-0.045364938,0.029783063,10652.91044,36.05896001,45.36792418,303.668,296.3815
2017/9/13 8:00,ETHUSDT,294.5,275,293.93,275,1088.348,4h,-0.067961652,0.019819728,9564.56244,19.28331289,39.50552853,295.838,295.1935
2017/9/13 12:00,ETHUSDT,283.74,267,276.5,277.83,765.5422,4h,-0.061637981,0.011441336,10330.10464,25.7300141,40.70928165,289.214,294.248
2017/9/13 16:00,ETHUSDT,280.63,262,278.55,263.84,1453.008,4h,-0.068412035,-0.007170559,8877.09664,17.2276258,36.88955065,281.14,292.911
2017/9/13 20:00,ETHUSDT,274.21,257.05,263.26,266.93,1715.554,4h,-0.057942617,-0.030894215,10592.65064,24.14784152,38.2369163,275.512,292.4145
2017/9/14 0:00,ETHUSDT,278.24,264.95,266.93,266.1,816.2073,4h,-0.026037637,-0.052594226,9776.44334,23.48848715,38.00748675,269.94,291.7085
2017/9/14 4:00,ETHUSDT,282.77,268.01,269.1,276.91,612.569,4h,0.000380489,-0.065818145,10389.01234,47.03352002,42.71940769,270.322,291.394
2017/9/14 8:00,ETHUSDT,283.77,270,275.76,270,730.3794,4h,0.020321728,-0.071004315,9658.63294,37.75104385,40.64090373,268.756,289.755
2017/9/14 12:00,ETHUSDT,275,266.95,270,270.85,640.5975,4h,0.010643451,-0.079385506,10299.23044,39.58443894,41.01252683,270.158,288.6225
2017/9/14 16:00,ETHUSDT,273,238.34,270.85,238.39,3489.347,4h,-0.056872489,-0.100030269,6809.88344,16.45286624,32.76639814,264.45,285.454
2017/9/14 20:00,ETHUSDT,253.01,229.77,238.43,243.48,3489.761,4h,-0.092625793,-0.119098123,10299.64444,25.03895865,34.92606282,259.926,282.93
2017/9/15 0:00,ETHUSDT,244.99,221.5,241.95,234.22,2018.081,4h,-0.0962057,-0.140623827,8281.56344,20.29574915,32.90214112,251.388,279.918
2017/9/15 4:00,ETHUSDT,240.49,215,234.22,215.21,2233.791,4h,-0.117293004,-0.167462086,6047.77244,13.65693584,29.24049536,240.43,275.7185
2017/9/15 8:00,ETHUSDT,243.96,212.11,217,234,2143.814,4h,-0.038907232,-0.180733776,8191.58644,38.50855725,36.58352562,233.06,272.6405
2017/9/15 12:00,ETHUSDT,235,212.11,234.53,220,1948.034,4h,-0.050330966,-0.198095072,6243.55244,30.36799118,33.83011104,229.382,268.7755
2017/9/15 16:00,ETHUSDT,225.91,192,218.93,199.28,2766.153,4h,-0.072167529,-0.219792953,3477.39944,21.83046466,30.27972127,220.542,263.519
2017/9/15 20:00,ETHUSDT,270.93,195.09,199.28,262.28,4298.88,4h,0.064077381,-0.189079133,7776.27944,62.20965782,47.80994801,226.154,260.9255
