Date,Open,High,Low,Close,Volume
2022/12/30 16:04, 14120.00, 14124.00, 14081.00, 14106.00, 12667
2022/12/30 17:08, 14106.00, 14109.00, 14090.00, 14098.00, 4372
2022/12/30 18:12, 14098.00, 14114.00, 14093.00, 14108.00, 3258
2022/12/30 19:16, 14108.00, 14132.00, 14103.00, 14120.00, 5237
2022/12/30 20:20, 14119.00, 14132.00, 14111.00, 14113.00, 3186
2022/12/30 21:24, 14114.00, 14115.00, 14085.00, 14085.00, 6258
2022/12/30 22:28, 14086.00, 14093.00, 14067.00, 14087.00, 9352
2022/12/30 23:32, 14087.00, 14110.00, 14050.00, 14074.00, 22189
2022/12/31 00:36, 14075.00, 14086.00, 14034.00, 14046.00, 13311
2022/12/31 01:40, 14045.00, 14054.00, 14021.00, 14042.00, 9305
2022/12/31 02:44, 14042.00, 14053.00, 14005.00, 14030.00, 6148
2022/12/31 03:48, 14029.00, 14044.00, 14021.00, 14040.00, 2923
2022/12/31 04:52, 14041.00, 14130.00, 14035.00, 14127.00, 10739
2022/12/31 05:00, 14128.00, 14129.00, 14099.00, 14100.00, 1292
2023/01/03 09:49, 14064.00, 14064.00, 13952.00, 13979.00, 64423
2023/01/03 10:53, 13978.00, 14156.00, 13966.00, 14140.00, 57541
2023/01/03 11:57, 14140.00, 14199.00, 14128.00, 14190.00, 32764
2023/01/03 13:01, 14189.00, 14247.00, 14185.00, 14228.00, 26106
2023/01/03 13:45, 14229.00, 14239.00, 14216.00, 14230.00, 13348
2023/01/03 16:04, 14227.00, 14277.00, 14207.00, 14272.00, 11724
2023/01/03 17:08, 14272.00, 14300.00, 14253.00, 14288.00, 10616
2023/01/03 18:12, 14288.00, 14315.00, 14286.00, 14309.00, 7640
2023/01/03 19:16, 14308.00, 14308.00, 14277.00, 14279.00, 5799
2023/01/03 20:20, 14278.00, 14286.00, 14226.00, 14244.00, 12037
2023/01/03 21:24, 14244.00, 14269.00, 14231.00, 14262.00, 10195
2023/01/03 22:28, 14262.00, 14272.00, 14245.00, 14257.00, 6989
2023/01/03 23:32, 14258.00, 14304.00, 14180.00, 14189.00, 38449
2023/01/04 00:36, 14189.00, 14241.00, 14170.00, 14180.00, 20236
2023/01/04 01:40, 14179.00, 14193.00, 14153.00, 14181.00, 11311
2023/01/04 02:44, 14182.00, 14183.00, 14146.00, 14168.00, 6278
2023/01/04 03:48, 14168.00, 14207.00, 14150.00, 14196.00, 3769
2023/01/04 04:52, 14195.00, 14217.00, 14183.00, 14195.00, 4245
2023/01/04 05:00, 14196.00, 14197.00, 14186.00, 14190.00, 478
2023/01/04 09:49, 14199.00, 14271.00, 14180.00, 14250.00, 48781
2023/01/04 10:53, 14251.00, 14263.00, 14204.00, 14220.00, 24081
2023/01/04 11:57, 14219.00, 14253.00, 14187.00, 14212.00, 19468
2023/01/04 13:01, 14213.00, 14228.00, 14199.00, 14224.00, 10479
2023/01/04 13:45, 14224.00, 14245.00, 14208.00, 14209.00, 11963
2023/01/04 16:04, 14207.00, 14237.00, 14204.00, 14235.00, 5033
2023/01/04 17:08, 14236.00, 14268.00, 14235.00, 14242.00, 9686
2023/01/04 18:12, 14242.00, 14254.00, 14234.00, 14253.00, 4434
2023/01/04 19:16, 14253.00, 14253.00, 14228.00, 14249.00, 4279
2023/01/04 20:20, 14249.00, 14252.00, 14233.00, 14240.00, 3266
2023/01/04 21:24, 14240.00, 14263.00, 14223.00, 14257.00, 6576
2023/01/04 22:28, 14258.00, 14279.00, 14255.00, 14275.00, 10494
2023/01/04 23:32, 14276.00, 14304.00, 14211.00, 14242.00, 41747
2023/01/05 00:36, 14241.00, 14326.00, 14237.00, 14324.00, 19382
2023/01/05 01:40, 14324.00, 14340.00, 14320.00, 14340.00, 9739
2023/01/05 02:44, 14341.00, 14343.00, 14296.00, 14333.00, 7171
2023/01/05 03:48, 14333.00, 14348.00, 14282.00, 14316.00, 13054
2023/01/05 04:52, 14316.00, 14350.00, 14306.00, 14320.00, 5894
2023/01/05 05:00, 14321.00, 14332.00, 14319.00, 14328.00, 763
2023/01/05 09:49, 14325.00, 14375.00, 14301.00, 14316.00, 51478
2023/01/05 10:53, 14316.00, 14332.00, 14268.00, 14296.00, 33804
2023/01/05 11:57, 14295.00, 14299.00, 14239.00, 14254.00, 26102
2023/01/05 13:01, 14253.00, 14270.00, 14245.00, 14268.00, 11034
2023/01/05 13:45, 14268.00, 14290.00, 14263.00, 14289.00, 12394
2023/01/05 16:04, 14277.00, 14285.00, 14261.00, 14272.00, 6545
2023/01/05 17:08, 14271.00, 14295.00, 14270.00, 14286.00, 5552
2023/01/05 18:12, 14287.00, 14315.00, 14285.00, 14309.00, 6523
2023/01/05 19:16, 14309.00, 14324.00, 14307.00, 14322.00, 5246
2023/01/05 20:20, 14324.00, 14330.00, 14308.00, 14319.00, 4531
2023/01/05 21:24, 14319.00, 14324.00, 14274.00, 14286.00, 10658
2023/01/05 22:28, 14286.00, 14287.00, 14234.00, 14254.00, 17592
2023/01/05 23:32, 14254.00, 14274.00, 14223.00, 14260.00, 25924
2023/01/06 00:36, 14261.00, 14273.00, 14226.00, 14245.00, 11327
2023/01/06 01:40, 14245.00, 14261.00, 14235.00, 14251.00, 5048
2023/01/06 02:44, 14251.00, 14277.00, 14228.00, 14264.00, 5982
2023/01/06 03:48, 14265.00, 14272.00, 14253.00, 14265.00, 2057
2023/01/06 04:52, 14266.00, 14274.00, 14237.00, 14245.00, 2931
2023/01/06 05:00, 14245.00, 14245.00, 14235.00, 14238.00, 653
2023/01/06 09:49, 14274.00, 14346.00, 14274.00, 14309.00, 45839
2023/01/06 10:53, 14309.00, 14342.00, 14290.00, 14328.00, 26274
2023/01/06 11:57, 14329.00, 14400.00, 14322.00, 14390.00, 31762
2023/01/06 13:01, 14391.00, 14404.00, 14368.00, 14371.00, 14937
2023/01/06 13:45, 14370.00, 14376.00, 14355.00, 14366.00, 11460
2023/01/06 16:04, 14361.00, 14383.00, 14356.00, 14364.00, 6313
2023/01/06 17:08, 14364.00, 14364.00, 14340.00, 14352.00, 5967
2023/01/06 18:12, 14353.00, 14357.00, 14335.00, 14356.00, 4749
2023/01/06 19:16, 14357.00, 14371.00, 14352.00, 14362.00, 4593
2023/01/06 20:20, 14362.00, 14369.00, 14348.00, 14354.00, 2992
2023/01/06 21:24, 14354.00, 14364.00, 14324.00, 14338.00, 7597
2023/01/06 22:28, 14338.00, 14441.00, 14333.00, 14418.00, 38029
2023/01/06 23:32, 14417.00, 14444.00, 14367.00, 14426.00, 37634
2023/01/07 00:36, 14426.00, 14514.00, 14425.00, 14512.00, 24839
2023/01/07 01:40, 14512.00, 14559.00, 14509.00, 14545.00, 14627
2023/01/07 02:44, 14545.00, 14564.00, 14529.00, 14556.00, 4905
2023/01/07 03:48, 14556.00, 14603.00, 14551.00, 14592.00, 6143
2023/01/07 04:52, 14592.00, 14619.00, 14588.00, 14590.00, 5651
2023/01/07 05:00, 14590.00, 14594.00, 14578.00, 14591.00, 1515
2023/01/09 09:49, 14619.00, 14653.00, 14582.00, 14650.00, 57735
2023/01/09 10:53, 14649.00, 14677.00, 14636.00, 14666.00, 25262
2023/01/09 11:57, 14666.00, 14699.00, 14660.00, 14687.00, 12895
2023/01/09 13:01, 14687.00, 14733.00, 14687.00, 14725.00, 14156
2023/01/09 13:45, 14724.00, 14771.00, 14720.00, 14768.00, 16067
2023/01/09 16:04, 14760.00, 14765.00, 14731.00, 14733.00, 7262
2023/01/09 17:08, 14733.00, 14776.00, 14731.00, 14767.00, 6272
2023/01/09 18:12, 14767.00, 14825.00, 14766.00, 14811.00, 11956
2023/01/09 19:16, 14811.00, 14816.00, 14783.00, 14796.00, 6284
2023/01/09 20:20, 14795.00, 14805.00, 14786.00, 14802.00, 2703
2023/01/09 21:24, 14801.00, 14831.00, 14793.00, 14821.00, 8153
2023/01/09 22:28, 14821.00, 14848.00, 14810.00, 14848.00, 8091
2023/01/09 23:32, 14848.00, 14892.00, 14818.00, 14861.00, 29223
2023/01/10 00:36, 14861.00, 14902.00, 14859.00, 14886.00, 12571
2023/01/10 01:40, 14886.00, 14900.00, 14859.00, 14861.00, 5620
2023/01/10 02:44, 14861.00, 14877.00, 14820.00, 14822.00, 5510
2023/01/10 03:48, 14820.00, 14845.00, 14801.00, 14822.00, 5900
2023/01/10 04:52, 14822.00, 14823.00, 14771.00, 14782.00, 7116
2023/01/10 05:00, 14782.00, 14783.00, 14768.00, 14781.00, 1132
2023/01/10 09:49, 14748.00, 14808.00, 14738.00, 14797.00, 40631
2023/01/10 10:53, 14798.00, 14829.00, 14735.00, 14759.00, 33773
2023/01/10 11:57, 14759.00, 14783.00, 14748.00, 14775.00, 14896
2023/01/10 13:01, 14776.00, 14802.00, 14772.00, 14783.00, 13171
2023/01/10 13:45, 14782.00, 14824.00, 14774.00, 14810.00, 12159
2023/01/10 16:04, 14801.00, 14817.00, 14789.00, 14815.00, 5771
2023/01/10 17:08, 14816.00, 14852.00, 14808.00, 14832.00, 9051
2023/01/10 18:12, 14831.00, 14846.00, 14820.00, 14835.00, 4013
2023/01/10 19:16, 14835.00, 14857.00, 14822.00, 14823.00, 4751
2023/01/10 20:20, 14823.00, 14836.00, 14784.00, 14795.00, 8921
2023/01/10 21:24, 14795.00, 14822.00, 14788.00, 14807.00, 6972
2023/01/10 22:28, 14807.00, 14844.00, 14783.00, 14829.00, 12230
2023/01/10 23:32, 14829.00, 14873.00, 14806.00, 14810.00, 29385
